F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-1.42e-19,-2.27e-19,0.00e+00,9.57e-01,4.50e-19,1.31e-19,4.32e-20,9.58e-01,1.00e+00,-1.27e-04,4.53e-04,-1.26e-04,-2.24e-09,6.88e-04,4.52e-04,6.88e-04,-2.23e-09
1.20e+00,-6.25e-19,-8.52e-19,1.27e-19,9.21e-01,3.91e-19,-2.98e-19,-1.79e-19,9.22e-01,1.85e+00,-2.09e-04,1.13e-03,-2.07e-04,-4.72e-09,1.34e-03,1.11e-03,1.34e-03,-4.65e-09
1.30e+00,-1.30e-18,-6.96e-19,-5.39e-19,8.89e-01,5.62e-19,1.42e-19,2.00e-19,8.91e-01,2.57e+00,-2.62e-04,1.99e-03,-2.58e-04,-8.09e-09,1.98e-03,1.94e-03,1.98e-03,-7.95e-09
1.40e+00,-6.25e-19,-5.39e-19,7.38e-19,8.61e-01,5.02e-19,7.10e-19,3.25e-19,8.64e-01,3.22e+00,-2.99e-04,3.02e-03,-2.92e-04,-1.14e-08,2.64e-03,2.89e-03,2.64e-03,-1.12e-08
1.50e+00,-1.30e-18,-1.79e-18,2.33e-18,8.37e-01,5.73e-19,-1.13e-19,2.84e-19,8.40e-01,3.80e+00,-3.25e-04,4.19e-03,-3.18e-04,-1.46e-08,3.31e-03,3.91e-03,3.32e-03,-1.45e-08
1.60e+00,-5.68e-19,-2.27e-18,1.64e-18,8.16e-01,4.84e-19,1.13e-19,7.90e-19,8.19e-01,4.33e+00,-3.46e-04,5.48e-03,-3.41e-04,-1.80e-08,4.01e-03,4.99e-03,4.02e-03,-1.81e-08
1.70e+00,-1.30e-18,-2.38e-18,-1.70e-19,7.96e-01,5.18e-19,1.70e-19,1.00e-18,8.01e-01,4.83e+00,-3.64e-04,6.86e-03,-3.64e-04,-2.23e-08,4.74e-03,6.07e-03,4.75e-03,-2.25e-08
1.80e+00,-2.38e-18,-1.81e-18,-1.81e-18,7.79e-01,3.72e-19,-1.30e-18,9.66e-19,7.84e-01,5.30e+00,-3.79e-04,8.31e-03,-3.89e-04,-2.81e-08,5.48e-03,7.14e-03,5.51e-03,-2.84e-08
1.90e+00,-1.13e-18,-1.25e-18,-1.25e-18,7.64e-01,7.35e-19,-2.04e-18,4.90e-19,7.70e-01,5.75e+00,-3.94e-04,9.82e-03,-4.20e-04,-3.66e-08,6.26e-03,8.18e-03,6.28e-03,-3.68e-08
2.00e+00,-4.54e-19,-5.11e-19,4.31e-18,7.50e-01,7.81e-19,-9.09e-19,2.73e-19,7.57e-01,6.17e+00,-4.10e-04,1.13e-02,-4.57e-04,-4.94e-08,7.05e-03,9.17e-03,7.08e-03,-4.91e-08
