F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-1.91e-19,2.48e-19,-3.94e-19,9.58e-01,3.65e-19,1.42e-20,6.74e-20,9.58e-01,1.08e+00,1.61e-03,-7.26e-04,1.61e-03,-3.49e-09,-1.74e-03,-7.25e-04,-1.74e-03,-3.47e-09
1.20e+00,8.52e-20,1.34e-19,-4.68e-19,9.22e-01,6.03e-19,-4.12e-19,1.94e-19,9.23e-01,1.98e+00,3.29e-03,-1.43e-03,3.26e-03,-7.79e-09,-3.35e-03,-1.42e-03,-3.35e-03,-7.72e-09
1.30e+00,-1.15e-18,-1.42e-19,-4.26e-19,8.92e-01,8.72e-19,-3.55e-19,-8.43e-20,8.92e-01,2.76e+00,5.04e-03,-2.10e-03,4.93e-03,-1.40e-08,-4.86e-03,-2.06e-03,-4.85e-03,-1.38e-08
1.40e+00,-9.51e-19,-1.70e-19,-1.42e-19,8.65e-01,1.17e-18,-1.22e-18,1.39e-19,8.66e-01,3.45e+00,6.86e-03,-2.72e-03,6.63e-03,-2.08e-08,-6.27e-03,-2.63e-03,-6.25e-03,-2.06e-08
1.50e+00,-5.96e-19,-6.25e-19,-5.68e-19,8.43e-01,7.57e-19,-1.39e-18,1.66e-19,8.44e-01,4.07e+00,8.75e-03,-3.28e-03,8.32e-03,-2.81e-08,-7.62e-03,-3.13e-03,-7.60e-03,-2.76e-08
1.60e+00,-1.98e-18,-1.02e-18,3.40e-19,8.23e-01,8.96e-19,-1.93e-18,2.32e-19,8.24e-01,4.65e+00,1.07e-02,-3.79e-03,9.99e-03,-3.67e-08,-8.94e-03,-3.55e-03,-8.91e-03,-3.57e-08
1.70e+00,-1.22e-18,-1.70e-19,-7.38e-19,8.06e-01,1.26e-18,-2.15e-18,2.78e-19,8.08e-01,5.18e+00,1.27e-02,-4.25e-03,1.16e-02,-4.83e-08,-1.02e-02,-3.92e-03,-1.02e-02,-4.65e-08
1.80e+00,1.13e-19,1.25e-18,-1.98e-18,7.91e-01,1.79e-18,-9.66e-19,5.18e-19,7.93e-01,5.69e+00,1.47e-02,-4.69e-03,1.31e-02,-6.56e-08,-1.16e-02,-4.25e-03,-1.15e-02,-6.24e-08
1.90e+00,7.95e-19,1.98e-18,-3.46e-18,7.78e-01,1.46e-18,-1.02e-18,2.43e-19,7.80e-01,6.17e+00,1.67e-02,-5.10e-03,1.46e-02,-9.27e-08,-1.31e-02,-4.54e-03,-1.30e-02,-8.71e-08
2.00e+00,5.68e-19,8.52e-19,4.54e-19,7.67e-01,1.30e-18,-1.81e-18,-7.81e-20,7.70e-01,6.63e+00,1.88e-02,-5.50e-03,1.60e-02,-1.36e-07,-1.46e-02,-4.81e-03,-1.45e-02,-1.26e-07
