F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,5.50e-20,-1.40e-20,-2.41e-19,9.88e-01,-2.20e-20,2.84e-20,-1.77e-20,9.88e-01,2.98e-01,4.37e-04,6.01e-05,4.21e-04,-2.23e-11,-9.31e-04,5.79e-05,-9.31e-04,-2.92e-11
1.04e+00,1.63e-19,-7.10e-20,-1.13e-19,9.77e-01,-3.75e-20,0.00e+00,-2.70e-20,9.76e-01,5.82e-01,8.94e-04,1.94e-04,8.32e-04,2.10e-10,-1.81e-03,1.81e-04,-1.81e-03,2.02e-10
1.07e+00,3.16e-19,5.55e-23,-2.84e-20,9.66e-01,-6.44e-20,-8.52e-20,-4.17e-20,9.66e-01,8.53e-01,1.36e-03,4.01e-04,1.23e-03,4.85e-11,-2.64e-03,3.60e-04,-2.64e-03,4.12e-11
1.09e+00,2.09e-19,-1.29e-20,5.68e-20,9.55e-01,-5.78e-20,-1.13e-19,1.46e-20,9.55e-01,1.11e+00,1.85e-03,6.74e-04,1.61e-03,-4.00e-13,-3.42e-03,5.86e-04,-3.42e-03,-7.24e-12
1.12e+00,1.34e-19,1.84e-20,2.27e-19,9.45e-01,-7.30e-20,-5.68e-20,7.45e-20,9.45e-01,1.36e+00,2.35e-03,1.01e-03,1.97e-03,-8.11e-11,-4.16e-03,8.50e-04,-4.16e-03,-6.29e-11
1.14e+00,9.94e-20,-1.68e-20,4.26e-19,9.36e-01,-7.05e-20,-5.68e-20,6.30e-20,9.35e-01,1.60e+00,2.85e-03,1.40e-03,2.32e-03,-1.85e-12,-4.85e-03,1.14e-03,-4.85e-03,4.30e-12
1.17e+00,2.41e-19,-5.19e-20,3.69e-19,9.26e-01,-1.18e-19,-2.27e-19,2.84e-20,9.26e-01,1.83e+00,3.36e-03,1.86e-03,2.65e-03,3.91e-13,-5.50e-03,1.46e-03,-5.49e-03,-1.61e-13
1.19e+00,1.70e-19,1.00e-19,5.68e-19,9.17e-01,-1.25e-19,-5.68e-19,2.57e-20,9.16e-01,2.05e+00,3.87e-03,2.36e-03,2.95e-03,-9.69e-11,-6.10e-03,1.80e-03,-6.09e-03,-1.13e-10
1.22e+00,9.94e-20,1.12e-19,9.09e-19,9.08e-01,-7.50e-20,-4.54e-19,-2.84e-20,9.08e-01,2.27e+00,4.37e-03,2.91e-03,3.24e-03,-2.88e-12,-6.66e-03,2.16e-03,-6.66e-03,2.97e-12
1.24e+00,8.52e-20,8.19e-20,7.95e-19,9.00e-01,-9.87e-20,-1.13e-18,-1.28e-19,8.99e-01,2.47e+00,4.87e-03,3.51e-03,3.51e-03,4.09e-12,-7.19e-03,2.52e-03,-7.18e-03,6.81e-12
1.27e+00,5.68e-20,3.30e-20,6.25e-19,8.92e-01,-8.74e-20,-1.13e-18,-5.68e-20,8.91e-01,2.68e+00,5.37e-03,4.14e-03,3.75e-03,-9.62e-12,-7.67e-03,2.89e-03,-7.67e-03,-1.36e-11
1.29e+00,-3.83e-19,2.70e-20,9.09e-19,8.83e-01,-1.17e-19,-1.13e-18,-7.10e-21,8.82e-01,2.87e+00,5.86e-03,4.81e-03,3.98e-03,-3.82e-12,-8.13e-03,3.26e-03,-8.12e-03,-2.15e-12
1.32e+00,-2.27e-19,2.35e-20,4.83e-19,8.76e-01,-1.28e-19,-4.54e-19,1.42e-20,8.75e-01,3.06e+00,6.34e-03,5.51e-03,4.19e-03,9.47e-12,-8.55e-03,3.63e-03,-8.54e-03,-7.25e-12
1.34e+00,-8.09e-19,-4.44e-21,6.25e-19,8.68e-01,-1.60e-19,-9.09e-19,3.55e-21,8.67e-01,3.25e+00,6.81e-03,6.23e-03,4.38e-03,-2.40e-07,-8.94e-03,4.00e-03,-8.93e-03,-2.50e-07
1.37e+00,-7.38e-19,8.88e-20,7.95e-19,8.61e-01,-1.43e-19,-6.81e-19,-5.68e-20,8.60e-01,3.43e+00,7.26e-03,6.99e-03,4.55e-03,1.41e-10,-9.30e-03,4.37e-03,-9.28e-03,1.28e-10
1.39e+00,-3.12e-19,1.92e-19,9.94e-19,8.54e-01,-1.44e-19,0.00e+00,-7.10e-21,8.52e-01,3.60e+00,7.71e-03,7.76e-03,4.70e-03,-1.09e-11,-9.63e-03,4.72e-03,-9.62e-03,-1.04e-11
1.42e+00,-8.80e-19,2.65e-19,6.81e-19,8.47e-01,-1.00e-19,-9.09e-19,-6.39e-20,8.45e-01,3.77e+00,8.15e-03,8.55e-03,4.84e-03,-4.74e-11,-9.94e-03,5.07e-03,-9.92e-03,-4.89e-11
1.44e+00,-8.52e-19,3.39e-19,8.52e-19,8.40e-01,-9.19e-20,-6.81e-19,-2.30e-20,8.39e-01,3.94e+00,8.57e-03,9.36e-03,4.96e-03,-7.68e-11,-1.02e-02,5.42e-03,-1.02e-02,-1.24e-10
1.47e+00,-7.67e-19,2.98e-19,1.02e-18,8.33e-01,-1.39e-19,-4.54e-19,-1.42e-20,8.32e-01,4.11e+00,8.97e-03,1.02e-02,5.07e-03,-1.32e-11,-1.04e-02,5.75e-03,-1.04e-02,-1.29e-11
1.49e+00,-1.16e-18,3.43e-19,6.25e-19,8.27e-01,-1.14e-19,-4.54e-19,-9.05e-20,8.25e-01,4.27e+00,9.35e-03,1.10e-02,5.15e-03,-6.90e-11,-1.07e-02,6.09e-03,-1.06e-02,-4.86e-11
1.52e+00,-4.54e-19,2.61e-19,6.81e-19,8.20e-01,-1.09e-19,-6.81e-19,-2.13e-19,8.19e-01,4.42e+00,9.71e-03,1.19e-02,5.23e-03,-2.73e-12,-1.09e-02,6.41e-03,-1.09e-02,-2.17e-12
1.54e+00,-6.25e-19,3.82e-19,6.25e-19,8.14e-01,-1.50e-19,0.00e+00,-2.57e-19,8.13e-01,4.58e+00,1.00e-02,1.28e-02,5.28e-03,-6.92e-11,-1.11e-02,6.72e-03,-1.10e-02,-6.07e-11
1.57e+00,-4.54e-19,3.89e-19,6.81e-19,8.08e-01,-1.25e-19,-9.09e-19,-1.70e-19,8.07e-01,4.73e+00,1.03e-02,1.36e-02,5.32e-03,-1.09e-11,-1.12e-02,7.00e-03,-1.12e-02,-1.85e-11
1.59e+00,-2.55e-19,4.44e-19,7.38e-19,8.03e-01,-2.43e-19,-4.54e-19,-1.29e-19,8.01e-01,4.88e+00,1.06e-02,1.45e-02,5.35e-03,-1.79e-09,-1.14e-02,7.27e-03,-1.14e-02,-1.91e-09
1.62e+00,-1.70e-19,4.10e-19,8.52e-19,7.97e-01,1.32e-19,-4.54e-19,-2.87e-19,7.96e-01,5.03e+00,1.09e-02,1.53e-02,5.38e-03,-3.58e-10,-1.15e-02,7.51e-03,-1.15e-02,-2.89e-10
1.64e+00,-2.84e-19,4.71e-19,2.27e-19,7.91e-01,2.99e-19,2.27e-19,-1.06e-19,7.90e-01,5.17e+00,1.12e-02,1.61e-02,5.40e-03,-2.22e-11,-1.16e-02,7.74e-03,-1.16e-02,1.59e-12
1.67e+00,7.67e-19,3.25e-19,3.97e-19,7.86e-01,2.68e-19,0.00e+00,4.97e-20,7.85e-01,5.31e+00,1.15e-02,1.69e-02,5.41e-03,-1.24e-09,-1.17e-02,7.96e-03,-1.17e-02,-1.34e-09
1.69e+00,7.10e-19,6.27e-19,-1.13e-19,7.81e-01,1.70e-19,-6.81e-19,2.84e-20,7.79e-01,5.45e+00,1.18e-02,1.78e-02,5.42e-03,-6.75e-09,-1.17e-02,8.16e-03,-1.17e-02,-6.15e-09
1.72e+00,8.52e-19,3.05e-19,-5.68e-19,7.75e-01,4.35e-20,-9.09e-19,7.10e-20,7.74e-01,5.59e+00,1.20e-02,1.86e-02,5.43e-03,1.29e-12,-1.18e-02,8.35e-03,-1.18e-02,9.86e-12
1.74e+00,-3.40e-19,6.30e-20,-3.97e-19,7.70e-01,5.31e-19,-2.27e-19,-7.10e-21,7.69e-01,5.72e+00,1.23e-02,1.94e-02,5.44e-03,1.65e-10,-1.18e-02,8.53e-03,-1.18e-02,1.82e-10
1.77e+00,-3.69e-19,2.44e-19,-1.07e-18,7.66e-01,6.97e-19,-2.27e-19,1.42e-20,7.64e-01,5.85e+00,1.26e-02,2.02e-02,5.44e-03,-1.83e-11,-1.19e-02,8.70e-03,-1.18e-02,-1.66e-11
1.79e+00,5.68e-19,4.68e-19,-1.02e-18,7.61e-01,4.50e-19,-2.27e-19,2.41e-19,7.60e-01,5.99e+00,1.28e-02,2.10e-02,5.44e-03,-5.53e-10,-1.19e-02,8.87e-03,-1.19e-02,-6.04e-10
1.82e+00,1.47e-18,5.71e-19,-6.25e-19,7.56e-01,3.84e-19,0.00e+00,2.20e-19,7.55e-01,6.12e+00,1.31e-02,2.18e-02,5.43e-03,-3.03e-10,-1.19e-02,9.02e-03,-1.19e-02,-2.69e-10
1.84e+00,3.40e-19,4.68e-19,-6.25e-19,7.51e-01,6.87e-19,0.00e+00,1.20e-19,7.50e-01,6.24e+00,1.33e-02,2.26e-02,5.42e-03,-1.86e-11,-1.19e-02,9.17e-03,-1.19e-02,-1.81e-11
