F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.09e+00,-5.64e-18,8.69e-18,-8.75e-18,9.58e-01,-6.10e-19,1.55e-17,-7.09e-19,9.55e-01,1.27e+00,7.03e-03,2.40e-03,7.02e-03,-2.64e-11,-1.03e-03,2.39e-03,-1.03e-03,-2.66e-11
1.20e+00,-1.56e-17,7.16e-18,-1.75e-17,9.23e-01,6.41e-19,1.05e-17,-2.28e-18,9.19e-01,2.32e+00,1.50e-02,5.12e-03,1.49e-02,-2.14e-10,-2.96e-03,5.09e-03,-2.97e-03,-2.01e-10
1.30e+00,-7.58e-18,3.11e-17,-1.92e-17,8.95e-01,3.55e-20,2.50e-18,-2.84e-18,8.89e-01,3.22e+00,2.37e-02,8.08e-03,2.34e-02,-5.77e-10,-6.03e-03,8.00e-03,-6.05e-03,-5.17e-10
1.40e+00,-5.11e-19,3.91e-17,-5.45e-18,8.72e-01,2.11e-18,1.18e-17,-4.45e-18,8.65e-01,4.02e+00,3.28e-02,1.12e-02,3.23e-02,-1.19e-09,-1.05e-02,1.10e-02,-1.05e-02,-1.14e-09
1.50e+00,3.69e-18,4.95e-17,-2.05e-17,8.53e-01,1.43e-17,2.09e-17,-3.21e-18,8.44e-01,4.76e+00,4.25e-02,1.45e-02,4.16e-02,-2.40e-09,-1.68e-02,1.42e-02,-1.68e-02,-2.52e-09
1.60e+00,2.09e-17,4.72e-17,-2.52e-17,8.37e-01,1.74e-17,1.63e-17,5.25e-19,8.28e-01,5.45e+00,5.25e-02,1.78e-02,5.11e-02,-4.31e-09,-2.52e-02,1.73e-02,-2.53e-02,-4.54e-09
1.70e+00,2.13e-17,3.91e-17,-2.87e-17,8.25e-01,1.30e-17,2.54e-17,-3.94e-18,8.15e-01,6.11e+00,6.29e-02,2.11e-02,6.08e-02,-7.67e-09,-3.61e-02,2.04e-02,-3.62e-02,-7.61e-09
1.79e+00,1.51e-17,2.54e-17,-2.56e-17,8.16e-01,6.98e-18,1.63e-17,1.49e-18,8.06e-01,6.74e+00,7.37e-02,2.43e-02,7.08e-02,-1.55e-08,-4.99e-02,2.34e-02,-5.00e-02,-1.41e-08
1.89e+00,1.81e-17,2.72e-18,-3.00e-17,8.10e-01,1.31e-17,9.09e-19,-2.57e-18,8.00e-01,7.35e+00,8.48e-02,2.74e-02,8.09e-02,-3.72e-08,-6.67e-02,2.61e-02,-6.69e-02,-3.09e-08
2.00e+00,3.93e-17,3.09e-17,-1.22e-17,8.07e-01,1.49e-17,8.18e-18,-1.56e-17,7.96e-01,7.94e+00,9.61e-02,3.01e-02,9.11e-02,-1.06e-07,-8.68e-02,2.85e-02,-8.70e-02,-8.48e-08
