F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-4.19e-19,-1.30e-19,-3.26e-19,9.88e-01,-6.32e-21,-4.68e-19,1.24e-20,9.88e-01,3.98e-01,-2.35e-04,-8.60e-04,-2.27e-04,-1.10e-11,4.53e-05,-8.30e-04,4.53e-05,8.48e-12
1.04e+00,-3.55e-19,-9.39e-20,-3.40e-19,9.77e-01,5.74e-21,-6.53e-19,-1.50e-20,9.77e-01,7.78e-01,-5.88e-04,-1.87e-03,-5.47e-04,3.69e-11,9.75e-05,-1.74e-03,9.75e-05,1.80e-11
1.07e+00,-2.69e-19,9.75e-20,-3.97e-19,9.66e-01,-2.73e-20,-6.81e-19,-4.35e-20,9.66e-01,1.14e+00,-1.05e-03,-3.02e-03,-9.53e-04,-1.25e-12,1.51e-04,-2.72e-03,1.51e-04,-6.18e-12
1.09e+00,-2.41e-19,1.04e-19,-4.54e-19,9.56e-01,-6.10e-21,-5.11e-19,-1.52e-19,9.56e-01,1.48e+00,-1.65e-03,-4.30e-03,-1.43e-03,-7.83e-11,2.04e-04,-3.74e-03,2.04e-04,-8.51e-11
1.12e+00,-3.97e-19,1.04e-19,-1.30e-18,9.46e-01,1.92e-20,-9.09e-19,-1.12e-19,9.46e-01,1.82e+00,-2.36e-03,-5.69e-03,-1.98e-03,1.46e-11,2.51e-04,-4.79e-03,2.51e-04,2.47e-11
1.14e+00,2.27e-19,1.53e-19,-5.68e-19,9.36e-01,5.00e-20,-8.52e-19,-1.35e-19,9.37e-01,2.14e+00,-3.19e-03,-7.18e-03,-2.60e-03,-3.11e-11,2.92e-04,-5.85e-03,2.92e-04,-9.22e-12
1.17e+00,-3.12e-19,2.64e-19,-1.07e-18,9.27e-01,-4.50e-20,-5.11e-19,-8.08e-20,9.28e-01,2.44e+00,-4.14e-03,-8.76e-03,-3.27e-03,1.81e-10,3.23e-04,-6.92e-03,3.23e-04,1.73e-10
1.19e+00,4.26e-19,2.69e-19,-4.54e-19,9.18e-01,-1.52e-20,-7.95e-19,-4.44e-21,9.19e-01,2.74e+00,-5.21e-03,-1.04e-02,-3.99e-03,-7.48e-11,3.44e-04,-7.97e-03,3.45e-04,-5.05e-11
1.22e+00,6.25e-19,2.75e-19,5.68e-20,9.09e-01,-3.89e-20,-8.52e-19,-7.45e-20,9.10e-01,3.02e+00,-6.39e-03,-1.21e-02,-4.74e-03,-2.37e-10,3.56e-04,-9.00e-03,3.56e-04,-2.45e-10
1.24e+00,1.30e-18,1.88e-19,0.00e+00,9.00e-01,-6.36e-20,-1.25e-18,-1.47e-19,9.02e-01,3.30e+00,-7.68e-03,-1.38e-02,-5.53e-03,-1.96e-10,3.57e-04,-1.00e-02,3.57e-04,-1.78e-10
1.27e+00,9.66e-19,1.34e-19,3.40e-19,8.92e-01,-4.81e-20,-1.59e-18,-1.03e-19,8.94e-01,3.57e+00,-9.08e-03,-1.56e-02,-6.35e-03,2.59e-11,3.47e-04,-1.09e-02,3.48e-04,9.82e-12
1.29e+00,6.25e-19,-3.59e-20,6.81e-19,8.84e-01,8.99e-21,-9.09e-19,-2.50e-19,8.86e-01,3.83e+00,-1.05e-02,-1.74e-02,-7.19e-03,7.61e-10,3.27e-04,-1.19e-02,3.28e-04,9.41e-10
1.32e+00,4.54e-19,-2.49e-19,5.68e-19,8.76e-01,3.24e-20,-1.02e-18,-3.15e-19,8.79e-01,4.08e+00,-1.21e-02,-1.92e-02,-8.05e-03,3.76e-09,3.01e-04,-1.27e-02,3.02e-04,1.10e-08
1.34e+00,1.42e-18,-3.99e-21,1.02e-18,8.68e-01,1.59e-19,-7.95e-19,-3.65e-19,8.71e-01,4.33e+00,-1.38e-02,-2.10e-02,-8.92e-03,3.18e-09,2.58e-04,-1.36e-02,2.59e-04,1.72e-09
1.37e+00,1.02e-18,3.56e-19,1.13e-18,8.61e-01,-1.92e-19,0.00e+00,9.59e-20,8.64e-01,4.57e+00,-1.56e-02,-2.28e-02,-9.79e-03,5.30e-11,2.03e-04,-1.44e-02,2.04e-04,1.38e-10
1.39e+00,1.02e-18,-5.16e-19,2.27e-18,8.54e-01,-6.48e-19,-1.59e-18,-1.08e-18,8.57e-01,4.80e+00,-1.75e-02,-2.46e-02,-1.06e-02,-1.11e-13,5.99e-05,-1.51e-02,6.01e-05,-4.78e-13
1.42e+00,2.27e-19,-1.77e-18,4.54e-19,8.47e-01,8.47e-19,-1.13e-18,-2.83e-18,8.51e-01,5.03e+00,-1.94e-02,-2.63e-02,-1.15e-02,3.68e-10,-1.83e-04,-1.57e-02,-1.84e-04,4.89e-10
