F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-4.10e-19,-2.97e-20,-2.55e-19,9.88e-01,4.50e-20,5.68e-20,3.81e-20,9.88e-01,3.93e-01,1.82e-03,-1.21e-03,1.75e-03,4.39e-11,-2.41e-03,-1.17e-03,-2.41e-03,-2.59e-11
1.04e+00,-4.36e-19,-8.36e-20,-2.27e-19,9.76e-01,2.01e-20,-5.68e-20,1.03e-19,9.78e-01,7.69e-01,3.65e-03,-2.58e-03,3.40e-03,4.97e-11,-4.66e-03,-2.40e-03,-4.67e-03,1.68e-11
1.07e+00,-2.87e-19,-6.19e-20,1.13e-19,9.65e-01,3.14e-20,-2.27e-19,1.38e-19,9.67e-01,1.12e+00,5.49e-03,-4.09e-03,4.93e-03,9.18e-11,-6.76e-03,-3.68e-03,-6.78e-03,1.45e-11
1.09e+00,-9.23e-20,-1.47e-19,3.40e-19,9.55e-01,2.29e-20,-5.68e-20,2.48e-19,9.57e-01,1.47e+00,7.31e-03,-5.74e-03,6.34e-03,-5.32e-11,-8.73e-03,-5.00e-03,-8.76e-03,-8.77e-11
1.12e+00,-3.62e-19,-3.02e-19,0.00e+00,9.44e-01,1.42e-20,-3.40e-19,2.16e-19,9.48e-01,1.80e+00,9.11e-03,-7.53e-03,7.65e-03,-2.36e-11,-1.05e-02,-6.35e-03,-1.06e-02,-2.60e-11
1.14e+00,-3.40e-19,-2.80e-19,-2.27e-19,9.34e-01,4.21e-21,-3.40e-19,1.98e-19,9.39e-01,2.12e+00,1.08e-02,-9.44e-03,8.84e-03,-2.32e-10,-1.22e-02,-7.71e-03,-1.23e-02,-1.74e-10
1.17e+00,-5.39e-19,-2.80e-19,1.13e-19,9.25e-01,-2.59e-20,-2.27e-19,1.84e-19,9.30e-01,2.42e+00,1.25e-02,-1.14e-02,9.91e-03,-6.48e-11,-1.39e-02,-9.07e-03,-1.39e-02,-3.53e-11
1.19e+00,1.42e-19,-2.59e-19,-3.40e-19,9.15e-01,-3.00e-20,-5.68e-19,2.13e-19,9.21e-01,2.72e+00,1.42e-02,-1.36e-02,1.08e-02,-3.51e-11,-1.54e-02,-1.04e-02,-1.55e-02,-3.55e-11
1.22e+00,1.42e-19,-2.35e-19,-2.27e-19,9.06e-01,2.32e-20,-2.27e-19,1.06e-19,9.13e-01,3.01e+00,1.58e-02,-1.58e-02,1.17e-02,6.49e-11,-1.68e-02,-1.18e-02,-1.69e-02,5.41e-11
1.24e+00,8.52e-20,-2.37e-19,0.00e+00,8.98e-01,4.88e-20,-3.40e-19,-5.68e-20,9.04e-01,3.28e+00,1.74e-02,-1.81e-02,1.25e-02,-1.70e-10,-1.81e-02,-1.31e-02,-1.83e-02,-1.49e-10
