F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,1.49e-19,-2.41e-19,1.52e-19,9.57e-01,-9.74e-20,1.98e-19,-1.12e-19,9.58e-01,1.09e+00,-6.81e-04,3.76e-04,-6.79e-04,-3.60e-09,-1.03e-03,3.75e-04,-1.03e-03,-3.61e-09
1.20e+00,-1.20e-19,-5.11e-19,-1.56e-19,9.22e-01,-1.06e-20,-2.13e-19,-4.50e-19,9.23e-01,1.99e+00,-1.49e-03,8.63e-04,-1.47e-03,-8.35e-09,-1.78e-03,8.54e-04,-1.78e-03,-8.33e-09
1.30e+00,1.36e-18,-2.69e-19,-2.13e-19,8.91e-01,-3.46e-19,3.40e-19,-1.09e-18,8.93e-01,2.77e+00,-2.45e-03,1.43e-03,-2.40e-03,-1.53e-08,-2.31e-03,1.40e-03,-2.31e-03,-1.53e-08
1.40e+00,2.10e-18,-3.97e-19,-6.53e-19,8.65e-01,-6.21e-21,1.13e-19,-6.36e-19,8.68e-01,3.46e+00,-3.56e-03,2.08e-03,-3.43e-03,-2.26e-08,-2.68e-03,1.99e-03,-2.67e-03,-2.26e-08
1.50e+00,2.58e-18,2.55e-19,-2.55e-19,8.42e-01,-2.98e-19,-1.02e-18,-9.90e-19,8.46e-01,4.09e+00,-4.76e-03,2.77e-03,-4.49e-03,-2.99e-08,-2.93e-03,2.61e-03,-2.91e-03,-3.01e-08
1.60e+00,2.35e-18,-1.19e-18,-1.16e-18,8.22e-01,-6.99e-19,-2.15e-18,-5.18e-19,8.26e-01,4.66e+00,-6.02e-03,3.52e-03,-5.54e-03,-3.81e-08,-3.08e-03,3.23e-03,-3.05e-03,-3.89e-08
1.70e+00,2.89e-18,-7.38e-19,-9.66e-19,8.05e-01,-7.99e-19,-2.55e-19,-7.42e-19,8.10e-01,5.20e+00,-7.27e-03,4.31e-03,-6.53e-03,-4.88e-08,-3.14e-03,3.87e-03,-3.11e-03,-5.06e-08
1.80e+00,3.12e-18,-1.61e-18,-2.10e-18,7.89e-01,-1.15e-18,-8.52e-20,-9.02e-19,7.96e-01,5.71e+00,-8.49e-03,5.16e-03,-7.41e-03,-6.39e-08,-3.13e-03,4.51e-03,-3.09e-03,-6.72e-08
1.90e+00,5.11e-18,-2.07e-18,-2.38e-18,7.76e-01,-1.12e-18,-1.25e-18,-4.59e-19,7.84e-01,6.19e+00,-9.63e-03,6.08e-03,-8.16e-03,-8.69e-08,-3.05e-03,5.18e-03,-3.01e-03,-9.21e-08
2.00e+00,5.62e-18,-3.97e-19,1.47e-18,7.65e-01,-1.74e-18,1.42e-18,-8.66e-19,7.73e-01,6.65e+00,-1.06e-02,7.08e-03,-8.75e-03,-1.24e-07,-2.91e-03,5.88e-03,-2.87e-03,-1.32e-07
