F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-1.98e-19,-1.34e-19,1.95e-19,9.58e-01,2.93e-19,1.13e-19,1.47e-19,9.58e-01,1.09e+00,5.43e-04,2.87e-04,5.42e-04,-3.79e-09,1.95e-03,2.87e-04,1.95e-03,-3.73e-09
1.20e+00,6.39e-20,-4.12e-19,-1.84e-19,9.23e-01,8.96e-20,5.61e-19,2.36e-19,9.22e-01,2.00e+00,1.15e-03,6.16e-04,1.14e-03,-8.86e-09,3.73e-03,6.10e-04,3.73e-03,-8.83e-09
1.30e+00,-6.81e-19,-8.80e-19,-6.39e-19,8.92e-01,2.77e-19,2.84e-19,7.27e-19,8.92e-01,2.78e+00,1.80e-03,9.49e-04,1.77e-03,-1.60e-08,5.46e-03,9.27e-04,5.47e-03,-1.60e-08
1.40e+00,2.27e-19,-3.40e-19,3.40e-19,8.67e-01,3.97e-19,4.12e-19,5.69e-19,8.66e-01,3.47e+00,2.49e-03,1.27e-03,2.40e-03,-2.31e-08,7.24e-03,1.22e-03,7.25e-03,-2.32e-08
1.50e+00,-3.69e-19,-1.25e-18,-2.69e-19,8.44e-01,3.30e-19,-3.40e-19,-2.48e-20,8.43e-01,4.09e+00,3.21e-03,1.60e-03,3.04e-03,-3.01e-08,9.14e-03,1.51e-03,9.15e-03,-3.03e-08
1.60e+00,1.70e-19,-1.07e-18,1.30e-18,8.25e-01,8.70e-20,3.97e-19,1.13e-19,8.24e-01,4.67e+00,3.95e-03,1.95e-03,3.66e-03,-3.83e-08,1.12e-02,1.80e-03,1.12e-02,-3.85e-08
1.70e+00,1.42e-18,-1.30e-18,6.25e-19,8.08e-01,-9.41e-20,2.27e-19,-3.60e-19,8.07e-01,5.21e+00,4.72e-03,2.35e-03,4.27e-03,-4.94e-08,1.35e-02,2.11e-03,1.35e-02,-4.96e-08
1.80e+00,-1.98e-19,-1.47e-18,-1.02e-18,7.93e-01,2.50e-19,2.10e-18,-2.98e-19,7.92e-01,5.72e+00,5.52e-03,2.80e-03,4.86e-03,-6.62e-08,1.60e-02,2.47e-03,1.60e-02,-6.60e-08
1.90e+00,-2.01e-18,1.10e-18,6.81e-19,7.81e-01,-1.45e-19,1.59e-18,5.84e-19,7.80e-01,6.20e+00,6.34e-03,3.35e-03,5.45e-03,-9.30e-08,1.88e-02,2.90e-03,1.88e-02,-9.17e-08
2.00e+00,-1.84e-18,-2.27e-19,-2.33e-18,7.70e-01,2.30e-19,-3.40e-19,1.02e-18,7.69e-01,6.66e+00,7.20e-03,4.01e-03,6.02e-03,-1.37e-07,2.18e-02,3.40e-03,2.18e-02,-1.34e-07
