F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,9.00e-18,5.14e-18,9.09e-19,9.56e-01,-1.56e-18,-3.72e-18,-2.88e-19,9.57e-01,1.20e+00,-2.26e-03,3.65e-03,-2.25e-03,-3.00e-11,9.11e-03,3.64e-03,9.11e-03,-2.50e-11
1.20e+00,1.15e-17,1.25e-17,-1.32e-17,9.20e-01,-4.92e-18,-2.61e-17,3.56e-18,9.21e-01,2.19e+00,-4.83e-03,8.28e-03,-4.80e-03,-2.18e-10,1.70e-02,8.23e-03,1.70e-02,-2.92e-10
1.30e+00,1.45e-17,1.42e-17,-2.50e-18,8.89e-01,-1.00e-17,-1.59e-17,5.09e-18,8.91e-01,3.03e+00,-7.73e-03,1.35e-02,-7.64e-03,-6.45e-10,2.44e-02,1.34e-02,2.44e-02,-1.00e-09
1.40e+00,1.22e-17,2.65e-17,-4.43e-18,8.64e-01,-4.76e-18,-2.36e-17,9.15e-18,8.66e-01,3.79e+00,-1.09e-02,1.92e-02,-1.07e-02,-1.23e-09,3.16e-02,1.89e-02,3.16e-02,-1.86e-09
1.50e+00,9.66e-18,3.43e-17,-1.20e-17,8.43e-01,-1.34e-17,-2.59e-17,8.91e-18,8.45e-01,4.48e+00,-1.45e-02,2.53e-02,-1.41e-02,-2.04e-09,3.89e-02,2.47e-02,3.90e-02,-2.73e-09
1.60e+00,-1.39e-17,7.36e-17,-2.95e-18,8.25e-01,-1.47e-17,-2.54e-17,8.77e-18,8.27e-01,5.12e+00,-1.83e-02,3.17e-02,-1.77e-02,-3.35e-09,4.67e-02,3.07e-02,4.67e-02,-3.89e-09
1.70e+00,-1.26e-17,7.09e-17,5.91e-18,8.10e-01,-1.69e-17,-2.81e-17,1.31e-17,8.12e-01,5.73e+00,-2.23e-02,3.83e-02,-2.14e-02,-5.86e-09,5.50e-02,3.69e-02,5.50e-02,-6.32e-09
1.80e+00,-4.20e-18,5.86e-17,2.55e-17,7.99e-01,-1.29e-17,-3.68e-17,1.39e-17,8.00e-01,6.31e+00,-2.65e-02,4.51e-02,-2.52e-02,-1.18e-08,6.40e-02,4.32e-02,6.40e-02,-1.34e-08
1.90e+00,-4.20e-18,5.95e-17,-8.75e-18,7.90e-01,-1.15e-17,-2.40e-17,7.95e-18,7.91e-01,6.87e+00,-3.08e-02,5.21e-02,-2.91e-02,-3.06e-08,7.41e-02,4.95e-02,7.41e-02,-4.01e-08
2.00e+00,-2.27e-19,3.77e-17,-4.54e-18,7.84e-01,-8.49e-18,-2.22e-17,1.04e-17,7.84e-01,7.40e+00,-3.51e-02,5.93e-02,-3.29e-02,-1.08e-07,8.54e-02,5.60e-02,8.53e-02,-1.65e-07
