F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-1.68e-20,6.88e-21,-2.27e-19,9.88e-01,-4.26e-21,2.59e-19,5.37e-20,9.88e-01,3.72e-01,-3.38e-04,3.88e-05,-3.26e-04,-2.18e-11,-1.30e-03,3.74e-05,-1.30e-03,4.53e-11
1.04e+00,-3.37e-20,-1.18e-19,-3.69e-19,9.77e-01,3.35e-20,4.33e-19,5.94e-20,9.77e-01,7.27e-01,-6.78e-04,5.70e-06,-6.31e-04,-2.92e-11,-2.61e-03,5.30e-06,-2.61e-03,2.77e-11
1.07e+00,7.10e-21,-7.99e-20,-5.11e-19,9.66e-01,6.35e-20,2.98e-19,5.23e-20,9.66e-01,1.06e+00,-1.02e-03,-1.00e-04,-9.17e-04,-7.97e-11,-3.92e-03,-9.06e-05,-3.92e-03,9.84e-12
1.09e+00,1.49e-19,-1.92e-19,0.00e+00,9.56e-01,6.49e-20,2.98e-19,5.94e-20,9.56e-01,1.39e+00,-1.36e-03,-2.81e-04,-1.18e-03,-1.48e-10,-5.22e-03,-2.44e-04,-5.22e-03,-1.35e-10
1.12e+00,1.70e-19,-1.05e-19,-3.40e-19,9.46e-01,5.31e-20,7.10e-19,1.26e-19,9.45e-01,1.70e+00,-1.71e-03,-5.36e-04,-1.44e-03,5.77e-11,-6.52e-03,-4.51e-04,-6.51e-03,4.37e-11
1.14e+00,-1.20e-19,-1.18e-19,-3.40e-19,9.37e-01,6.35e-20,7.38e-19,-3.55e-21,9.36e-01,2.00e+00,-2.07e-03,-8.66e-04,-1.69e-03,8.49e-12,-7.80e-03,-7.05e-04,-7.79e-03,-6.27e-11
1.17e+00,1.49e-19,-2.09e-19,-2.27e-19,9.28e-01,1.10e-19,1.02e-18,1.06e-20,9.26e-01,2.28e+00,-2.44e-03,-1.26e-03,-1.93e-03,1.29e-10,-9.08e-03,-1.00e-03,-9.07e-03,1.26e-10
1.19e+00,2.91e-19,-1.26e-19,-2.27e-19,9.19e-01,1.06e-19,5.68e-19,4.97e-20,9.17e-01,2.56e+00,-2.83e-03,-1.74e-03,-2.17e-03,1.48e-10,-1.03e-02,-1.33e-03,-1.03e-02,1.59e-10
1.22e+00,5.25e-19,-8.43e-20,6.81e-19,9.10e-01,7.30e-20,2.84e-19,1.42e-20,9.08e-01,2.83e+00,-3.23e-03,-2.28e-03,-2.40e-03,1.48e-10,-1.16e-02,-1.69e-03,-1.15e-02,1.56e-10
1.24e+00,3.55e-19,-1.21e-19,9.09e-19,9.02e-01,4.40e-20,6.81e-19,1.56e-19,8.99e-01,3.09e+00,-3.66e-03,-2.89e-03,-2.64e-03,3.29e-10,-1.28e-02,-2.08e-03,-1.28e-02,3.42e-10
1.27e+00,6.25e-19,-1.33e-21,6.81e-19,8.94e-01,2.13e-20,9.09e-19,8.70e-20,8.91e-01,3.34e+00,-4.12e-03,-3.57e-03,-2.89e-03,-1.76e-11,-1.40e-02,-2.49e-03,-1.40e-02,-2.93e-11
1.29e+00,2.69e-19,-3.77e-20,9.09e-19,8.86e-01,1.49e-21,1.13e-18,1.79e-19,8.83e-01,3.59e+00,-4.61e-03,-4.30e-03,-3.14e-03,1.55e-10,-1.53e-02,-2.92e-03,-1.52e-02,1.62e-10
1.32e+00,3.26e-19,4.26e-20,1.36e-18,8.79e-01,7.23e-20,1.02e-18,2.52e-19,8.75e-01,3.82e+00,-5.13e-03,-5.09e-03,-3.40e-03,1.50e-10,-1.65e-02,-3.36e-03,-1.64e-02,1.59e-10
1.34e+00,1.42e-19,-1.08e-19,6.81e-19,8.71e-01,2.49e-21,1.02e-18,1.75e-19,8.67e-01,4.05e+00,-5.69e-03,-5.93e-03,-3.67e-03,-1.38e-10,-1.77e-02,-3.81e-03,-1.76e-02,-1.15e-10
1.37e+00,-1.27e-19,-5.32e-21,1.36e-18,8.64e-01,-3.28e-20,1.59e-18,1.98e-19,8.60e-01,4.28e+00,-6.29e-03,-6.81e-03,-3.96e-03,-9.41e-10,-1.88e-02,-4.26e-03,-1.87e-02,-7.07e-10
1.39e+00,-2.13e-19,1.24e-19,0.00e+00,8.57e-01,1.25e-19,2.04e-18,1.31e-19,8.52e-01,4.50e+00,-6.95e-03,-7.74e-03,-4.25e-03,-3.65e-10,-2.00e-02,-4.71e-03,-1.99e-02,-3.28e-10
1.42e+00,-9.80e-19,5.38e-19,1.81e-18,8.51e-01,-1.21e-19,4.54e-19,6.46e-19,8.45e-01,4.71e+00,-7.66e-03,-8.69e-03,-4.57e-03,-1.62e-09,-2.12e-02,-5.16e-03,-2.11e-02,-1.91e-09
1.44e+00,4.83e-19,2.43e-19,5.91e-18,8.44e-01,2.07e-19,1.81e-18,7.88e-19,8.38e-01,4.92e+00,-8.44e-03,-9.70e-03,-4.91e-03,1.72e-11,-2.24e-02,-5.61e-03,-2.22e-02,-1.74e-09
1.47e+00,1.50e-18,-8.96e-19,8.18e-18,8.38e-01,1.36e-18,3.40e-18,1.55e-18,8.32e-01,5.13e+00,-9.29e-03,-1.07e-02,-5.28e-03,-1.20e-08,-2.35e-02,-6.05e-03,-2.34e-02,-1.33e-08
1.49e+00,2.75e-18,-6.89e-19,7.27e-18,8.32e-01,1.33e-18,4.09e-18,2.69e-18,8.25e-01,5.33e+00,-1.02e-02,-1.17e-02,-5.68e-03,-5.28e-11,-2.47e-02,-6.48e-03,-2.45e-02,-7.00e-11
1.52e+00,1.13e-18,4.34e-19,6.36e-18,8.26e-01,2.09e-18,2.72e-18,5.07e-18,8.19e-01,5.53e+00,-1.13e-02,-1.28e-02,-6.15e-03,-1.10e-10,-2.58e-02,-6.92e-03,-2.56e-02,4.01e-11
1.54e+00,-1.47e-18,1.46e-18,9.54e-18,8.20e-01,1.67e-18,1.59e-18,5.96e-18,8.12e-01,5.72e+00,-1.26e-02,-1.39e-02,-6.67e-03,-2.42e-09,-2.70e-02,-7.34e-03,-2.67e-02,-1.87e-09
