F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,6.66e-20,-2.83e-20,2.84e-20,9.88e-01,-6.31e-20,2.55e-19,-4.39e-20,9.88e-01,3.65e-01,2.00e-03,-1.45e-03,1.93e-03,4.68e-11,1.20e-03,-1.40e-03,1.20e-03,9.33e-12
1.04e+00,1.90e-19,-8.93e-21,2.55e-19,9.77e-01,-8.10e-20,-5.11e-19,-9.76e-21,9.77e-01,7.14e-01,4.11e-03,-2.95e-03,3.83e-03,4.87e-10,2.40e-03,-2.75e-03,2.40e-03,4.29e-10
1.07e+00,2.37e-19,-7.35e-20,1.70e-19,9.66e-01,-5.36e-20,-5.68e-19,-1.24e-20,9.67e-01,1.04e+00,6.32e-03,-4.48e-03,5.68e-03,5.28e-11,3.59e-03,-4.03e-03,3.60e-03,4.74e-11
1.09e+00,4.97e-19,-6.70e-20,1.70e-19,9.55e-01,-5.45e-20,-5.96e-19,0.00e+00,9.56e-01,1.36e+00,8.61e-03,-6.05e-03,7.48e-03,-1.25e-10,4.77e-03,-5.26e-03,4.77e-03,-1.72e-10
1.12e+00,5.00e-19,4.95e-20,-1.13e-19,9.45e-01,-5.50e-20,-7.38e-19,5.68e-20,9.46e-01,1.67e+00,1.09e-02,-7.64e-03,9.23e-03,-9.96e-11,5.92e-03,-6.43e-03,5.93e-03,-1.58e-10
1.14e+00,4.61e-19,6.26e-20,1.13e-19,9.35e-01,-3.46e-20,-1.02e-18,-6.74e-20,9.37e-01,1.96e+00,1.34e-02,-9.25e-03,1.09e-02,7.23e-11,7.05e-03,-7.54e-03,7.06e-03,2.57e-11
1.17e+00,4.68e-19,1.84e-19,-2.27e-19,9.26e-01,1.36e-20,-1.07e-18,-1.06e-20,9.28e-01,2.25e+00,1.59e-02,-1.08e-02,1.25e-02,-1.05e-10,8.14e-03,-8.60e-03,8.16e-03,-1.07e-10
1.19e+00,6.60e-19,2.37e-20,2.27e-19,9.17e-01,-2.22e-20,-7.38e-19,-2.13e-20,9.19e-01,2.52e+00,1.85e-02,-1.25e-02,1.41e-02,1.59e-11,9.21e-03,-9.60e-03,9.23e-03,1.43e-11
1.22e+00,6.39e-19,-1.80e-19,5.68e-19,9.08e-01,1.76e-20,-4.54e-19,-1.91e-19,9.10e-01,2.79e+00,2.11e-02,-1.42e-02,1.57e-02,1.45e-12,1.02e-02,-1.05e-02,1.02e-02,-4.83e-12
1.24e+00,7.31e-19,-1.79e-19,1.02e-18,8.99e-01,8.10e-21,-2.84e-19,-9.94e-20,9.02e-01,3.05e+00,2.38e-02,-1.58e-02,1.71e-02,-1.88e-12,1.12e-02,-1.14e-02,1.12e-02,-5.48e-12
1.27e+00,7.95e-19,-2.13e-19,-3.40e-19,8.91e-01,7.10e-21,-6.25e-19,-1.84e-19,8.94e-01,3.30e+00,2.66e-02,-1.75e-02,1.86e-02,-1.81e-10,1.21e-02,-1.23e-02,1.22e-02,-2.09e-10
1.29e+00,5.39e-19,-8.96e-20,6.81e-19,8.83e-01,3.57e-20,-6.81e-19,-1.77e-19,8.86e-01,3.54e+00,2.94e-02,-1.92e-02,1.99e-02,-1.71e-10,1.31e-02,-1.31e-02,1.31e-02,-1.78e-10
1.32e+00,1.12e-18,-1.69e-19,0.00e+00,8.75e-01,1.35e-20,-9.09e-19,-1.27e-19,8.78e-01,3.78e+00,3.22e-02,-2.09e-02,2.13e-02,1.81e-13,1.39e-02,-1.38e-02,1.40e-02,-1.01e-13
1.34e+00,1.09e-18,-3.25e-19,9.09e-19,8.68e-01,5.43e-20,-1.13e-19,-1.06e-19,8.70e-01,4.00e+00,3.51e-02,-2.26e-02,2.25e-02,7.17e-11,1.48e-02,-1.45e-02,1.48e-02,7.35e-11
