F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-1.61e-19,-4.90e-20,-1.63e-19,9.88e-01,-6.21e-20,-9.94e-20,4.44e-20,9.88e-01,3.38e-01,1.66e-03,-1.23e-04,1.60e-03,-2.23e-11,-6.00e-04,-1.19e-04,-6.00e-04,-1.37e-11
1.04e+00,-2.13e-19,1.93e-20,-2.55e-19,9.77e-01,-5.23e-20,0.00e+00,2.30e-20,9.77e-01,6.61e-01,3.40e-03,-2.72e-04,3.17e-03,2.88e-10,-1.15e-03,-2.53e-04,-1.15e-03,3.06e-10
1.07e+00,-2.06e-19,2.22e-22,-1.70e-19,9.66e-01,-4.85e-20,1.70e-19,-9.59e-20,9.66e-01,9.70e-01,5.21e-03,-4.48e-04,4.68e-03,-2.52e-11,-1.67e-03,-4.02e-04,-1.67e-03,-1.30e-11
1.09e+00,0.00e+00,4.44e-21,-1.13e-19,9.56e-01,-6.58e-20,2.84e-19,-1.42e-19,9.56e-01,1.26e+00,7.06e-03,-6.49e-04,6.14e-03,-1.70e-10,-2.15e-03,-5.64e-04,-2.15e-03,-1.73e-10
1.12e+00,7.81e-20,-3.90e-20,-5.68e-20,9.46e-01,-4.95e-20,3.40e-19,-7.81e-20,9.46e-01,1.55e+00,8.96e-03,-8.76e-04,7.53e-03,-1.36e-10,-2.59e-03,-7.37e-04,-2.59e-03,-1.57e-10
1.14e+00,2.84e-19,1.77e-20,-3.40e-19,9.36e-01,-6.12e-20,4.54e-19,-2.20e-19,9.36e-01,1.82e+00,1.08e-02,-1.12e-03,8.86e-03,-3.35e-11,-3.00e-03,-9.18e-04,-3.00e-03,-4.17e-11
1.17e+00,4.83e-19,1.61e-19,-1.13e-19,9.26e-01,-7.42e-20,3.40e-19,-2.27e-19,9.26e-01,2.08e+00,1.28e-02,-1.40e-03,1.01e-02,3.90e-11,-3.37e-03,-1.10e-03,-3.37e-03,3.90e-11
1.19e+00,3.83e-19,7.00e-20,-5.68e-19,9.17e-01,-9.00e-20,4.54e-19,-2.13e-19,9.17e-01,2.34e+00,1.48e-02,-1.69e-03,1.13e-02,-6.37e-12,-3.71e-03,-1.29e-03,-3.71e-03,-2.05e-11
1.22e+00,5.68e-19,1.14e-19,-1.02e-18,9.09e-01,-1.11e-19,5.68e-19,-2.27e-19,9.09e-01,2.58e+00,1.68e-02,-2.01e-03,1.24e-02,-9.14e-12,-4.02e-03,-1.49e-03,-4.02e-03,-9.56e-12
1.24e+00,5.11e-19,1.38e-19,-1.13e-18,9.00e-01,-1.18e-19,6.81e-19,-2.55e-19,9.00e-01,2.82e+00,1.88e-02,-2.34e-03,1.35e-02,1.62e-10,-4.29e-03,-1.68e-03,-4.29e-03,1.58e-10
1.27e+00,4.83e-19,1.94e-19,-1.81e-18,8.92e-01,-1.50e-19,3.40e-19,-3.97e-19,8.92e-01,3.05e+00,2.08e-02,-2.68e-03,1.46e-02,-1.67e-10,-4.54e-03,-1.87e-03,-4.54e-03,-1.60e-10
1.29e+00,3.40e-19,1.33e-19,-1.81e-18,8.84e-01,-1.27e-19,3.40e-19,-4.68e-19,8.84e-01,3.28e+00,2.29e-02,-3.04e-03,1.55e-02,-5.63e-07,-4.76e-03,-2.06e-03,-4.76e-03,-5.51e-07
1.32e+00,5.68e-20,-2.61e-20,-1.36e-18,8.76e-01,-8.01e-20,3.40e-19,-4.68e-19,8.76e-01,3.49e+00,2.49e-02,-3.40e-03,1.65e-02,-3.04e-10,-4.95e-03,-2.25e-03,-4.94e-03,-3.08e-10
1.34e+00,3.97e-19,-6.34e-20,-1.36e-18,8.69e-01,-1.11e-19,-1.13e-19,-4.54e-19,8.68e-01,3.71e+00,2.70e-02,-3.78e-03,1.73e-02,-4.70e-12,-5.11e-03,-2.43e-03,-5.11e-03,-1.45e-11
1.37e+00,1.42e-19,-1.38e-19,-1.36e-18,8.61e-01,-1.46e-19,-1.13e-19,-4.26e-19,8.61e-01,3.91e+00,2.90e-02,-4.15e-03,1.82e-02,-1.38e-10,-5.25e-03,-2.60e-03,-5.24e-03,-5.30e-10
1.39e+00,1.22e-18,-9.05e-20,-1.59e-18,8.54e-01,-2.77e-19,5.68e-19,-2.98e-19,8.54e-01,4.12e+00,3.11e-02,-4.53e-03,1.89e-02,-8.23e-10,-5.36e-03,-2.76e-03,-5.36e-03,-1.47e-09
1.42e+00,1.53e-18,-4.66e-19,-1.59e-18,8.47e-01,-5.59e-19,6.81e-19,-3.26e-19,8.47e-01,4.31e+00,3.31e-02,-4.91e-03,1.97e-02,-3.07e-11,-5.44e-03,-2.92e-03,-5.44e-03,-7.38e-12
1.44e+00,1.02e-18,-5.15e-19,-9.09e-19,8.40e-01,-5.27e-19,1.47e-18,-1.42e-19,8.40e-01,4.51e+00,3.51e-02,-5.29e-03,2.04e-02,5.09e-10,-5.49e-03,-3.07e-03,-5.49e-03,7.24e-10
1.47e+00,1.59e-18,-1.84e-19,-4.54e-19,8.34e-01,-8.20e-19,2.50e-18,-3.83e-19,8.34e-01,4.69e+00,3.72e-02,-5.69e-03,2.10e-02,-9.96e-10,-5.52e-03,-3.21e-03,-5.52e-03,-8.57e-10
1.49e+00,3.18e-18,-5.26e-19,-1.81e-18,8.28e-01,-8.13e-19,3.75e-18,1.12e-18,8.27e-01,4.88e+00,3.93e-02,-6.09e-03,2.17e-02,-8.15e-09,-5.52e-03,-3.36e-03,-5.52e-03,-6.50e-09
1.52e+00,3.58e-18,-1.20e-18,-4.54e-19,8.21e-01,-6.64e-19,4.31e-18,1.25e-18,8.21e-01,5.06e+00,4.15e-02,-6.49e-03,2.23e-02,-4.22e-10,-5.48e-03,-3.49e-03,-5.48e-03,-4.36e-10
1.54e+00,3.52e-18,-1.37e-18,0.00e+00,8.15e-01,-4.56e-19,3.63e-18,9.80e-19,8.15e-01,5.24e+00,4.37e-02,-6.91e-03,2.30e-02,-8.82e-12,-5.45e-03,-3.64e-03,-5.45e-03,-1.20e-11
