F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,1.06e-17,4.45e-17,-5.46e-17,9.55e-01,2.53e-17,7.91e-17,2.04e-18,9.57e-01,1.85e+00,-3.68e-03,3.70e-02,-3.19e-03,2.23e-07,-8.30e-04,3.22e-02,-8.31e-04,1.80e-07
1.20e+00,3.94e-17,6.67e-17,-6.43e-18,9.17e-01,2.40e-17,8.25e-17,2.17e-18,9.19e-01,3.47e+00,-2.46e-02,8.47e-02,-1.88e-02,1.84e-09,-3.37e-04,6.49e-02,-3.38e-04,2.46e-09
1.30e+00,-7.39e-17,1.20e-16,-5.05e-17,8.84e-01,4.30e-17,1.16e-16,2.20e-17,8.87e-01,4.93e+00,-6.16e-02,1.38e-01,-4.19e-02,1.37e-06,3.35e-03,9.47e-02,3.36e-03,1.30e-06
