F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-1.59e-20,1.00e-19,-1.06e-19,9.88e-01,2.43e-20,-8.52e-20,5.41e-20,9.88e-01,3.36e-01,-1.19e-03,6.15e-04,-1.15e-03,3.99e-12,-7.20e-05,5.93e-04,-7.20e-05,-8.90e-12
1.04e+00,3.88e-19,1.42e-19,-4.26e-20,9.77e-01,3.80e-20,3.55e-20,5.32e-20,9.77e-01,6.57e-01,-2.44e-03,1.23e-03,-2.27e-03,2.99e-10,-1.15e-04,1.15e-03,-1.15e-04,2.87e-10
1.07e+00,5.22e-19,-7.77e-21,-5.68e-20,9.66e-01,4.47e-20,1.42e-20,6.74e-20,9.66e-01,9.64e-01,-3.75e-03,1.86e-03,-3.37e-03,5.04e-11,-1.32e-04,1.67e-03,-1.32e-04,4.27e-11
1.09e+00,7.85e-19,-9.32e-21,8.52e-20,9.56e-01,6.49e-20,8.52e-20,1.06e-19,9.55e-01,1.25e+00,-5.11e-03,2.49e-03,-4.45e-03,-1.15e-10,-1.29e-04,2.16e-03,-1.29e-04,-1.07e-10
1.12e+00,5.47e-19,8.12e-20,2.27e-19,9.46e-01,9.86e-20,-4.83e-19,1.03e-19,9.45e-01,1.54e+00,-6.53e-03,3.12e-03,-5.49e-03,-1.05e-10,-1.06e-04,2.63e-03,-1.06e-04,-1.07e-10
1.14e+00,3.12e-19,4.44e-21,5.68e-19,9.36e-01,1.46e-19,-2.27e-19,1.98e-19,9.35e-01,1.81e+00,-7.99e-03,3.76e-03,-6.51e-03,4.48e-11,-6.86e-05,3.06e-03,-6.86e-05,4.20e-11
1.17e+00,5.61e-19,7.99e-21,4.54e-19,9.27e-01,1.76e-19,-5.96e-19,1.31e-19,9.26e-01,2.07e+00,-9.51e-03,4.40e-03,-7.50e-03,1.20e-10,-1.70e-05,3.47e-03,-1.70e-05,1.19e-10
1.19e+00,3.69e-19,2.52e-19,9.37e-19,9.18e-01,1.41e-19,-4.54e-19,7.10e-20,9.17e-01,2.32e+00,-1.10e-02,5.04e-03,-8.47e-03,9.14e-12,4.59e-05,3.85e-03,4.59e-05,4.23e-12
1.22e+00,3.12e-19,2.41e-19,5.68e-19,9.09e-01,1.29e-19,-3.40e-19,9.23e-20,9.08e-01,2.57e+00,-1.26e-02,5.67e-03,-9.41e-03,1.71e-11,1.18e-04,4.20e-03,1.18e-04,2.23e-11
1.24e+00,-1.27e-19,2.11e-19,5.68e-19,9.01e-01,1.22e-19,1.42e-19,-7.10e-21,8.99e-01,2.81e+00,-1.43e-02,6.29e-03,-1.03e-02,2.06e-11,1.99e-04,4.53e-03,1.99e-04,1.77e-11
1.27e+00,-1.27e-19,2.66e-19,1.19e-18,8.92e-01,1.10e-19,1.13e-19,1.27e-19,8.91e-01,3.04e+00,-1.60e-02,6.90e-03,-1.12e-02,7.13e-11,2.88e-04,4.83e-03,2.87e-04,5.34e-11
1.29e+00,-1.20e-19,2.52e-19,1.76e-18,8.84e-01,1.16e-19,1.13e-19,6.39e-20,8.83e-01,3.26e+00,-1.77e-02,7.50e-03,-1.20e-02,1.01e-11,3.83e-04,5.10e-03,3.82e-04,9.61e-12
1.32e+00,-2.13e-19,3.64e-19,1.59e-18,8.77e-01,1.01e-19,-1.70e-19,2.84e-20,8.75e-01,3.48e+00,-1.95e-02,8.08e-03,-1.29e-02,-5.00e-07,4.83e-04,5.34e-03,4.82e-04,-5.06e-07
1.34e+00,-1.84e-19,2.32e-19,1.53e-18,8.69e-01,1.04e-19,1.70e-19,-3.55e-20,8.68e-01,3.69e+00,-2.13e-02,8.65e-03,-1.37e-02,-6.94e-11,5.88e-04,5.56e-03,5.87e-04,-7.04e-11
1.37e+00,-5.18e-19,1.42e-19,1.25e-18,8.62e-01,1.15e-19,8.52e-20,-1.42e-19,8.60e-01,3.90e+00,-2.31e-02,9.19e-03,-1.45e-02,-6.64e-12,6.97e-04,5.75e-03,6.96e-04,-7.67e-12
1.39e+00,-3.97e-19,2.20e-19,1.07e-18,8.55e-01,1.25e-19,-3.69e-19,-1.20e-19,8.53e-01,4.10e+00,-2.49e-02,9.71e-03,-1.52e-02,-2.99e-11,8.09e-04,5.92e-03,8.08e-04,-2.29e-11
1.42e+00,-4.19e-19,2.84e-19,2.84e-19,8.48e-01,6.79e-20,-5.11e-19,-2.13e-20,8.46e-01,4.30e+00,-2.68e-02,1.02e-02,-1.60e-02,-8.57e-10,9.24e-04,6.06e-03,9.22e-04,-5.29e-10
1.44e+00,-3.12e-19,4.52e-19,5.68e-20,8.41e-01,-2.17e-20,-1.42e-19,-1.34e-19,8.40e-01,4.49e+00,-2.88e-02,1.06e-02,-1.67e-02,-1.56e-10,1.03e-03,6.18e-03,1.03e-03,-1.00e-10
1.47e+00,4.26e-20,3.64e-19,1.02e-18,8.34e-01,-9.10e-21,-3.40e-19,-6.46e-19,8.33e-01,4.68e+00,-3.07e-02,1.10e-02,-1.74e-02,-1.63e-11,1.15e-03,6.27e-03,1.15e-03,-7.23e-12
