F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,4.05e-19,1.60e-19,0.00e+00,9.88e-01,-3.87e-20,2.98e-19,-1.33e-20,9.88e-01,4.44e-01,-1.09e-03,-2.99e-03,-1.05e-03,-2.68e-11,3.75e-03,-2.89e-03,3.75e-03,-4.78e-11
1.04e+00,7.85e-19,3.29e-19,-1.13e-19,9.77e-01,-6.40e-20,5.68e-20,1.77e-20,9.77e-01,8.68e-01,-2.27e-03,-6.00e-03,-2.12e-03,-1.59e-11,7.44e-03,-5.59e-03,7.44e-03,-3.64e-12
1.07e+00,7.85e-19,3.39e-19,7.38e-19,9.66e-01,-8.79e-20,7.38e-19,3.01e-20,9.67e-01,1.27e+00,-3.52e-03,-9.00e-03,-3.17e-03,-1.34e-10,1.10e-02,-8.09e-03,1.10e-02,-1.16e-10
1.09e+00,4.83e-19,2.36e-19,4.54e-19,9.56e-01,-4.95e-20,4.54e-19,1.34e-19,9.57e-01,1.66e+00,-4.84e-03,-1.19e-02,-4.21e-03,-1.12e-10,1.46e-02,-1.04e-02,1.46e-02,-9.64e-11
1.12e+00,7.35e-19,2.03e-19,3.40e-19,9.46e-01,-2.39e-20,6.81e-19,1.59e-19,9.47e-01,2.03e+00,-6.20e-03,-1.48e-02,-5.22e-03,-1.39e-10,1.80e-02,-1.25e-02,1.80e-02,-1.15e-10
1.14e+00,4.40e-19,2.69e-19,-3.40e-19,9.37e-01,9.10e-21,4.54e-19,-6.39e-20,9.37e-01,2.39e+00,-7.62e-03,-1.77e-02,-6.21e-03,-6.40e-11,2.14e-02,-1.44e-02,2.14e-02,-3.87e-11
1.17e+00,1.70e-19,2.37e-19,0.00e+00,9.28e-01,6.79e-20,4.54e-19,2.91e-19,9.28e-01,2.74e+00,-9.09e-03,-2.04e-02,-7.18e-03,1.81e-10,2.46e-02,-1.61e-02,2.46e-02,1.76e-10
1.19e+00,-4.97e-20,1.92e-19,4.54e-19,9.19e-01,2.35e-20,9.09e-19,3.69e-19,9.19e-01,3.07e+00,-1.06e-02,-2.31e-02,-8.11e-03,2.18e-10,2.77e-02,-1.77e-02,2.78e-02,1.96e-10
1.22e+00,-5.89e-19,1.21e-19,0.00e+00,9.10e-01,7.90e-20,9.09e-19,3.19e-19,9.11e-01,3.39e+00,-1.21e-02,-2.56e-02,-9.03e-03,-7.27e-11,3.08e-02,-1.90e-02,3.08e-02,-8.89e-11
1.24e+00,-2.20e-19,2.13e-19,-9.09e-19,9.02e-01,1.07e-19,9.09e-19,1.98e-19,9.02e-01,3.71e+00,-1.37e-02,-2.80e-02,-9.91e-03,-4.25e-10,3.37e-02,-2.02e-02,3.37e-02,-4.28e-10
1.27e+00,9.94e-20,2.55e-19,-2.04e-18,8.93e-01,1.23e-19,9.09e-19,2.77e-19,8.94e-01,4.01e+00,-1.53e-02,-3.04e-02,-1.07e-02,-1.82e-10,3.64e-02,-2.13e-02,3.65e-02,-2.35e-10
1.29e+00,-1.42e-19,4.25e-19,-2.27e-18,8.86e-01,4.48e-20,1.59e-18,1.20e-19,8.86e-01,4.31e+00,-1.70e-02,-3.25e-02,-1.16e-02,-4.27e-10,3.91e-02,-2.22e-02,3.91e-02,-7.75e-10
1.32e+00,-1.27e-18,3.44e-19,-1.13e-18,8.78e-01,-1.09e-19,0.00e+00,1.70e-19,8.79e-01,4.59e+00,-1.87e-02,-3.46e-02,-1.24e-02,-1.00e-08,4.16e-02,-2.29e-02,4.17e-02,-1.02e-08
1.34e+00,-5.39e-19,-6.35e-19,-1.59e-18,8.70e-01,-3.08e-19,-3.63e-18,-2.74e-18,8.71e-01,4.87e+00,-2.04e-02,-3.65e-02,-1.31e-02,1.30e-09,4.41e-02,-2.35e-02,4.41e-02,1.11e-09
1.37e+00,-4.40e-19,-8.48e-19,1.36e-18,8.63e-01,-4.14e-19,-3.63e-18,-2.51e-18,8.64e-01,5.15e+00,-2.22e-02,-3.81e-02,-1.39e-02,-1.76e-09,4.64e-02,-2.39e-02,4.65e-02,-2.15e-09
1.39e+00,-5.68e-20,-6.44e-19,1.81e-18,8.56e-01,-3.00e-19,-3.18e-18,-2.08e-18,8.57e-01,5.41e+00,-2.42e-02,-3.94e-02,-1.48e-02,1.17e-09,4.87e-02,-2.42e-02,4.87e-02,3.13e-09
1.42e+00,-7.10e-20,-1.22e-18,-4.54e-19,8.49e-01,1.29e-19,-1.81e-18,-1.69e-18,8.51e-01,5.67e+00,-2.62e-02,-4.06e-02,-1.56e-02,1.62e-10,5.08e-02,-2.42e-02,5.09e-02,1.12e-10
1.44e+00,1.13e-19,-8.85e-19,4.54e-19,8.43e-01,-3.46e-20,-4.54e-19,-1.49e-18,8.44e-01,5.92e+00,-2.84e-02,-4.16e-02,-1.65e-02,-4.51e-11,5.29e-02,-2.42e-02,5.29e-02,-3.98e-11
