F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-5.68e-20,-1.17e-19,4.47e-19,9.58e-01,3.44e-19,1.38e-19,-4.04e-19,9.58e-01,1.07e+00,8.41e-05,1.25e-03,8.41e-05,-3.28e-09,-7.05e-05,1.25e-03,-7.04e-05,-3.33e-09
1.20e+00,1.42e-19,-6.46e-19,3.69e-19,9.22e-01,1.07e-19,4.47e-19,-2.44e-19,9.22e-01,1.96e+00,1.37e-04,2.35e-03,1.37e-04,-7.95e-09,-3.41e-04,2.33e-03,-3.41e-04,-7.98e-09
1.30e+00,-6.96e-19,-1.59e-18,0.00e+00,8.91e-01,5.35e-19,2.84e-19,-4.12e-19,8.92e-01,2.72e+00,1.62e-04,3.33e-03,1.61e-04,-1.46e-08,-8.57e-04,3.27e-03,-8.56e-04,-1.44e-08
1.40e+00,-7.67e-19,-1.29e-18,5.39e-19,8.65e-01,5.00e-19,5.39e-19,1.33e-19,8.65e-01,3.40e+00,1.69e-04,4.23e-03,1.70e-04,-2.08e-08,-1.64e-03,4.11e-03,-1.64e-03,-2.05e-08
1.50e+00,-5.96e-19,-1.47e-18,1.70e-19,8.42e-01,5.78e-19,1.13e-19,2.91e-19,8.43e-01,4.02e+00,1.73e-04,5.06e-03,1.79e-04,-2.69e-08,-2.71e-03,4.86e-03,-2.71e-03,-2.64e-08
1.60e+00,1.13e-19,-1.56e-18,1.07e-18,8.22e-01,5.62e-19,4.54e-19,7.58e-19,8.23e-01,4.58e+00,1.84e-04,5.85e-03,1.99e-04,-3.42e-08,-4.07e-03,5.54e-03,-4.07e-03,-3.35e-08
1.70e+00,1.36e-18,-1.27e-18,7.38e-19,8.05e-01,6.05e-19,2.89e-18,8.88e-20,8.05e-01,5.11e+00,2.09e-04,6.61e-03,2.37e-04,-4.45e-08,-5.71e-03,6.17e-03,-5.72e-03,-4.36e-08
1.80e+00,1.13e-19,-1.76e-18,2.15e-18,7.90e-01,8.52e-19,2.84e-18,1.40e-19,7.90e-01,5.61e+00,2.51e-04,7.34e-03,2.93e-04,-6.01e-08,-7.64e-03,6.76e-03,-7.66e-03,-5.89e-08
1.90e+00,-1.47e-18,-1.59e-18,3.40e-18,7.77e-01,3.09e-19,4.77e-18,-3.19e-19,7.77e-01,6.09e+00,3.07e-04,8.05e-03,3.66e-04,-8.44e-08,-9.84e-03,7.31e-03,-9.89e-03,-8.32e-08
2.00e+00,1.81e-18,-1.70e-19,1.25e-18,7.65e-01,1.70e-19,5.34e-18,1.49e-19,7.65e-01,6.54e+00,3.73e-04,8.76e-03,4.50e-04,-1.23e-07,-1.23e-02,7.83e-03,-1.24e-02,-1.22e-07
