F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-2.62e-19,-9.37e-20,-2.23e-19,9.88e-01,2.09e-20,3.55e-20,-7.01e-20,9.88e-01,4.06e-01,2.30e-03,-1.22e-03,2.22e-03,2.40e-10,4.06e-03,-1.18e-03,4.06e-03,3.48e-10
1.04e+00,-4.65e-19,-1.39e-20,-4.75e-19,9.78e-01,-3.69e-20,-2.84e-20,-1.26e-19,9.76e-01,7.92e-01,4.75e-03,-2.53e-03,4.43e-03,-7.92e-11,7.94e-03,-2.35e-03,7.93e-03,-6.13e-11
1.07e+00,-3.40e-19,-5.72e-20,-4.19e-19,9.67e-01,-5.81e-20,2.27e-19,-3.55e-20,9.65e-01,1.16e+00,7.33e-03,-3.91e-03,6.60e-03,-3.06e-10,1.16e-02,-3.51e-03,1.15e-02,-3.34e-10
1.09e+00,-4.33e-19,7.85e-20,4.26e-20,9.57e-01,-9.61e-20,-2.84e-19,3.55e-21,9.55e-01,1.51e+00,1.00e-02,-5.36e-03,8.72e-03,-2.40e-10,1.51e-02,-4.66e-03,1.50e-02,-2.57e-10
1.12e+00,-6.25e-19,2.12e-19,4.26e-20,9.48e-01,-2.30e-19,2.55e-19,-1.84e-19,9.45e-01,1.85e+00,1.27e-02,-6.88e-03,1.07e-02,1.09e-10,1.83e-02,-5.78e-03,1.83e-02,1.48e-10
1.14e+00,-2.27e-19,1.54e-19,5.39e-19,9.38e-01,-1.97e-19,2.55e-19,-1.20e-19,9.35e-01,2.17e+00,1.56e-02,-8.47e-03,1.27e-02,1.54e-10,2.15e-02,-6.89e-03,2.14e-02,1.84e-10
1.17e+00,-4.12e-19,8.79e-20,8.52e-19,9.29e-01,-2.14e-19,5.68e-19,-3.55e-20,9.25e-01,2.49e+00,1.85e-02,-1.01e-02,1.46e-02,-4.12e-11,2.44e-02,-7.97e-03,2.43e-02,-4.49e-11
1.19e+00,-9.94e-20,1.58e-19,1.13e-19,9.21e-01,-2.63e-19,4.54e-19,9.23e-20,9.16e-01,2.79e+00,2.15e-02,-1.18e-02,1.65e-02,-4.33e-10,2.72e-02,-9.02e-03,2.70e-02,-4.66e-10
1.22e+00,-2.84e-19,2.25e-19,3.69e-19,9.12e-01,-2.17e-19,3.97e-19,4.97e-20,9.07e-01,3.08e+00,2.45e-02,-1.35e-02,1.82e-02,-6.67e-11,2.98e-02,-1.00e-02,2.96e-02,-1.25e-10
1.24e+00,-5.96e-19,4.84e-19,3.12e-19,9.04e-01,-2.01e-19,6.25e-19,-3.55e-20,8.98e-01,3.36e+00,2.76e-02,-1.53e-02,1.99e-02,-1.43e-09,3.23e-02,-1.10e-02,3.21e-02,-2.65e-09
1.27e+00,-7.10e-19,3.66e-19,3.40e-19,8.96e-01,-3.12e-19,1.25e-18,6.39e-20,8.90e-01,3.64e+00,3.06e-02,-1.71e-02,2.15e-02,-1.58e-08,3.46e-02,-1.19e-02,3.44e-02,-2.43e-08
1.29e+00,-8.24e-19,4.19e-19,-2.27e-19,8.88e-01,-3.17e-19,6.25e-19,-1.42e-20,8.82e-01,3.91e+00,3.37e-02,-1.89e-02,2.30e-02,-5.64e-12,3.68e-02,-1.28e-02,3.66e-02,-1.25e-11
1.32e+00,-1.61e-18,4.91e-19,7.67e-19,8.81e-01,1.57e-19,1.13e-18,-5.39e-19,8.74e-01,4.16e+00,3.68e-02,-2.07e-02,2.45e-02,6.45e-13,3.89e-02,-1.37e-02,3.86e-02,-9.49e-12
1.34e+00,-7.67e-19,5.77e-19,2.84e-20,8.74e-01,1.35e-19,1.13e-18,-5.25e-19,8.66e-01,4.42e+00,4.00e-02,-2.26e-02,2.59e-02,-2.22e-10,4.08e-02,-1.45e-02,4.05e-02,-3.24e-10
1.37e+00,-8.52e-19,4.08e-19,1.02e-18,8.66e-01,-6.61e-20,1.59e-18,-3.97e-19,8.59e-01,4.66e+00,4.31e-02,-2.44e-02,2.72e-02,-4.76e-09,4.27e-02,-1.52e-02,4.23e-02,-4.61e-09
1.39e+00,-7.95e-19,4.01e-19,-1.13e-19,8.60e-01,-2.34e-19,2.15e-18,-4.54e-19,8.52e-01,4.90e+00,4.63e-02,-2.63e-02,2.84e-02,-1.89e-11,4.44e-02,-1.60e-02,4.40e-02,-2.07e-11
1.42e+00,-8.52e-19,8.57e-19,1.02e-18,8.53e-01,-5.27e-19,1.47e-18,-1.42e-20,8.45e-01,5.13e+00,4.95e-02,-2.81e-02,2.96e-02,5.41e-13,4.61e-02,-1.67e-02,4.56e-02,2.82e-13
1.44e+00,-1.70e-18,1.08e-18,2.75e-18,8.46e-01,-2.63e-19,-4.54e-19,5.54e-19,8.38e-01,5.36e+00,5.26e-02,-3.00e-02,3.07e-02,-8.29e-12,4.77e-02,-1.73e-02,4.72e-02,-3.86e-12
1.47e+00,-2.33e-18,1.44e-18,2.84e-19,8.40e-01,-2.33e-19,-1.36e-18,-4.12e-19,8.31e-01,5.59e+00,5.57e-02,-3.20e-02,3.17e-02,1.90e-10,4.92e-02,-1.80e-02,4.87e-02,1.18e-10
1.49e+00,-1.81e-18,1.81e-18,-7.95e-19,8.34e-01,-5.62e-19,-2.04e-18,-2.27e-19,8.25e-01,5.80e+00,5.87e-02,-3.39e-02,3.26e-02,-6.20e-12,5.05e-02,-1.86e-02,5.00e-02,-7.50e-12
1.52e+00,-2.44e-18,1.52e-18,-9.66e-19,8.28e-01,-1.63e-19,-1.13e-18,9.94e-20,8.19e-01,6.02e+00,6.17e-02,-3.58e-02,3.35e-02,-4.87e-10,5.18e-02,-1.92e-02,5.12e-02,-4.88e-10
