F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-4.61e-20,-1.58e-20,-2.84e-20,9.88e-01,-2.67e-20,2.84e-19,-2.57e-20,9.88e-01,3.45e-01,1.43e-03,4.64e-06,1.38e-03,8.47e-12,1.51e-03,4.47e-06,1.51e-03,5.71e-12
1.04e+00,-3.55e-20,8.45e-20,-3.97e-19,9.77e-01,-2.12e-20,5.11e-19,3.01e-20,9.77e-01,6.75e-01,2.87e-03,1.09e-05,2.68e-03,3.63e-10,2.99e-03,1.02e-05,2.99e-03,3.64e-10
1.07e+00,-4.26e-20,1.99e-19,-4.54e-19,9.66e-01,-1.55e-20,5.11e-19,4.26e-20,9.66e-01,9.90e-01,4.32e-03,2.11e-05,3.88e-03,2.22e-11,4.42e-03,1.90e-05,4.43e-03,2.79e-11
1.09e+00,-2.06e-19,1.62e-19,0.00e+00,9.56e-01,-3.77e-20,3.40e-19,2.30e-20,9.56e-01,1.29e+00,5.75e-03,3.73e-05,5.00e-03,-1.44e-10,5.83e-03,3.24e-05,5.83e-03,-1.12e-10
1.12e+00,-3.76e-19,2.81e-19,-6.81e-19,9.46e-01,-2.99e-20,6.81e-19,8.16e-20,9.46e-01,1.58e+00,7.18e-03,6.14e-05,6.03e-03,-1.99e-10,7.21e-03,5.16e-05,7.21e-03,-1.48e-10
1.14e+00,-6.96e-19,2.97e-19,-4.54e-19,9.36e-01,-2.15e-20,3.40e-19,1.31e-19,9.36e-01,1.86e+00,8.59e-03,9.51e-05,6.99e-03,-1.97e-11,8.55e-03,7.74e-05,8.55e-03,1.35e-11
1.17e+00,-6.53e-19,4.41e-19,-4.54e-19,9.26e-01,2.06e-20,0.00e+00,1.88e-19,9.27e-01,2.13e+00,9.99e-03,1.40e-04,7.88e-03,-1.79e-10,9.87e-03,1.10e-04,9.88e-03,-1.51e-10
1.19e+00,-8.24e-19,4.70e-19,-6.81e-19,9.17e-01,3.14e-20,-2.27e-19,8.16e-20,9.18e-01,2.39e+00,1.13e-02,1.98e-04,8.70e-03,3.08e-12,1.11e-02,1.51e-04,1.11e-02,1.74e-11
1.22e+00,-1.70e-19,5.51e-19,-2.27e-19,9.09e-01,3.39e-20,-9.09e-19,-3.19e-20,9.09e-01,2.64e+00,1.27e-02,2.70e-04,9.46e-03,8.92e-11,1.24e-02,2.00e-04,1.24e-02,5.43e-11
1.24e+00,-2.69e-19,5.06e-19,2.27e-19,9.00e-01,5.97e-20,-1.13e-18,-2.48e-20,9.00e-01,2.88e+00,1.41e-02,3.57e-04,1.01e-02,-2.84e-11,1.36e-02,2.57e-04,1.37e-02,-4.71e-11
1.27e+00,8.52e-20,5.37e-19,-4.54e-19,8.92e-01,1.01e-19,-6.81e-19,5.32e-20,8.92e-01,3.11e+00,1.54e-02,4.61e-04,1.08e-02,-2.00e-10,1.49e-02,3.23e-04,1.49e-02,-1.73e-10
1.29e+00,-2.84e-20,5.67e-19,-4.54e-19,8.84e-01,1.19e-19,-1.13e-18,-5.68e-20,8.84e-01,3.34e+00,1.67e-02,5.82e-04,1.14e-02,-5.62e-07,1.61e-02,3.96e-04,1.61e-02,-5.22e-07
