F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-2.16e-19,-6.52e-20,-5.15e-19,9.88e-01,9.90e-21,-5.68e-20,4.46e-20,9.88e-01,4.03e-01,-9.98e-04,-9.00e-04,-9.63e-04,2.85e-11,1.06e-03,-8.68e-04,1.06e-03,8.27e-11
1.04e+00,-2.62e-19,-2.77e-21,6.10e-19,9.77e-01,2.40e-20,4.26e-20,1.26e-19,9.77e-01,7.87e-01,-1.85e-03,-1.86e-03,-1.72e-03,8.07e-11,2.02e-03,-1.73e-03,2.01e-03,8.75e-11
1.07e+00,-2.98e-19,2.04e-20,6.10e-19,9.67e-01,-1.79e-20,5.68e-20,1.31e-19,9.66e-01,1.15e+00,-2.55e-03,-2.87e-03,-2.29e-03,8.05e-11,2.87e-03,-2.58e-03,2.87e-03,8.64e-11
1.09e+00,-3.90e-19,1.02e-19,7.95e-19,9.57e-01,-3.71e-20,0.00e+00,1.42e-19,9.56e-01,1.50e+00,-3.11e-03,-3.92e-03,-2.71e-03,-8.60e-11,3.63e-03,-3.40e-03,3.63e-03,-9.28e-11
1.12e+00,9.94e-20,1.24e-20,1.64e-18,9.47e-01,-4.22e-20,3.12e-19,5.86e-20,9.46e-01,1.84e+00,-3.53e-03,-5.00e-03,-2.97e-03,4.23e-11,4.29e-03,-4.20e-03,4.29e-03,4.32e-11
1.14e+00,1.98e-19,-5.94e-20,1.63e-18,9.37e-01,-1.24e-20,3.40e-19,1.01e-19,9.36e-01,2.16e+00,-3.81e-03,-6.11e-03,-3.11e-03,-1.47e-10,4.86e-03,-4.98e-03,4.85e-03,-1.44e-10
1.17e+00,-1.42e-19,2.53e-20,2.67e-18,9.28e-01,-2.06e-20,0.00e+00,1.88e-19,9.27e-01,2.47e+00,-3.96e-03,-7.25e-03,-3.13e-03,1.17e-10,5.34e-03,-5.72e-03,5.33e-03,8.67e-11
1.19e+00,-7.10e-20,1.26e-19,3.15e-18,9.19e-01,-6.64e-20,2.27e-19,2.06e-19,9.17e-01,2.77e+00,-3.97e-03,-8.41e-03,-3.04e-03,1.99e-10,5.74e-03,-6.43e-03,5.73e-03,1.72e-10
1.22e+00,-5.68e-19,2.09e-19,3.35e-18,9.10e-01,-1.02e-19,5.11e-19,2.66e-19,9.09e-01,3.06e+00,-3.87e-03,-9.59e-03,-2.88e-03,4.54e-11,6.05e-03,-7.12e-03,6.04e-03,4.59e-11
1.24e+00,-3.97e-19,2.67e-19,2.72e-18,9.02e-01,-1.25e-19,8.52e-19,3.44e-19,9.00e-01,3.34e+00,-3.64e-03,-1.07e-02,-2.63e-03,-1.13e-10,6.29e-03,-7.78e-03,6.28e-03,-1.18e-10
1.27e+00,-6.81e-19,4.43e-19,3.01e-18,8.94e-01,-2.17e-19,1.13e-18,3.65e-19,8.92e-01,3.61e+00,-3.31e-03,-1.20e-02,-2.32e-03,1.06e-10,6.46e-03,-8.41e-03,6.45e-03,7.60e-11
1.29e+00,-7.95e-19,3.14e-19,2.67e-18,8.86e-01,-2.62e-19,1.47e-18,2.27e-19,8.84e-01,3.87e+00,-2.86e-03,-1.32e-02,-1.95e-03,3.28e-11,6.57e-03,-9.03e-03,6.55e-03,1.39e-11
1.32e+00,-7.10e-19,5.27e-19,2.44e-18,8.79e-01,-3.21e-19,1.53e-18,4.33e-19,8.76e-01,4.12e+00,-2.31e-03,-1.45e-02,-1.53e-03,-2.20e-10,6.62e-03,-9.63e-03,6.60e-03,-3.25e-10
1.34e+00,-5.68e-19,3.85e-19,3.29e-18,8.71e-01,-2.01e-19,1.93e-18,7.95e-19,8.69e-01,4.37e+00,-1.66e-03,-1.58e-02,-1.07e-03,-1.57e-11,6.61e-03,-1.02e-02,6.59e-03,-2.02e-11
1.37e+00,-5.68e-20,1.44e-19,4.20e-18,8.64e-01,-1.28e-19,2.72e-18,1.67e-18,8.61e-01,4.61e+00,-9.21e-04,-1.71e-02,-5.79e-04,-2.42e-10,6.56e-03,-1.07e-02,6.54e-03,-4.35e-10
1.39e+00,1.42e-18,1.11e-19,4.31e-18,8.57e-01,-1.16e-18,2.27e-18,1.34e-18,8.54e-01,4.85e+00,-1.11e-04,-1.83e-02,-6.85e-05,-8.32e-11,6.47e-03,-1.12e-02,6.45e-03,-1.46e-10
1.42e+00,1.44e-18,2.08e-19,2.72e-18,8.50e-01,-1.24e-18,1.30e-18,1.02e-18,8.47e-01,5.07e+00,7.54e-04,-1.95e-02,4.50e-04,1.63e-09,6.35e-03,-1.16e-02,6.33e-03,1.77e-09
1.44e+00,2.38e-18,4.01e-19,1.59e-18,8.44e-01,-2.04e-18,3.18e-18,8.52e-20,8.41e-01,5.30e+00,1.60e-03,-2.08e-02,9.35e-04,8.33e-12,6.21e-03,-1.21e-02,6.19e-03,7.14e-12
1.47e+00,2.47e-18,4.57e-19,1.25e-18,8.37e-01,-4.58e-18,-1.59e-18,1.48e-18,8.34e-01,5.51e+00,2.52e-03,-2.23e-02,1.43e-03,4.10e-10,5.98e-03,-1.26e-02,5.96e-03,5.62e-11
1.49e+00,1.70e-18,4.52e-20,3.40e-19,8.31e-01,-4.81e-18,-1.81e-18,2.71e-18,8.28e-01,5.72e+00,3.54e-03,-2.40e-02,1.96e-03,-8.17e-10,5.63e-03,-1.33e-02,5.61e-03,-8.48e-10
