F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,6.54e-17,2.44e-17,2.55e-17,9.57e-01,-1.12e-18,-3.66e-17,-2.40e-17,9.55e-01,1.59e+00,3.12e-02,-1.23e-02,2.71e-02,-3.69e-08,-1.95e-02,-1.07e-02,-1.94e-02,1.21e-08
1.20e+00,9.18e-17,4.99e-17,2.95e-17,9.20e-01,-3.76e-18,-1.34e-16,-2.31e-17,9.16e-01,2.94e+00,5.97e-02,-2.34e-02,4.58e-02,4.02e-08,-3.82e-02,-1.78e-02,-3.80e-02,3.80e-08
1.30e+00,3.67e-17,9.43e-17,-1.33e-17,8.87e-01,-2.13e-17,-1.37e-16,-8.37e-18,8.82e-01,4.10e+00,8.48e-02,-3.37e-02,5.79e-02,9.32e-10,-5.56e-02,-2.28e-02,-5.52e-02,9.02e-10
