F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,5.52e-18,8.52e-20,-2.82e-18,9.55e-01,3.84e-18,1.23e-18,1.30e-18,9.56e-01,1.04e+00,6.81e-04,-4.45e-04,6.80e-04,-1.22e-06,4.11e-03,-4.45e-04,4.11e-03,-1.21e-06
1.20e+00,8.29e-18,3.97e-19,1.17e-18,9.18e-01,2.10e-18,-4.29e-18,2.57e-18,9.18e-01,1.91e+00,1.23e-03,-7.09e-04,1.23e-03,-2.97e-11,7.64e-03,-7.06e-04,7.65e-03,-3.58e-11
1.30e+00,9.23e-18,-2.61e-18,1.18e-17,8.86e-01,7.94e-20,-9.54e-18,1.83e-18,8.86e-01,2.66e+00,1.69e-03,-8.48e-04,1.67e-03,-8.99e-11,1.09e-02,-8.40e-04,1.09e-02,-1.03e-10
1.40e+00,1.37e-17,-9.20e-18,2.44e-17,8.58e-01,-1.69e-18,-2.95e-18,3.62e-18,8.58e-01,3.33e+00,2.04e-03,-9.04e-04,2.01e-03,-1.80e-10,1.41e-02,-8.92e-04,1.42e-02,-1.85e-10
1.50e+00,1.10e-17,-6.59e-18,3.87e-17,8.33e-01,2.86e-19,2.61e-18,2.07e-18,8.34e-01,3.94e+00,2.32e-03,-9.10e-04,2.27e-03,-3.35e-10,1.75e-02,-8.95e-04,1.75e-02,-3.16e-10
1.60e+00,2.08e-17,-1.07e-17,4.21e-17,8.12e-01,2.81e-18,4.54e-18,3.58e-18,8.12e-01,4.51e+00,2.52e-03,-8.92e-04,2.45e-03,-5.99e-10,2.10e-02,-8.75e-04,2.10e-02,-5.57e-10
1.70e+00,2.17e-17,-8.41e-18,5.07e-17,7.93e-01,5.99e-18,6.02e-18,6.89e-18,7.94e-01,5.04e+00,2.67e-03,-8.73e-04,2.57e-03,-1.02e-09,2.47e-02,-8.53e-04,2.48e-02,-9.70e-10
1.80e+00,1.07e-17,-1.81e-17,4.98e-17,7.77e-01,1.13e-17,8.41e-18,7.67e-18,7.77e-01,5.54e+00,2.76e-03,-8.72e-04,2.63e-03,-1.68e-09,2.87e-02,-8.48e-04,2.88e-02,-1.64e-09
1.90e+00,3.77e-18,-1.29e-17,4.80e-17,7.63e-01,1.32e-17,1.00e-17,5.88e-18,7.63e-01,6.02e+00,2.80e-03,-9.06e-04,2.65e-03,-2.72e-09,3.29e-02,-8.73e-04,3.30e-02,-2.73e-09
2.00e+00,-1.72e-17,-1.54e-17,4.27e-17,7.51e-01,1.19e-17,1.50e-17,2.46e-18,7.51e-01,6.48e+00,2.81e-03,-9.93e-04,2.64e-03,-4.51e-09,3.73e-02,-9.42e-04,3.74e-02,-4.57e-09
