F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,1.34e-19,5.41e-21,2.13e-19,9.88e-01,2.77e-20,1.56e-19,3.57e-20,9.88e-01,4.21e-01,1.28e-03,2.03e-03,1.24e-03,8.30e-11,1.93e-03,1.96e-03,1.93e-03,1.29e-11
1.04e+00,3.83e-19,3.81e-20,5.11e-19,9.77e-01,-6.74e-21,4.26e-19,-6.57e-20,9.78e-01,8.23e-01,2.58e-03,3.99e-03,2.40e-03,2.98e-11,3.66e-03,3.72e-03,3.66e-03,-1.76e-12
1.07e+00,6.81e-19,1.46e-19,1.02e-18,9.66e-01,-7.93e-21,6.25e-19,-6.21e-20,9.67e-01,1.20e+00,3.89e-03,5.87e-03,3.50e-03,-1.89e-10,5.20e-03,5.28e-03,5.21e-03,-1.93e-10
1.09e+00,4.83e-19,1.90e-19,1.76e-18,9.55e-01,-3.33e-20,6.81e-19,-8.88e-21,9.57e-01,1.57e+00,5.22e-03,7.65e-03,4.53e-03,-3.34e-10,6.56e-03,6.66e-03,6.57e-03,-2.95e-10
1.12e+00,4.26e-19,9.91e-20,1.53e-18,9.45e-01,-6.14e-20,-3.40e-19,-5.32e-21,9.48e-01,1.92e+00,6.56e-03,9.35e-03,5.51e-03,2.42e-11,7.74e-03,7.88e-03,7.77e-03,-1.22e-11
1.14e+00,-8.52e-20,-9.31e-20,1.98e-18,9.35e-01,-3.33e-20,-2.27e-19,2.30e-20,9.38e-01,2.26e+00,7.92e-03,1.09e-02,6.44e-03,-4.03e-10,8.76e-03,8.96e-03,8.79e-03,-3.37e-10
1.17e+00,5.68e-20,-7.01e-20,2.50e-18,9.26e-01,-5.49e-20,0.00e+00,-4.26e-20,9.29e-01,2.59e+00,9.31e-03,1.25e-02,7.33e-03,6.82e-11,9.62e-03,9.89e-03,9.66e-03,4.97e-11
1.19e+00,-2.84e-20,9.87e-20,2.50e-18,9.16e-01,0.00e+00,5.68e-19,-3.90e-20,9.21e-01,2.90e+00,1.07e-02,1.39e-02,8.19e-03,-3.78e-11,1.03e-02,1.07e-02,1.03e-02,-3.94e-11
1.22e+00,-3.40e-19,1.47e-19,2.27e-18,9.07e-01,5.55e-21,9.09e-19,-1.56e-19,9.12e-01,3.21e+00,1.21e-02,1.53e-02,9.00e-03,1.65e-10,1.09e-02,1.14e-02,1.09e-02,1.58e-10
1.24e+00,2.84e-20,-1.07e-19,2.27e-18,8.99e-01,5.11e-20,2.27e-19,-4.61e-20,9.04e-01,3.51e+00,1.36e-02,1.66e-02,9.79e-03,-4.33e-12,1.13e-02,1.20e-02,1.14e-02,1.36e-11
1.27e+00,-5.68e-19,-7.19e-20,2.50e-18,8.90e-01,-5.01e-20,1.36e-18,-6.39e-20,8.96e-01,3.79e+00,1.51e-02,1.78e-02,1.05e-02,2.17e-12,1.16e-02,1.25e-02,1.17e-02,4.48e-12
