F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,3.06e-20,-1.00e-19,-2.84e-19,9.88e-01,1.28e-20,-7.67e-19,1.07e-19,9.88e-01,4.36e-01,2.17e-04,1.37e-03,2.09e-04,2.83e-11,-2.93e-03,1.32e-03,-2.93e-03,-2.34e-11
1.04e+00,-5.86e-20,-4.09e-20,1.13e-19,9.77e-01,1.89e-20,-6.25e-19,-7.45e-20,9.77e-01,8.51e-01,3.65e-04,2.74e-03,3.40e-04,1.56e-12,-5.79e-03,2.55e-03,-5.79e-03,7.75e-12
1.07e+00,3.55e-20,-9.26e-20,0.00e+00,9.67e-01,-1.27e-21,-4.26e-19,-7.99e-21,9.66e-01,1.24e+00,4.35e-04,4.09e-03,3.91e-04,4.55e-11,-8.59e-03,3.68e-03,-8.59e-03,6.86e-11
1.09e+00,-5.50e-20,-1.14e-19,-1.13e-19,9.56e-01,9.32e-20,-6.81e-19,1.24e-20,9.56e-01,1.63e+00,4.18e-04,5.40e-03,3.64e-04,-1.82e-10,-1.13e-02,4.70e-03,-1.13e-02,-1.43e-10
1.12e+00,1.42e-19,-2.06e-19,-2.27e-19,9.47e-01,6.54e-20,-1.56e-18,4.44e-20,9.46e-01,1.99e+00,3.09e-04,6.66e-03,2.60e-04,-7.81e-12,-1.39e-02,5.60e-03,-1.39e-02,5.80e-12
1.14e+00,-5.15e-20,-3.02e-19,-2.27e-19,9.37e-01,1.10e-19,-1.56e-18,-8.88e-21,9.37e-01,2.34e+00,1.02e-04,7.84e-03,8.38e-05,1.09e-10,-1.65e-02,6.39e-03,-1.65e-02,1.41e-10
1.17e+00,1.49e-19,-1.61e-19,-6.81e-19,9.28e-01,4.42e-20,-2.44e-18,2.48e-20,9.28e-01,2.68e+00,-2.05e-04,8.93e-03,-1.62e-04,3.73e-10,-1.90e-02,7.05e-03,-1.90e-02,3.24e-10
1.19e+00,4.61e-20,-8.82e-20,-1.59e-18,9.19e-01,4.81e-20,-2.89e-18,4.26e-20,9.19e-01,3.01e+00,-6.19e-04,9.92e-03,-4.74e-04,3.32e-11,-2.14e-02,7.59e-03,-2.14e-02,-1.95e-11
1.22e+00,1.13e-19,3.21e-21,-4.54e-19,9.10e-01,4.37e-20,-3.40e-18,-3.90e-20,9.10e-01,3.33e+00,-1.14e-03,1.07e-02,-8.47e-04,-4.00e-10,-2.38e-02,8.01e-03,-2.38e-02,-3.73e-10
1.24e+00,1.02e-18,-5.74e-20,0.00e+00,9.02e-01,6.59e-20,-3.06e-18,7.45e-20,9.01e-01,3.63e+00,-1.76e-03,1.15e-02,-1.27e-03,3.32e-11,-2.61e-02,8.31e-03,-2.60e-02,3.36e-11
1.27e+00,8.34e-19,-1.60e-19,-4.54e-19,8.94e-01,1.42e-20,-2.72e-18,1.31e-19,8.93e-01,3.93e+00,-2.50e-03,1.21e-02,-1.75e-03,-1.78e-12,-2.83e-02,8.49e-03,-2.82e-02,-4.05e-13
1.29e+00,4.15e-19,-1.26e-19,4.54e-19,8.86e-01,-3.17e-20,-4.09e-18,1.42e-20,8.85e-01,4.22e+00,-3.34e-03,1.25e-02,-2.28e-03,-2.80e-11,-3.04e-02,8.55e-03,-3.04e-02,-5.08e-11
1.32e+00,1.32e-18,-3.46e-19,0.00e+00,8.79e-01,-1.07e-19,-2.15e-18,2.27e-19,8.78e-01,4.50e+00,-4.28e-03,1.28e-02,-2.84e-03,-1.66e-10,-3.25e-02,8.50e-03,-3.25e-02,-2.00e-10
1.34e+00,8.80e-19,-2.45e-19,4.54e-19,8.71e-01,-9.87e-21,-3.06e-18,2.20e-19,8.70e-01,4.78e+00,-5.27e-03,1.29e-02,-3.40e-03,-1.24e-10,-3.45e-02,8.35e-03,-3.45e-02,-1.72e-10
1.37e+00,8.63e-19,-7.91e-19,3.63e-18,8.64e-01,3.95e-19,-3.75e-18,1.63e-19,8.63e-01,5.04e+00,-6.23e-03,1.28e-02,-3.91e-03,-4.35e-10,-3.65e-02,8.09e-03,-3.64e-02,-1.09e-09
1.39e+00,1.42e-19,-8.48e-19,5.00e-18,8.57e-01,2.81e-19,-3.86e-18,4.61e-20,8.56e-01,5.30e+00,-7.27e-03,1.25e-02,-4.45e-03,-2.97e-09,-3.84e-02,7.65e-03,-3.84e-02,-3.91e-09
1.42e+00,9.44e-19,-1.03e-18,3.63e-18,8.51e-01,5.21e-19,-3.40e-18,-2.34e-19,8.49e-01,5.56e+00,-8.41e-03,1.17e-02,-5.02e-03,-2.21e-09,-4.04e-02,7.03e-03,-4.03e-02,-8.30e-10
1.44e+00,9.23e-19,-1.49e-18,5.00e-18,8.44e-01,1.27e-18,-3.18e-18,2.39e-18,8.42e-01,5.81e+00,-9.60e-03,1.07e-02,-5.59e-03,-3.70e-09,-4.22e-02,6.25e-03,-4.21e-02,-5.44e-09
1.47e+00,2.84e-19,-5.35e-19,1.81e-18,8.38e-01,-2.86e-20,-4.77e-18,1.49e-18,8.36e-01,6.05e+00,-1.09e-02,9.39e-03,-6.20e-03,-9.42e-11,-4.40e-02,5.32e-03,-4.39e-02,-1.06e-10
1.49e+00,-9.73e-19,-1.29e-18,2.72e-18,8.32e-01,-1.01e-18,-5.45e-18,1.25e-18,8.30e-01,6.28e+00,-1.23e-02,7.73e-03,-6.85e-03,-1.25e-08,-4.58e-02,4.27e-03,-4.57e-02,-8.08e-09
