F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,9.54e-18,-7.36e-18,-2.03e-18,9.56e-01,2.99e-18,-4.21e-18,1.18e-18,9.56e-01,1.18e+00,2.75e-03,5.67e-03,2.74e-03,-8.90e-11,-1.45e-03,5.66e-03,-1.45e-03,-4.95e-11
1.20e+00,4.09e-18,-1.47e-17,4.09e-18,9.20e-01,3.45e-18,-2.13e-17,-3.12e-19,9.20e-01,2.15e+00,4.85e-03,1.06e-02,4.83e-03,-1.13e-09,-3.14e-03,1.06e-02,-3.16e-03,-5.66e-10
1.30e+00,6.81e-19,-5.48e-18,2.72e-18,8.90e-01,5.69e-18,-2.21e-17,-3.86e-18,8.89e-01,2.99e+00,6.58e-03,1.52e-02,6.53e-03,-1.19e-09,-5.40e-03,1.51e-02,-5.43e-03,-6.46e-10
1.40e+00,-1.13e-17,-1.02e-17,8.07e-18,8.65e-01,7.40e-18,-2.90e-17,-7.43e-18,8.63e-01,3.74e+00,8.13e-03,1.96e-02,8.04e-03,-1.11e-09,-8.39e-03,1.93e-02,-8.44e-03,-6.69e-10
1.50e+00,-2.31e-17,-4.31e-18,-4.54e-19,8.44e-01,1.11e-17,-2.43e-17,-4.41e-18,8.41e-01,4.43e+00,9.64e-03,2.38e-02,9.49e-03,-2.00e-09,-1.22e-02,2.33e-02,-1.23e-02,-1.14e-09
1.60e+00,-1.63e-17,-6.08e-18,-3.63e-18,8.27e-01,1.04e-17,-2.22e-17,-3.09e-18,8.22e-01,5.07e+00,1.11e-02,2.79e-02,1.09e-02,-3.68e-09,-1.69e-02,2.72e-02,-1.70e-02,-2.22e-09
1.70e+00,-2.72e-18,-9.49e-18,-2.50e-18,8.13e-01,7.48e-18,-2.69e-17,-4.99e-18,8.06e-01,5.67e+00,1.27e-02,3.19e-02,1.23e-02,-6.40e-09,-2.25e-02,3.09e-02,-2.27e-02,-4.40e-09
1.80e+00,-5.00e-18,-7.89e-18,9.09e-19,8.02e-01,5.91e-18,-2.47e-17,-5.26e-18,7.93e-01,6.25e+00,1.42e-02,3.59e-02,1.38e-02,-1.09e-08,-2.91e-02,3.46e-02,-2.93e-02,-8.84e-09
1.90e+00,1.40e-17,-1.51e-17,2.00e-17,7.94e-01,4.53e-18,-3.07e-17,-6.51e-18,7.82e-01,6.81e+00,1.58e-02,3.99e-02,1.52e-02,-1.92e-08,-3.66e-02,3.82e-02,-3.69e-02,-1.81e-08
2.00e+00,3.54e-17,-2.14e-17,1.45e-17,7.89e-01,1.35e-17,-2.81e-17,-1.44e-18,7.73e-01,7.34e+00,1.74e-02,4.38e-02,1.66e-02,-3.68e-08,-4.51e-02,4.17e-02,-4.56e-02,-3.99e-08
