F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-5.50e-19,-1.28e-19,1.42e-20,9.88e-01,6.72e-20,-8.52e-20,5.94e-20,9.89e-01,5.18e-01,1.81e-03,-7.22e-04,1.74e-03,-4.49e-11,-3.08e-03,-6.97e-04,-3.08e-03,-6.09e-11
1.04e+00,-8.73e-19,-9.74e-20,-1.27e-19,9.77e-01,8.72e-21,-2.84e-20,-6.21e-20,9.78e-01,1.01e+00,3.64e-03,-1.59e-03,3.39e-03,2.12e-10,-6.18e-03,-1.49e-03,-6.19e-03,9.56e-11
1.07e+00,-1.14e-18,1.66e-21,-1.13e-19,9.66e-01,-6.44e-20,3.12e-19,-2.55e-19,9.68e-01,1.48e+00,5.50e-03,-2.63e-03,4.94e-03,-2.10e-10,-9.29e-03,-2.37e-03,-9.31e-03,-2.16e-10
1.09e+00,-1.30e-18,-3.87e-20,-4.26e-19,9.56e-01,-1.23e-19,5.11e-19,-2.53e-19,9.58e-01,1.94e+00,7.38e-03,-3.82e-03,6.41e-03,7.59e-12,-1.24e-02,-3.33e-03,-1.24e-02,1.31e-11
1.12e+00,-1.25e-18,1.50e-19,1.70e-19,9.46e-01,-7.49e-20,5.11e-19,-3.80e-19,9.49e-01,2.37e+00,9.29e-03,-5.17e-03,7.81e-03,-2.38e-10,-1.55e-02,-4.36e-03,-1.55e-02,-1.93e-10
1.14e+00,-6.96e-19,2.08e-19,0.00e+00,9.36e-01,-1.14e-19,3.97e-19,-1.56e-19,9.40e-01,2.79e+00,1.12e-02,-6.68e-03,9.14e-03,-5.81e-11,-1.86e-02,-5.46e-03,-1.86e-02,-5.06e-11
1.17e+00,-1.60e-18,1.65e-19,-3.97e-19,9.27e-01,-9.64e-20,1.02e-18,-2.41e-19,9.31e-01,3.20e+00,1.32e-02,-8.35e-03,1.04e-02,1.29e-11,-2.16e-02,-6.62e-03,-2.17e-02,2.29e-11
1.19e+00,-2.00e-18,-1.20e-19,-1.42e-18,9.17e-01,-8.96e-20,1.13e-18,-2.30e-19,9.22e-01,3.59e+00,1.52e-02,-1.01e-02,1.16e-02,-7.91e-11,-2.46e-02,-7.83e-03,-2.48e-02,-9.61e-11
1.22e+00,-1.77e-18,-1.07e-19,-1.53e-18,9.09e-01,-1.97e-19,1.59e-18,-1.98e-19,9.14e-01,3.97e+00,1.72e-02,-1.21e-02,1.27e-02,-1.46e-11,-2.76e-02,-9.08e-03,-2.78e-02,-1.20e-11
1.24e+00,-2.61e-18,2.48e-20,-1.30e-18,9.00e-01,-2.46e-19,1.36e-18,-2.80e-19,9.06e-01,4.33e+00,1.92e-02,-1.42e-02,1.38e-02,-8.61e-11,-3.05e-02,-1.03e-02,-3.07e-02,-6.40e-11
1.27e+00,-1.73e-18,-1.07e-18,-6.81e-19,8.92e-01,-4.34e-19,5.68e-19,-7.45e-20,8.99e-01,4.69e+00,2.13e-02,-1.65e-02,1.49e-02,-4.36e-11,-3.34e-02,-1.16e-02,-3.36e-02,-5.89e-11
1.29e+00,-1.43e-18,-2.57e-18,-6.81e-19,8.84e-01,-1.08e-18,1.81e-18,3.83e-19,8.91e-01,5.03e+00,2.34e-02,-1.89e-02,1.59e-02,-1.64e-08,-3.61e-02,-1.30e-02,-3.64e-02,-2.52e-08
