F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.09e+00,7.10e-20,-9.23e-20,-6.81e-19,9.58e-01,-1.77e-21,2.13e-19,1.84e-19,9.57e-01,1.06e+00,-2.25e-04,1.17e-03,-2.25e-04,-3.20e-09,-3.09e-04,1.17e-03,-3.09e-04,-3.14e-09
1.20e+00,-6.25e-19,1.84e-19,-3.40e-19,9.23e-01,1.00e-19,3.40e-19,4.63e-19,9.21e-01,1.95e+00,-3.82e-04,2.39e-03,-3.80e-04,-7.45e-09,-7.63e-04,2.37e-03,-7.63e-04,-7.19e-09
1.30e+00,-1.36e-18,5.68e-20,-2.27e-19,8.92e-01,2.69e-19,-1.42e-19,4.69e-19,8.90e-01,2.71e+00,-4.64e-04,3.64e-03,-4.57e-04,-1.34e-08,-1.38e-03,3.57e-03,-1.38e-03,-1.27e-08
1.40e+00,-1.76e-18,-5.68e-20,4.54e-19,8.66e-01,4.88e-20,-7.95e-19,2.46e-19,8.64e-01,3.38e+00,-4.66e-04,4.93e-03,-4.54e-04,-1.90e-08,-2.17e-03,4.77e-03,-2.17e-03,-1.80e-08
1.50e+00,-1.81e-18,-5.68e-20,-1.70e-18,8.43e-01,-1.24e-20,1.13e-19,4.15e-19,8.41e-01,3.99e+00,-3.93e-04,6.24e-03,-3.78e-04,-2.41e-08,-3.14e-03,5.94e-03,-3.14e-03,-2.32e-08
1.60e+00,-9.09e-19,-3.40e-19,-3.18e-18,8.23e-01,3.87e-19,1.36e-18,5.66e-19,8.20e-01,4.56e+00,-2.50e-04,7.57e-03,-2.37e-04,-3.01e-08,-4.28e-03,7.07e-03,-4.29e-03,-2.93e-08
1.70e+00,-1.93e-18,1.13e-19,-2.50e-18,8.06e-01,4.16e-19,1.36e-18,8.92e-19,8.03e-01,5.08e+00,-4.54e-05,8.90e-03,-4.31e-05,-3.83e-08,-5.60e-03,8.15e-03,-5.61e-03,-3.78e-08
1.80e+00,-1.59e-18,-3.40e-19,-2.95e-18,7.91e-01,2.25e-19,1.36e-18,5.70e-19,7.87e-01,5.58e+00,2.12e-04,1.02e-02,1.93e-04,-5.03e-08,-7.09e-03,9.17e-03,-7.10e-03,-5.04e-08
1.90e+00,-1.81e-18,-3.40e-19,-2.95e-18,7.78e-01,-3.37e-20,2.95e-18,2.78e-19,7.73e-01,6.05e+00,5.14e-04,1.15e-02,4.64e-04,-6.87e-08,-8.75e-03,1.01e-02,-8.77e-03,-6.98e-08
2.00e+00,9.09e-19,-7.95e-19,-1.81e-18,7.67e-01,-5.27e-19,5.00e-18,-5.15e-20,7.61e-01,6.49e+00,8.55e-04,1.27e-02,7.60e-04,-9.80e-08,-1.06e-02,1.09e-02,-1.06e-02,-1.00e-07
