F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-4.54e-18,1.07e-17,1.33e-18,9.57e-01,-2.07e-18,4.27e-18,4.36e-19,9.55e-01,1.21e+00,-3.42e-03,2.31e-03,-3.42e-03,-3.99e-11,-6.23e-04,2.30e-03,-6.23e-04,-3.67e-11
1.20e+00,-1.90e-17,3.40e-18,-7.10e-18,9.22e-01,-9.41e-19,-4.68e-18,1.55e-18,9.19e-01,2.20e+00,-7.54e-03,4.47e-03,-7.50e-03,-4.62e-10,-6.41e-04,4.44e-03,-6.42e-04,-3.34e-10
1.30e+00,-9.66e-18,9.94e-18,-1.25e-17,8.93e-01,1.66e-18,-7.33e-18,1.03e-18,8.88e-01,3.06e+00,-1.22e-02,6.51e-03,-1.21e-02,-7.50e-10,-5.40e-05,6.44e-03,-5.69e-05,-6.32e-10
1.40e+00,-3.19e-17,-2.84e-18,-2.28e-17,8.68e-01,2.03e-18,-9.49e-18,4.03e-18,8.62e-01,3.83e+00,-1.73e-02,8.46e-03,-1.71e-02,-8.41e-10,1.18e-03,8.32e-03,1.18e-03,-9.21e-10
1.50e+00,-3.95e-17,-7.27e-18,-1.22e-17,8.48e-01,-1.37e-18,-1.12e-17,3.70e-18,8.41e-01,4.53e+00,-2.29e-02,1.03e-02,-2.25e-02,-1.32e-09,3.16e-03,1.01e-02,3.15e-03,-1.48e-09
1.60e+00,-4.02e-17,6.81e-19,-6.13e-18,8.31e-01,-8.88e-18,-1.02e-17,6.20e-18,8.23e-01,5.18e+00,-2.90e-02,1.22e-02,-2.84e-02,-2.25e-09,5.98e-03,1.18e-02,5.97e-03,-2.46e-09
1.70e+00,-3.81e-17,-4.54e-18,-9.09e-19,8.18e-01,-1.17e-17,-6.81e-18,1.42e-17,8.08e-01,5.80e+00,-3.57e-02,1.41e-02,-3.47e-02,-3.77e-09,9.74e-03,1.36e-02,9.74e-03,-4.02e-09
1.80e+00,-4.18e-17,-3.86e-18,3.18e-18,8.07e-01,-3.35e-18,-1.02e-17,1.34e-17,7.96e-01,6.39e+00,-4.31e-02,1.62e-02,-4.16e-02,-6.58e-09,1.45e-02,1.55e-02,1.45e-02,-6.85e-09
1.90e+00,-1.63e-17,1.81e-17,2.13e-17,7.99e-01,-2.72e-18,1.50e-17,1.50e-17,7.87e-01,6.96e+00,-5.12e-02,1.83e-02,-4.92e-02,-1.30e-08,2.05e-02,1.74e-02,2.05e-02,-1.30e-08
1.99e+00,-3.36e-17,2.09e-17,3.45e-17,7.93e-01,-1.19e-17,4.77e-17,1.93e-17,7.81e-01,7.50e+00,-6.01e-02,2.07e-02,-5.75e-02,-3.16e-08,2.77e-02,1.94e-02,2.78e-02,-2.93e-08
