F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-1.56e-19,2.77e-22,-7.10e-19,9.88e-01,2.56e-20,3.69e-19,-3.15e-20,9.88e-01,4.51e-01,6.92e-05,-5.58e-04,6.67e-05,-6.90e-12,3.56e-03,-5.38e-04,3.57e-03,-6.88e-11
1.04e+00,-1.59e-19,-2.95e-20,-7.95e-19,9.77e-01,6.83e-20,5.11e-19,1.95e-20,9.78e-01,8.82e-01,1.64e-04,-1.20e-03,1.53e-04,1.52e-11,7.11e-03,-1.12e-03,7.11e-03,3.97e-12
1.07e+00,3.80e-19,1.62e-19,-1.02e-18,9.66e-01,5.56e-20,3.40e-19,2.93e-20,9.67e-01,1.29e+00,2.84e-04,-1.94e-03,2.55e-04,9.03e-11,1.06e-02,-1.74e-03,1.06e-02,3.89e-11
1.09e+00,8.45e-19,5.73e-20,-1.25e-18,9.56e-01,4.56e-20,0.00e+00,-9.23e-20,9.57e-01,1.68e+00,4.26e-04,-2.77e-03,3.70e-04,5.97e-12,1.40e-02,-2.41e-03,1.41e-02,-1.97e-11
1.12e+00,1.98e-19,8.65e-20,-9.09e-19,9.46e-01,9.12e-20,-3.40e-19,-1.43e-19,9.48e-01,2.06e+00,5.90e-04,-3.71e-03,4.96e-04,5.66e-11,1.74e-02,-3.13e-03,1.75e-02,3.45e-11
1.14e+00,1.42e-20,2.57e-19,-1.81e-18,9.36e-01,1.06e-19,-4.54e-19,-7.10e-20,9.38e-01,2.43e+00,7.74e-04,-4.75e-03,6.30e-04,4.80e-11,2.08e-02,-3.88e-03,2.09e-02,4.18e-11
1.17e+00,6.10e-19,1.28e-19,-2.72e-18,9.27e-01,1.49e-19,-2.27e-19,4.97e-20,9.29e-01,2.78e+00,9.76e-04,-5.90e-03,7.70e-04,2.48e-10,2.41e-02,-4.67e-03,2.42e-02,2.22e-10
1.19e+00,-1.84e-19,2.78e-19,-2.27e-18,9.17e-01,2.20e-19,-2.27e-19,-3.55e-20,9.21e-01,3.12e+00,1.19e-03,-7.15e-03,9.13e-04,1.99e-12,2.73e-02,-5.48e-03,2.74e-02,-2.01e-11
1.22e+00,-9.37e-19,1.36e-19,-2.95e-18,9.09e-01,1.21e-19,4.54e-19,6.74e-20,9.12e-01,3.45e+00,1.42e-03,-8.50e-03,1.05e-03,-1.82e-11,3.05e-02,-6.33e-03,3.06e-02,-1.74e-11
1.24e+00,-9.37e-19,3.06e-19,-3.18e-18,9.00e-01,7.60e-20,4.54e-19,-3.55e-21,9.04e-01,3.77e+00,1.66e-03,-9.95e-03,1.19e-03,-1.17e-12,3.36e-02,-7.20e-03,3.38e-02,2.84e-12
1.27e+00,1.27e-19,2.34e-19,-3.63e-18,8.92e-01,1.93e-19,-6.81e-19,2.06e-19,8.96e-01,4.08e+00,1.91e-03,-1.14e-02,1.33e-03,8.71e-11,3.66e-02,-8.08e-03,3.68e-02,1.18e-10
1.29e+00,-1.13e-19,4.20e-19,-3.63e-18,8.84e-01,2.24e-19,-2.27e-19,2.06e-19,8.88e-01,4.38e+00,2.15e-03,-1.31e-02,1.46e-03,5.93e-11,3.96e-02,-8.97e-03,3.98e-02,7.75e-11
1.32e+00,-1.70e-19,7.17e-19,-3.63e-18,8.76e-01,4.08e-19,-9.09e-19,1.06e-20,8.81e-01,4.67e+00,2.40e-03,-1.48e-02,1.58e-03,1.83e-09,4.25e-02,-9.87e-03,4.27e-02,2.88e-09
1.34e+00,-3.40e-19,5.70e-19,-7.27e-18,8.68e-01,7.23e-19,0.00e+00,-3.37e-19,8.74e-01,4.95e+00,2.64e-03,-1.66e-02,1.70e-03,2.16e-10,4.53e-02,-1.07e-02,4.56e-02,9.89e-11
1.37e+00,-4.83e-19,-5.64e-19,-2.27e-18,8.61e-01,1.00e-18,-9.09e-19,4.04e-19,8.67e-01,5.23e+00,2.87e-03,-1.84e-02,1.80e-03,5.78e-10,4.80e-02,-1.16e-02,4.83e-02,1.13e-10
1.39e+00,-2.04e-18,-6.46e-19,-2.27e-18,8.54e-01,4.69e-19,1.81e-18,7.28e-19,8.60e-01,5.50e+00,3.08e-03,-2.03e-02,1.88e-03,5.64e-10,5.06e-02,-1.24e-02,5.10e-02,5.58e-11
1.42e+00,-9.80e-19,-5.78e-19,-2.27e-18,8.47e-01,8.17e-19,1.36e-18,1.35e-18,8.53e-01,5.77e+00,3.29e-03,-2.22e-02,1.95e-03,-2.22e-09,5.31e-02,-1.33e-02,5.35e-02,-1.05e-09
1.44e+00,-3.12e-18,-2.27e-18,-2.27e-18,8.40e-01,1.61e-18,0.00e+00,1.13e-18,8.47e-01,6.02e+00,3.42e-03,-2.41e-02,1.98e-03,-9.10e-11,5.55e-02,-1.40e-02,5.60e-02,-2.04e-10
