F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,3.26e-19,-5.21e-20,2.27e-19,9.88e-01,5.77e-20,1.77e-20,7.10e-21,9.88e-01,3.97e-01,-1.88e-03,-8.53e-04,-1.81e-03,9.29e-11,-1.72e-03,-8.23e-04,-1.72e-03,5.08e-11
1.04e+00,6.39e-20,-1.29e-19,5.68e-19,9.77e-01,1.22e-19,-4.54e-19,-7.28e-20,9.77e-01,7.77e-01,-4.00e-03,-1.67e-03,-3.72e-03,-2.48e-14,-3.39e-03,-1.55e-03,-3.39e-03,-3.02e-12
1.07e+00,4.12e-19,-1.34e-19,1.07e-18,9.66e-01,1.17e-19,-2.69e-19,-3.46e-20,9.67e-01,1.13e+00,-6.35e-03,-2.46e-03,-5.71e-03,-1.50e-10,-5.01e-03,-2.22e-03,-5.01e-03,-1.51e-10
1.09e+00,5.11e-19,-8.92e-20,4.54e-19,9.55e-01,1.71e-19,-2.27e-19,-1.24e-20,9.57e-01,1.48e+00,-8.92e-03,-3.25e-03,-7.75e-03,-2.59e-10,-6.58e-03,-2.83e-03,-6.59e-03,-2.47e-10
1.12e+00,7.67e-19,-1.75e-20,6.81e-19,9.45e-01,2.11e-19,8.52e-20,-1.17e-19,9.47e-01,1.81e+00,-1.16e-02,-4.05e-03,-9.82e-03,2.06e-11,-8.10e-03,-3.41e-03,-8.11e-03,2.27e-11
1.14e+00,5.11e-19,3.48e-20,4.54e-19,9.36e-01,2.74e-19,3.12e-19,-1.06e-19,9.37e-01,2.13e+00,-1.46e-02,-4.85e-03,-1.19e-02,9.41e-11,-9.57e-03,-3.96e-03,-9.58e-03,8.10e-11
1.17e+00,2.84e-19,1.32e-19,5.68e-19,9.26e-01,2.91e-19,0.00e+00,-8.88e-20,9.28e-01,2.44e+00,-1.77e-02,-5.68e-03,-1.40e-02,6.67e-11,-1.09e-02,-4.49e-03,-1.10e-02,4.29e-11
1.19e+00,6.81e-19,1.76e-19,1.59e-18,9.17e-01,3.24e-19,2.27e-19,-2.45e-19,9.19e-01,2.74e+00,-2.10e-02,-6.54e-03,-1.60e-02,1.00e-10,-1.23e-02,-5.01e-03,-1.23e-02,1.00e-10
1.22e+00,9.37e-19,2.45e-19,1.81e-18,9.08e-01,2.47e-19,1.13e-19,-2.91e-19,9.11e-01,3.03e+00,-2.44e-02,-7.44e-03,-1.81e-02,3.83e-11,-1.36e-02,-5.53e-03,-1.37e-02,3.84e-11
1.24e+00,1.13e-18,2.00e-19,9.09e-19,9.00e-01,3.01e-19,1.13e-19,-3.51e-19,9.02e-01,3.31e+00,-2.80e-02,-8.38e-03,-2.01e-02,-3.92e-10,-1.49e-02,-6.05e-03,-1.50e-02,-3.74e-10
1.27e+00,2.84e-19,3.89e-19,-9.09e-19,8.91e-01,3.24e-19,2.84e-19,-4.68e-19,8.94e-01,3.58e+00,-3.16e-02,-9.37e-03,-2.21e-02,-2.22e-12,-1.62e-02,-6.57e-03,-1.62e-02,-3.46e-12
1.29e+00,3.97e-19,3.42e-19,0.00e+00,8.83e-01,3.51e-19,3.97e-19,-5.47e-19,8.87e-01,3.84e+00,-3.54e-02,-1.04e-02,-2.40e-02,1.26e-12,-1.73e-02,-7.10e-03,-1.74e-02,-6.42e-12
1.32e+00,1.02e-18,4.52e-19,-2.27e-19,8.76e-01,3.12e-19,5.68e-19,-4.54e-19,8.79e-01,4.10e+00,-3.92e-02,-1.14e-02,-2.59e-02,-1.73e-08,-1.85e-02,-7.63e-03,-1.86e-02,-1.83e-08
1.34e+00,1.25e-18,3.90e-19,-2.27e-19,8.68e-01,4.91e-19,2.27e-18,-4.40e-19,8.72e-01,4.34e+00,-4.32e-02,-1.26e-02,-2.78e-02,-5.99e-10,-1.96e-02,-8.17e-03,-1.97e-02,-6.94e-10
1.37e+00,1.36e-18,5.76e-19,-4.54e-19,8.61e-01,3.89e-19,2.27e-18,-1.56e-19,8.64e-01,4.59e+00,-4.71e-02,-1.39e-02,-2.95e-02,-4.71e-10,-2.06e-02,-8.77e-03,-2.07e-02,-5.61e-10
1.39e+00,-2.27e-18,-8.96e-20,6.81e-19,8.54e-01,3.71e-19,3.40e-18,1.47e-18,8.57e-01,4.82e+00,-5.12e-02,-1.53e-02,-3.12e-02,-1.27e-11,-2.16e-02,-9.41e-03,-2.17e-02,-3.23e-11
1.42e+00,-2.67e-18,1.75e-18,4.54e-19,8.47e-01,1.26e-18,1.36e-18,1.40e-18,8.51e-01,5.05e+00,-5.52e-02,-1.68e-02,-3.28e-02,-3.85e-09,-2.26e-02,-1.00e-02,-2.27e-02,-4.08e-09
