F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,5.32e-20,-3.04e-20,1.13e-19,9.89e-01,4.05e-20,9.94e-20,-7.63e-20,9.87e-01,3.85e-01,-5.51e-04,1.11e-03,-5.31e-04,1.32e-10,1.64e-03,1.07e-03,1.63e-03,2.40e-10
1.04e+00,1.77e-19,1.41e-20,2.84e-19,9.78e-01,3.81e-20,8.52e-20,-1.47e-19,9.76e-01,7.51e-01,-1.11e-03,2.47e-03,-1.03e-03,6.52e-11,3.16e-03,2.29e-03,3.16e-03,1.29e-10
1.07e+00,-3.55e-20,1.72e-19,1.70e-19,9.68e-01,8.74e-20,3.83e-19,-1.59e-19,9.65e-01,1.10e+00,-1.68e-03,4.08e-03,-1.52e-03,-2.52e-10,4.59e-03,3.66e-03,4.57e-03,-2.47e-10
1.09e+00,-7.81e-20,1.86e-19,5.68e-19,9.58e-01,9.53e-20,7.10e-19,-2.69e-19,9.54e-01,1.43e+00,-2.27e-03,5.94e-03,-1.98e-03,-3.15e-10,5.91e-03,5.15e-03,5.88e-03,-3.74e-10
1.12e+00,4.26e-20,4.67e-19,6.81e-19,9.49e-01,1.23e-19,6.81e-19,-2.73e-19,9.43e-01,1.75e+00,-2.89e-03,8.04e-03,-2.44e-03,-3.65e-11,7.15e-03,6.75e-03,7.11e-03,-1.71e-11
1.14e+00,0.00e+00,2.99e-19,3.40e-19,9.40e-01,5.52e-20,5.68e-19,-3.26e-19,9.33e-01,2.06e+00,-3.53e-03,1.04e-02,-2.88e-03,-9.35e-12,8.30e-03,8.44e-03,8.24e-03,3.69e-11
1.17e+00,2.84e-20,2.69e-19,0.00e+00,9.31e-01,5.74e-20,7.10e-19,-3.48e-19,9.23e-01,2.36e+00,-4.20e-03,1.30e-02,-3.32e-03,-1.03e-11,9.37e-03,1.02e-02,9.30e-03,-1.59e-11
1.19e+00,0.00e+00,2.81e-19,0.00e+00,9.22e-01,5.17e-20,1.13e-19,-3.33e-19,9.14e-01,2.64e+00,-4.90e-03,1.58e-02,-3.76e-03,2.16e-10,1.03e-02,1.20e-02,1.02e-02,2.51e-10
1.22e+00,-2.84e-20,4.10e-19,2.27e-19,9.14e-01,3.72e-20,3.40e-19,-4.12e-19,9.05e-01,2.92e+00,-5.63e-03,1.89e-02,-4.20e-03,-2.64e-12,1.13e-02,1.39e-02,1.12e-02,2.11e-12
1.24e+00,-4.26e-19,4.01e-19,-6.81e-19,9.06e-01,1.13e-19,-5.68e-20,-3.90e-19,8.96e-01,3.18e+00,-6.41e-03,2.22e-02,-4.65e-03,-7.95e-07,1.22e-02,1.59e-02,1.20e-02,-9.01e-07
1.27e+00,5.39e-19,5.46e-19,-2.27e-19,8.98e-01,8.43e-20,1.13e-19,-4.61e-19,8.87e-01,3.44e+00,-7.23e-03,2.57e-02,-5.10e-03,7.63e-12,1.30e-02,1.79e-02,1.28e-02,3.19e-12
1.29e+00,1.13e-19,4.36e-19,-6.81e-19,8.91e-01,8.25e-20,-1.70e-19,-5.18e-19,8.79e-01,3.69e+00,-8.09e-03,2.95e-02,-5.55e-03,-5.14e-11,1.38e-02,1.99e-02,1.36e-02,-5.63e-11
1.32e+00,-1.70e-19,4.35e-19,-6.81e-19,8.84e-01,1.36e-19,-2.84e-19,-4.97e-19,8.70e-01,3.93e+00,-9.00e-03,3.35e-02,-6.01e-03,-1.08e-08,1.45e-02,2.20e-02,1.43e-02,-1.19e-08
1.34e+00,-1.42e-19,3.43e-19,-9.09e-19,8.76e-01,2.36e-19,-1.07e-18,-5.82e-19,8.62e-01,4.17e+00,-9.96e-03,3.77e-02,-6.47e-03,-3.03e-10,1.52e-02,2.41e-02,1.50e-02,-7.37e-10
1.37e+00,-1.70e-19,1.04e-18,4.54e-19,8.70e-01,-5.31e-19,3.06e-18,-1.42e-18,8.55e-01,4.40e+00,-1.09e-02,4.20e-02,-6.93e-03,-5.37e-09,1.59e-02,2.61e-02,1.56e-02,-2.61e-09
1.39e+00,-8.52e-19,9.15e-19,6.81e-19,8.63e-01,-6.74e-19,2.04e-18,-1.70e-18,8.47e-01,4.63e+00,-1.20e-02,4.66e-02,-7.41e-03,-1.70e-09,1.65e-02,2.82e-02,1.62e-02,6.73e-10
1.42e+00,-3.18e-18,2.30e-18,7.50e-18,8.56e-01,-1.80e-18,-6.81e-19,-1.61e-18,8.40e-01,4.84e+00,-1.31e-02,5.13e-02,-7.89e-03,-5.29e-10,1.71e-02,3.02e-02,1.68e-02,-1.56e-09
1.44e+00,-3.06e-18,2.55e-18,8.63e-18,8.50e-01,-1.93e-18,-6.81e-19,-1.84e-18,8.33e-01,5.06e+00,-1.42e-02,5.62e-02,-8.35e-03,-2.44e-11,1.77e-02,3.23e-02,1.73e-02,-1.90e-11
1.47e+00,-3.35e-18,3.17e-18,1.00e-17,8.44e-01,-2.22e-18,-1.25e-18,-2.17e-18,8.26e-01,5.26e+00,-1.54e-02,6.12e-02,-8.83e-03,-4.17e-11,1.83e-02,3.43e-02,1.79e-02,-4.29e-11
1.49e+00,-3.12e-18,3.48e-18,1.09e-17,8.38e-01,-2.11e-18,-9.09e-19,-2.50e-18,8.19e-01,5.47e+00,-1.66e-02,6.63e-02,-9.33e-03,-1.31e-09,1.89e-02,3.62e-02,1.85e-02,-9.91e-10
