F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,8.58e-18,-5.11e-19,-1.58e-17,9.58e-01,-3.58e-18,2.01e-18,-5.98e-19,9.56e-01,1.45e+00,-4.87e-03,4.21e-03,-4.86e-03,-1.90e-09,1.71e-02,4.20e-03,1.71e-02,-3.10e-09
1.20e+00,1.93e-17,1.01e-17,-1.05e-17,9.25e-01,-5.02e-18,1.09e-17,-8.38e-18,9.22e-01,2.62e+00,-1.21e-02,7.55e-03,-1.20e-02,-2.97e-08,3.28e-02,7.52e-03,3.28e-02,-4.60e-08
1.30e+00,1.02e-17,1.15e-17,2.15e-18,8.99e-01,-7.84e-18,1.86e-17,-8.35e-18,8.95e-01,3.62e+00,-2.09e-02,1.04e-02,-2.06e-02,-1.20e-08,4.91e-02,1.04e-02,4.92e-02,-1.19e-08
1.40e+00,2.11e-17,1.25e-17,-4.09e-18,8.78e-01,-1.11e-17,-1.86e-17,4.56e-19,8.73e-01,4.51e+00,-3.07e-02,1.32e-02,-3.03e-02,-4.62e-09,6.75e-02,1.31e-02,6.76e-02,-4.50e-09
1.50e+00,1.02e-17,2.00e-17,-6.59e-18,8.62e-01,-1.77e-17,-1.68e-17,-5.90e-18,8.56e-01,5.34e+00,-4.13e-02,1.59e-02,-4.05e-02,-4.77e-09,8.89e-02,1.57e-02,8.90e-02,-4.66e-09
1.60e+00,1.54e-17,1.13e-17,-2.77e-17,8.50e-01,-2.94e-17,-1.81e-17,-1.81e-17,8.43e-01,6.12e+00,-5.22e-02,1.87e-02,-5.09e-02,-7.77e-09,1.14e-01,1.84e-02,1.14e-01,-7.28e-09
1.70e+00,3.22e-17,-1.31e-17,-2.27e-17,8.43e-01,-4.52e-17,-1.36e-17,-1.77e-17,8.34e-01,6.87e+00,-6.33e-02,2.13e-02,-6.14e-02,-1.50e-08,1.44e-01,2.09e-02,1.44e-01,-1.36e-08
1.80e+00,2.18e-17,-3.81e-17,-9.09e-18,8.39e-01,-9.08e-17,-1.72e-17,-1.02e-17,8.29e-01,7.58e+00,-7.42e-02,2.38e-02,-7.17e-02,-3.57e-08,1.79e-01,2.32e-02,1.79e-01,-3.20e-08
1.90e+00,1.63e-17,-4.27e-17,-7.18e-17,8.39e-01,-5.35e-17,-2.22e-17,-4.49e-17,8.27e-01,8.28e+00,-8.51e-02,2.57e-02,-8.18e-02,-1.08e-07,2.21e-01,2.50e-02,2.20e-01,-1.04e-07
2.00e+00,-1.01e-16,-1.81e-18,5.00e-17,8.44e-01,2.08e-16,-9.63e-17,-5.68e-16,8.29e-01,8.95e+00,-9.57e-02,2.68e-02,-9.17e-02,-1.21e-08,2.69e-01,2.61e-02,2.68e-01,-8.02e-09
