F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,2.41e-19,-4.68e-19,-1.34e-19,9.58e-01,-4.35e-20,-7.10e-20,2.77e-19,9.58e-01,1.13e+00,-6.31e-04,-1.10e-03,-6.29e-04,-4.49e-09,8.23e-04,-1.10e-03,8.24e-04,-4.54e-09
1.20e+00,1.70e-19,-6.67e-19,-5.68e-19,9.23e-01,-1.52e-19,3.40e-19,3.19e-19,9.23e-01,2.06e+00,-1.54e-03,-2.33e-03,-1.52e-03,-1.14e-08,1.66e-03,-2.31e-03,1.67e-03,-1.15e-08
1.30e+00,1.42e-19,-5.68e-19,-8.24e-19,8.93e-01,-2.69e-19,8.52e-19,1.65e-19,8.93e-01,2.86e+00,-2.68e-03,-3.67e-03,-2.62e-03,-2.15e-08,2.49e-03,-3.60e-03,2.51e-03,-2.16e-08
1.40e+00,1.47e-18,-4.54e-19,-2.27e-18,8.68e-01,-6.00e-19,1.98e-19,1.91e-19,8.67e-01,3.58e+00,-4.02e-03,-5.08e-03,-3.86e-03,-3.14e-08,3.30e-03,-4.92e-03,3.34e-03,-3.15e-08
1.50e+00,7.38e-19,-2.84e-19,-2.72e-18,8.46e-01,-9.41e-19,3.40e-19,1.31e-19,8.46e-01,4.22e+00,-5.51e-03,-6.56e-03,-5.18e-03,-4.15e-08,4.09e-03,-6.25e-03,4.15e-03,-4.18e-08
1.60e+00,-1.70e-19,1.13e-19,-1.36e-18,8.28e-01,-7.31e-19,-1.19e-18,-1.77e-19,8.27e-01,4.82e+00,-7.10e-03,-8.09e-03,-6.54e-03,-5.41e-08,4.86e-03,-7.56e-03,4.94e-03,-5.47e-08
1.70e+00,1.02e-18,1.70e-19,-2.95e-18,8.12e-01,-9.73e-19,-3.40e-19,-3.62e-19,8.10e-01,5.37e+00,-8.80e-03,-9.67e-03,-7.91e-03,-7.18e-08,5.61e-03,-8.86e-03,5.72e-03,-7.28e-08
1.80e+00,-6.81e-19,-3.40e-19,-5.00e-18,7.98e-01,-1.05e-18,5.68e-20,-4.26e-19,7.97e-01,5.90e+00,-1.05e-02,-1.13e-02,-9.29e-03,-9.79e-08,6.35e-03,-1.01e-02,6.50e-03,-1.00e-07
1.90e+00,-5.68e-19,-1.25e-18,-5.56e-18,7.87e-01,-9.16e-19,-5.00e-18,-3.12e-19,7.85e-01,6.40e+00,-1.24e-02,-1.29e-02,-1.06e-02,-1.38e-07,7.07e-03,-1.13e-02,7.27e-03,-1.43e-07
2.00e+00,-1.02e-18,-1.02e-18,-4.54e-19,7.77e-01,-6.25e-19,-4.77e-18,-1.33e-18,7.75e-01,6.88e+00,-1.44e-02,-1.46e-02,-1.20e-02,-2.02e-07,7.78e-03,-1.26e-02,8.04e-03,-2.15e-07
