F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-2.41e-19,-9.23e-20,-6.10e-19,9.59e-01,-2.04e-20,4.04e-19,1.74e-19,9.58e-01,1.25e+00,-2.16e-03,-1.79e-03,-2.16e-03,-6.55e-09,1.12e-03,-1.79e-03,1.12e-03,-6.67e-09
1.20e+00,-8.52e-20,-1.56e-19,-1.02e-18,9.25e-01,5.77e-20,-3.55e-19,6.00e-19,9.24e-01,2.27e+00,-4.51e-03,-3.80e-03,-4.48e-03,-2.14e-08,2.19e-03,-3.77e-03,2.19e-03,-2.14e-08
1.30e+00,1.13e-19,1.98e-19,-6.81e-19,8.97e-01,-4.26e-20,-4.40e-19,-1.66e-19,8.96e-01,3.15e+00,-7.00e-03,-5.96e-03,-6.88e-03,-4.22e-08,3.19e-03,-5.85e-03,3.21e-03,-4.26e-08
1.40e+00,-9.09e-19,2.84e-20,-2.27e-18,8.73e-01,-3.90e-20,-1.42e-19,-1.47e-19,8.72e-01,3.93e+00,-9.60e-03,-8.24e-03,-9.32e-03,-6.12e-08,4.15e-03,-7.98e-03,4.18e-03,-6.26e-08
1.50e+00,-4.54e-19,-5.96e-19,-1.70e-18,8.53e-01,7.10e-21,-1.70e-19,1.20e-19,8.52e-01,4.63e+00,-1.23e-02,-1.06e-02,-1.17e-02,-8.12e-08,5.07e-03,-1.01e-02,5.13e-03,-8.32e-08
1.60e+00,-5.68e-19,-2.55e-19,-2.50e-18,8.37e-01,-1.63e-19,-3.12e-19,2.55e-19,8.35e-01,5.29e+00,-1.51e-02,-1.31e-02,-1.42e-02,-1.08e-07,5.98e-03,-1.23e-02,6.08e-03,-1.10e-07
1.70e+00,1.02e-18,-2.84e-19,-6.81e-19,8.24e-01,-4.97e-19,-9.94e-19,6.67e-19,8.22e-01,5.90e+00,-1.80e-02,-1.56e-02,-1.67e-02,-1.49e-07,6.91e-03,-1.44e-02,7.06e-03,-1.54e-07
1.80e+00,2.27e-18,-4.54e-19,4.54e-19,8.13e-01,8.52e-20,5.68e-20,5.96e-19,8.11e-01,6.49e+00,-2.10e-02,-1.82e-02,-1.91e-02,-2.18e-07,7.88e-03,-1.64e-02,8.09e-03,-2.27e-07
1.90e+00,1.36e-18,1.19e-18,6.81e-19,8.05e-01,-9.23e-19,1.70e-18,6.81e-19,8.02e-01,7.04e+00,-2.41e-02,-2.07e-02,-2.15e-02,-3.38e-07,8.91e-03,-1.84e-02,9.20e-03,-3.59e-07
2.00e+00,3.18e-18,-1.02e-18,3.18e-18,7.98e-01,-1.93e-18,3.92e-18,2.15e-18,7.96e-01,7.58e+00,-2.72e-02,-2.32e-02,-2.39e-02,-5.87e-12,1.00e-02,-2.02e-02,1.04e-02,-1.13e-11
