F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-2.09e-19,-5.68e-20,-2.27e-19,9.58e-01,1.38e-19,-2.84e-19,-7.21e-20,9.58e-01,1.13e+00,1.24e-04,-4.32e-04,1.24e-04,-4.68e-09,-1.38e-03,-4.31e-04,-1.38e-03,-4.72e-09
1.20e+00,3.97e-19,1.42e-19,-3.33e-19,9.23e-01,3.69e-19,1.42e-19,2.69e-19,9.23e-01,2.08e+00,1.88e-04,-9.77e-04,1.87e-04,-1.23e-08,-2.39e-03,-9.67e-04,-2.39e-03,-1.23e-08
1.30e+00,3.55e-19,1.13e-19,-3.12e-19,8.93e-01,2.42e-19,4.54e-19,8.78e-19,8.93e-01,2.88e+00,1.68e-04,-1.57e-03,1.67e-04,-2.35e-08,-3.13e-03,-1.54e-03,-3.11e-03,-2.35e-08
1.40e+00,9.94e-20,3.97e-19,-1.98e-19,8.68e-01,6.51e-19,-2.27e-19,7.42e-19,8.68e-01,3.60e+00,6.82e-05,-2.20e-03,7.44e-05,-3.48e-08,-3.67e-03,-2.11e-03,-3.64e-03,-3.49e-08
1.50e+00,7.95e-19,4.54e-19,5.68e-19,8.46e-01,1.30e-18,-7.95e-19,8.12e-19,8.47e-01,4.25e+00,-9.35e-05,-2.83e-03,-6.84e-05,-4.64e-08,-4.07e-03,-2.67e-03,-4.02e-03,-4.69e-08
1.60e+00,1.70e-18,1.25e-18,1.93e-18,8.27e-01,3.64e-19,-1.70e-18,1.49e-18,8.28e-01,4.85e+00,-2.94e-04,-3.48e-03,-2.35e-04,-6.09e-08,-4.38e-03,-3.22e-03,-4.29e-03,-6.24e-08
1.70e+00,9.66e-19,1.81e-18,1.98e-18,8.11e-01,8.52e-19,-1.36e-18,1.53e-18,8.13e-01,5.42e+00,-5.16e-04,-4.15e-03,-4.05e-04,-8.15e-08,-4.61e-03,-3.75e-03,-4.48e-03,-8.53e-08
1.80e+00,2.27e-19,4.54e-19,3.92e-18,7.97e-01,1.02e-18,-1.13e-18,1.03e-18,8.00e-01,5.95e+00,-7.42e-04,-4.85e-03,-5.60e-04,-1.13e-07,-4.77e-03,-4.29e-03,-4.60e-03,-1.21e-07
1.90e+00,1.53e-18,4.54e-19,3.69e-18,7.86e-01,8.02e-19,-2.04e-18,1.27e-18,7.89e-01,6.46e+00,-9.61e-04,-5.59e-03,-6.89e-04,-1.63e-07,-4.90e-03,-4.83e-03,-4.67e-03,-1.80e-07
2.00e+00,4.26e-18,2.95e-18,2.27e-18,7.76e-01,1.91e-19,-4.54e-19,1.38e-18,7.80e-01,6.94e+00,-1.16e-03,-6.38e-03,-7.83e-04,-2.50e-07,-4.97e-03,-5.39e-03,-4.70e-03,-2.81e-07
