F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-2.89e-18,-8.80e-19,3.46e-18,9.56e-01,2.78e-19,-2.69e-18,-1.12e-18,9.56e-01,1.18e+00,3.10e-03,5.40e-04,3.09e-03,-4.09e-11,6.60e-03,5.36e-04,6.60e-03,-4.51e-11
1.20e+00,8.52e-18,1.87e-18,1.32e-17,9.21e-01,2.09e-19,-1.21e-17,-2.06e-19,9.20e-01,2.16e+00,6.58e-03,2.00e-03,6.54e-03,-3.01e-10,1.20e-02,1.97e-03,1.20e-02,-3.43e-10
1.30e+00,-2.95e-18,-7.95e-19,3.50e-17,8.91e-01,3.55e-20,-1.90e-17,-3.59e-18,8.89e-01,3.01e+00,1.03e-02,4.17e-03,1.02e-02,-5.34e-10,1.66e-02,4.10e-03,1.66e-02,-6.34e-10
1.40e+00,8.41e-18,1.13e-17,1.77e-17,8.66e-01,-5.55e-18,-2.97e-17,-6.39e-19,8.63e-01,3.76e+00,1.45e-02,6.92e-03,1.42e-02,-7.27e-10,2.08e-02,6.75e-03,2.08e-02,-8.11e-10
1.50e+00,-2.27e-18,1.61e-17,3.27e-17,8.45e-01,-3.63e-18,-4.86e-17,2.60e-18,8.42e-01,4.45e+00,1.88e-02,1.01e-02,1.84e-02,-1.25e-09,2.46e-02,9.82e-03,2.46e-02,-1.12e-09
1.60e+00,1.68e-17,1.50e-17,-2.72e-18,8.27e-01,-2.64e-18,-3.79e-17,-2.66e-18,8.23e-01,5.09e+00,2.34e-02,1.37e-02,2.28e-02,-2.54e-09,2.82e-02,1.32e-02,2.82e-02,-1.84e-09
1.70e+00,1.59e-17,2.09e-17,8.18e-18,8.13e-01,-1.96e-18,-3.31e-17,-3.85e-18,8.08e-01,5.70e+00,2.82e-02,1.77e-02,2.72e-02,-5.19e-09,3.18e-02,1.68e-02,3.17e-02,-3.36e-09
1.79e+00,2.18e-17,3.63e-18,-9.09e-19,8.02e-01,-3.05e-18,-1.68e-17,-2.69e-19,7.96e-01,6.28e+00,3.31e-02,2.19e-02,3.17e-02,-1.07e-08,3.54e-02,2.07e-02,3.53e-02,-6.69e-09
1.89e+00,1.81e-18,1.36e-18,-2.00e-17,7.93e-01,-3.69e-18,-2.90e-17,-4.23e-18,7.86e-01,6.84e+00,3.80e-02,2.64e-02,3.62e-02,-2.38e-08,3.91e-02,2.47e-02,3.89e-02,-1.49e-08
2.00e+00,7.27e-18,-1.77e-17,-2.63e-17,7.88e-01,-1.59e-18,-3.40e-17,1.16e-18,7.79e-01,7.38e+00,4.30e-02,3.11e-02,4.06e-02,-5.95e-08,4.30e-02,2.89e-02,4.28e-02,-3.99e-08
