F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,1.67e-18,-1.05e-17,-1.05e-17,9.57e-01,1.32e-18,-2.75e-18,-3.34e-18,9.57e-01,1.29e+00,-8.01e-04,-2.91e-03,-7.92e-04,-3.38e-10,4.99e-03,-2.90e-03,5.00e-03,-3.37e-10
1.20e+00,3.63e-18,-1.68e-17,-1.12e-17,9.22e-01,5.29e-18,-1.36e-17,-4.58e-18,9.21e-01,2.34e+00,-2.77e-03,-6.51e-03,-2.72e-03,-5.86e-09,9.40e-03,-6.47e-03,9.42e-03,-5.66e-09
1.30e+00,9.09e-18,6.47e-18,-2.23e-17,8.93e-01,3.16e-18,-3.27e-17,-4.24e-18,8.92e-01,3.25e+00,-5.62e-03,-1.06e-02,-5.49e-03,-3.44e-09,1.34e-02,-1.05e-02,1.34e-02,-4.23e-09
1.40e+00,4.31e-18,2.75e-17,-2.64e-17,8.69e-01,-1.66e-18,-2.90e-17,-9.19e-18,8.69e-01,4.06e+00,-9.14e-03,-1.52e-02,-8.85e-03,-3.02e-09,1.71e-02,-1.50e-02,1.72e-02,-3.44e-09
1.50e+00,2.72e-18,3.43e-17,-3.66e-17,8.50e-01,-5.68e-18,-3.67e-17,-4.77e-18,8.49e-01,4.80e+00,-1.31e-02,-2.03e-02,-1.26e-02,-4.10e-09,2.08e-02,-1.98e-02,2.09e-02,-4.11e-09
1.60e+00,-5.91e-18,2.50e-17,-4.06e-17,8.35e-01,-6.72e-18,-3.68e-17,-1.06e-17,8.33e-01,5.50e+00,-1.76e-02,-2.57e-02,-1.68e-02,-6.46e-09,2.45e-02,-2.50e-02,2.48e-02,-6.31e-09
1.70e+00,-5.68e-18,2.90e-17,-3.13e-17,8.23e-01,-3.86e-18,-4.86e-17,-1.60e-17,8.21e-01,6.16e+00,-2.26e-02,-3.16e-02,-2.13e-02,-1.09e-08,2.84e-02,-3.04e-02,2.88e-02,-1.08e-08
1.80e+00,4.77e-18,1.43e-17,-2.25e-17,8.14e-01,5.76e-18,-3.91e-17,-1.30e-17,8.11e-01,6.79e+00,-2.80e-02,-3.79e-02,-2.62e-02,-2.01e-08,3.26e-02,-3.63e-02,3.30e-02,-2.03e-08
1.90e+00,0.00e+00,-8.41e-18,-1.95e-17,8.09e-01,1.25e-18,-4.72e-17,-1.90e-17,8.05e-01,7.39e+00,-3.39e-02,-4.48e-02,-3.15e-02,-4.61e-08,3.69e-02,-4.26e-02,3.76e-02,-4.85e-08
2.00e+00,1.77e-17,1.95e-17,9.09e-19,8.06e-01,-4.06e-18,-1.63e-17,-1.89e-17,8.01e-01,7.98e+00,-4.04e-02,-5.22e-02,-3.71e-02,-1.94e-09,4.15e-02,-4.94e-02,4.25e-02,-2.70e-09
