F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,0.00e+00,9.14e-20,0.00e+00,9.88e-01,2.17e-20,-1.70e-19,-3.72e-20,9.88e-01,4.35e-01,1.34e-03,-2.13e-04,1.30e-03,-3.18e-11,-1.95e-03,-2.05e-04,-1.95e-03,-7.28e-11
1.04e+00,-2.62e-19,1.26e-19,4.54e-19,9.77e-01,3.07e-20,-2.27e-19,1.59e-20,9.77e-01,8.51e-01,2.74e-03,-3.84e-04,2.55e-03,-3.58e-11,-3.74e-03,-3.57e-04,-3.73e-03,-4.92e-11
1.07e+00,-3.33e-19,4.64e-20,4.54e-19,9.67e-01,2.12e-20,-1.13e-19,-1.38e-19,9.66e-01,1.24e+00,4.17e-03,-5.06e-04,3.75e-03,-1.89e-10,-5.36e-03,-4.55e-04,-5.36e-03,-1.89e-10
1.09e+00,-8.38e-19,-1.20e-19,5.68e-19,9.57e-01,-2.55e-21,-4.54e-19,-9.59e-20,9.56e-01,1.62e+00,5.63e-03,-5.75e-04,4.90e-03,-1.07e-10,-6.84e-03,-5.00e-04,-6.84e-03,-1.14e-10
1.12e+00,-1.06e-18,-1.82e-20,-2.27e-19,9.47e-01,2.27e-20,0.00e+00,2.48e-20,9.46e-01,1.99e+00,7.10e-03,-5.89e-04,5.98e-03,-8.34e-11,-8.19e-03,-4.95e-04,-8.18e-03,-9.93e-11
1.14e+00,-9.09e-19,-5.43e-20,-1.13e-18,9.37e-01,-7.10e-21,-9.09e-19,2.84e-20,9.36e-01,2.34e+00,8.56e-03,-5.49e-04,6.98e-03,-4.70e-11,-9.42e-03,-4.48e-04,-9.41e-03,-4.05e-11
1.17e+00,-9.23e-19,1.13e-19,-2.04e-18,9.28e-01,-1.19e-20,-9.09e-19,-3.55e-21,9.27e-01,2.68e+00,1.00e-02,-4.60e-04,7.92e-03,6.94e-11,-1.05e-02,-3.63e-04,-1.05e-02,6.93e-11
1.19e+00,-1.05e-18,2.62e-19,-6.81e-19,9.19e-01,-4.01e-20,-2.27e-19,9.94e-20,9.18e-01,3.01e+00,1.14e-02,-3.25e-04,8.77e-03,-1.88e-11,-1.15e-02,-2.49e-04,-1.15e-02,-2.84e-11
1.22e+00,-9.94e-19,1.60e-19,-9.09e-19,9.11e-01,6.63e-20,2.27e-19,1.42e-20,9.09e-01,3.32e+00,1.28e-02,-1.52e-04,9.55e-03,-2.72e-10,-1.25e-02,-1.13e-04,-1.25e-02,-2.56e-10
1.24e+00,-1.44e-18,3.56e-19,-9.09e-19,9.03e-01,4.99e-20,4.54e-19,-1.42e-20,9.01e-01,3.63e+00,1.41e-02,5.15e-05,1.02e-02,6.73e-12,-1.33e-02,3.71e-05,-1.33e-02,8.45e-12
1.27e+00,-1.59e-18,3.07e-19,0.00e+00,8.95e-01,-5.74e-20,1.13e-18,3.55e-20,8.93e-01,3.93e+00,1.54e-02,2.78e-04,1.08e-02,-1.78e-11,-1.41e-02,1.95e-04,-1.41e-02,-2.20e-11
1.29e+00,-1.50e-18,2.86e-19,4.54e-19,8.87e-01,-2.86e-20,2.27e-18,-1.06e-19,8.85e-01,4.22e+00,1.66e-02,5.21e-04,1.13e-02,-6.23e-10,-1.49e-02,3.55e-04,-1.48e-02,-7.86e-10
1.32e+00,-1.73e-18,4.60e-19,9.09e-19,8.79e-01,-1.25e-19,1.81e-18,-2.41e-19,8.77e-01,4.50e+00,1.78e-02,7.78e-04,1.18e-02,-5.14e-10,-1.56e-02,5.15e-04,-1.55e-02,-6.46e-10
