F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,8.16e-20,-2.69e-19,2.45e-19,9.58e-01,-7.70e-20,2.98e-19,-3.29e-19,9.58e-01,1.11e+00,-7.91e-04,-6.99e-05,-7.90e-04,-4.19e-09,3.87e-04,-6.94e-05,3.87e-04,-4.16e-09
1.20e+00,8.02e-19,-1.70e-19,6.39e-20,9.23e-01,-1.09e-19,4.54e-19,-2.68e-19,9.22e-01,2.03e+00,-1.28e-03,-2.87e-04,-1.27e-03,-9.95e-09,5.81e-04,-2.81e-04,5.83e-04,-9.96e-09
1.30e+00,1.36e-18,1.70e-19,3.12e-19,8.94e-01,-2.16e-19,7.95e-19,-4.26e-20,8.92e-01,2.83e+00,-1.51e-03,-6.16e-04,-1.49e-03,-1.83e-08,5.38e-04,-5.95e-04,5.41e-04,-1.83e-08
1.40e+00,1.00e-18,4.54e-19,-1.98e-19,8.68e-01,1.67e-19,1.53e-18,1.47e-19,8.66e-01,3.53e+00,-1.51e-03,-1.02e-03,-1.49e-03,-2.70e-08,2.42e-04,-9.74e-04,2.47e-04,-2.71e-08
1.50e+00,5.68e-19,8.52e-19,5.11e-19,8.46e-01,4.10e-19,1.30e-18,2.16e-19,8.44e-01,4.17e+00,-1.33e-03,-1.50e-03,-1.33e-03,-3.60e-08,-3.05e-04,-1.38e-03,-2.95e-04,-3.60e-08
1.60e+00,1.69e-18,1.42e-18,-9.94e-20,8.27e-01,7.22e-19,1.70e-18,8.88e-22,8.25e-01,4.76e+00,-1.03e-03,-2.01e-03,-1.07e-03,-4.71e-08,-1.08e-03,-1.80e-03,-1.07e-03,-4.67e-08
1.70e+00,2.01e-18,3.18e-18,4.54e-19,8.11e-01,1.24e-18,1.13e-18,5.84e-19,8.08e-01,5.31e+00,-6.52e-04,-2.54e-03,-7.77e-04,-6.26e-08,-2.08e-03,-2.22e-03,-2.07e-03,-6.15e-08
1.80e+00,1.96e-18,4.31e-18,4.54e-19,7.97e-01,1.39e-18,-2.27e-19,3.64e-19,7.94e-01,5.83e+00,-2.23e-04,-3.07e-03,-4.67e-04,-8.65e-08,-3.27e-03,-2.60e-03,-3.25e-03,-8.36e-08
1.90e+00,1.56e-18,4.88e-18,5.68e-19,7.86e-01,1.77e-18,3.40e-19,-4.26e-20,7.82e-01,6.32e+00,2.19e-04,-3.61e-03,-1.81e-04,-1.25e-07,-4.62e-03,-2.95e-03,-4.59e-03,-1.18e-07
2.00e+00,1.59e-18,4.31e-18,-8.52e-19,7.76e-01,2.58e-18,3.52e-18,-2.52e-19,7.72e-01,6.79e+00,6.54e-04,-4.12e-03,6.22e-05,-1.90e-07,-6.08e-03,-3.26e-03,-6.07e-03,-1.78e-07
