F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,3.19e-19,3.83e-19,2.13e-20,9.58e-01,-1.65e-19,2.84e-20,2.52e-19,9.58e-01,1.15e+00,4.33e-04,1.29e-03,4.32e-04,-4.79e-09,-4.11e-04,1.29e-03,-4.10e-04,-4.82e-09
1.20e+00,6.39e-19,9.66e-19,2.55e-19,9.23e-01,1.19e-19,1.13e-19,9.56e-19,9.24e-01,2.10e+00,7.52e-04,2.70e-03,7.49e-04,-1.25e-08,-4.95e-04,2.68e-03,-4.95e-04,-1.28e-08
1.30e+00,9.66e-19,3.40e-19,-3.69e-19,8.93e-01,1.65e-19,-4.54e-19,6.80e-19,8.94e-01,2.91e+00,1.00e-03,4.21e-03,1.00e-03,-2.35e-08,-2.30e-04,4.13e-03,-2.31e-04,-2.44e-08
1.40e+00,1.76e-18,6.25e-19,-9.94e-19,8.68e-01,-3.81e-20,-4.54e-19,8.47e-19,8.70e-01,3.63e+00,1.23e-03,5.81e-03,1.23e-03,-3.36e-08,4.10e-04,5.63e-03,4.06e-04,-3.52e-08
1.50e+00,2.47e-18,1.25e-18,-1.59e-18,8.46e-01,2.43e-19,-6.81e-19,1.11e-18,8.48e-01,4.29e+00,1.45e-03,7.49e-03,1.45e-03,-4.33e-08,1.45e-03,7.14e-03,1.44e-03,-4.58e-08
1.60e+00,9.09e-19,1.70e-18,-5.11e-19,8.27e-01,1.65e-19,-3.40e-19,1.98e-18,8.30e-01,4.89e+00,1.65e-03,9.22e-03,1.67e-03,-5.51e-08,2.92e-03,8.64e-03,2.90e-03,-5.88e-08
1.70e+00,2.84e-19,1.59e-18,-1.13e-18,8.11e-01,-1.74e-19,-1.02e-18,2.11e-18,8.15e-01,5.45e+00,1.83e-03,1.09e-02,1.88e-03,-7.18e-08,4.84e-03,1.01e-02,4.80e-03,-7.71e-08
1.80e+00,-5.68e-20,6.81e-19,1.53e-18,7.97e-01,-3.37e-19,-9.09e-19,2.92e-18,8.02e-01,5.99e+00,1.97e-03,1.27e-02,2.07e-03,-9.75e-08,7.23e-03,1.15e-02,7.17e-03,-1.04e-07
1.90e+00,1.36e-18,2.27e-19,-5.68e-19,7.86e-01,-3.40e-19,-4.54e-19,2.67e-18,7.92e-01,6.49e+00,2.07e-03,1.45e-02,2.23e-03,-1.39e-07,1.01e-02,1.28e-02,1.00e-02,-1.49e-07
2.00e+00,3.92e-18,-1.13e-18,-1.81e-18,7.76e-01,-6.39e-20,2.27e-19,3.01e-18,7.83e-01,6.98e+00,2.11e-03,1.63e-02,2.36e-03,-2.13e-07,1.34e-02,1.41e-02,1.33e-02,-2.25e-07
