F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-1.81e-19,6.06e-20,8.52e-20,9.88e-01,1.60e-21,1.84e-19,6.26e-20,9.88e-01,3.64e-01,1.52e-03,1.02e-03,1.46e-03,1.58e-10,1.08e-03,9.90e-04,1.08e-03,1.44e-10
1.04e+00,-4.68e-19,1.57e-19,2.27e-19,9.76e-01,-4.48e-20,1.70e-19,2.30e-20,9.77e-01,7.12e-01,2.89e-03,1.97e-03,2.69e-03,1.09e-10,2.13e-03,1.83e-03,2.13e-03,9.18e-11
1.07e+00,-2.84e-19,2.40e-19,5.96e-19,9.65e-01,-1.05e-19,1.42e-19,0.00e+00,9.67e-01,1.04e+00,4.09e-03,2.83e-03,3.68e-03,2.75e-11,3.15e-03,2.54e-03,3.15e-03,7.09e-12
1.09e+00,-6.39e-19,3.54e-19,4.54e-19,9.55e-01,-1.58e-19,3.40e-19,-7.10e-20,9.57e-01,1.36e+00,5.12e-03,3.60e-03,4.44e-03,-1.75e-10,4.15e-03,3.13e-03,4.16e-03,-1.92e-10
1.12e+00,-8.66e-19,4.87e-19,-2.84e-19,9.45e-01,-2.27e-19,5.68e-19,-1.42e-20,9.47e-01,1.66e+00,5.95e-03,4.29e-03,5.00e-03,1.48e-11,5.13e-03,3.61e-03,5.14e-03,-5.02e-12
1.14e+00,-1.02e-18,4.28e-19,-5.68e-19,9.35e-01,-2.78e-19,8.52e-19,-7.28e-20,9.37e-01,1.95e+00,6.58e-03,4.89e-03,5.35e-03,-1.50e-10,6.09e-03,3.99e-03,6.10e-03,-1.14e-10
1.17e+00,-1.10e-18,2.97e-19,-1.13e-19,9.25e-01,-3.05e-19,3.40e-19,-1.40e-19,9.28e-01,2.23e+00,7.01e-03,5.41e-03,5.52e-03,1.40e-11,7.03e-03,4.28e-03,7.05e-03,1.45e-11
1.19e+00,-1.53e-18,3.81e-19,5.68e-19,9.16e-01,-3.04e-19,-1.13e-19,-2.20e-19,9.20e-01,2.50e+00,7.21e-03,5.84e-03,5.50e-03,2.62e-11,7.95e-03,4.48e-03,7.99e-03,3.44e-12
1.22e+00,-1.39e-18,4.41e-19,-1.70e-19,9.07e-01,-3.08e-19,-6.81e-19,-1.24e-19,9.11e-01,2.77e+00,7.19e-03,6.19e-03,5.32e-03,-6.00e-11,8.87e-03,4.61e-03,8.91e-03,-3.30e-11
1.24e+00,-1.84e-18,5.95e-19,-2.84e-19,8.98e-01,-2.94e-19,-9.09e-19,3.90e-20,9.03e-01,3.02e+00,6.94e-03,6.47e-03,4.99e-03,-1.83e-10,9.76e-03,4.67e-03,9.82e-03,-2.03e-10
1.27e+00,-1.25e-18,4.47e-19,-4.54e-19,8.90e-01,-2.97e-19,-1.13e-18,-1.06e-20,8.95e-01,3.26e+00,6.47e-03,6.66e-03,4.52e-03,-6.55e-07,1.06e-02,4.68e-03,1.07e-02,-6.20e-07
1.29e+00,-1.76e-18,6.03e-19,7.67e-19,8.81e-01,-3.07e-19,-1.47e-18,-9.94e-20,8.87e-01,3.50e+00,5.77e-03,6.79e-03,3.91e-03,9.88e-12,1.15e-02,4.64e-03,1.16e-02,1.68e-11
1.32e+00,-1.36e-18,4.32e-19,2.27e-19,8.73e-01,-3.53e-19,-1.81e-18,2.48e-20,8.80e-01,3.73e+00,4.84e-03,6.85e-03,3.19e-03,-2.38e-11,1.23e-02,4.55e-03,1.24e-02,-2.41e-11
1.34e+00,-9.09e-19,7.40e-19,-4.83e-19,8.65e-01,-7.56e-19,-2.27e-18,-6.39e-20,8.73e-01,3.96e+00,3.69e-03,6.85e-03,2.36e-03,-1.83e-10,1.32e-02,4.43e-03,1.33e-02,-2.23e-10
1.37e+00,-2.27e-19,8.37e-19,4.83e-19,8.58e-01,-3.80e-19,-2.72e-18,-4.61e-19,8.66e-01,4.18e+00,2.32e-03,6.78e-03,1.45e-03,-1.02e-10,1.40e-02,4.27e-03,1.41e-02,-1.38e-10
1.39e+00,5.68e-20,6.40e-19,5.39e-19,8.50e-01,-5.82e-19,-2.84e-18,-2.80e-19,8.59e-01,4.39e+00,7.42e-04,6.66e-03,4.51e-04,-3.99e-09,1.48e-02,4.08e-03,1.49e-02,-4.01e-09
1.42e+00,-4.54e-19,5.19e-19,2.27e-19,8.43e-01,-3.08e-19,-3.52e-18,-1.63e-19,8.52e-01,4.60e+00,-1.05e-03,6.49e-03,-6.25e-04,7.73e-12,1.56e-02,3.88e-03,1.57e-02,1.23e-11
1.44e+00,-1.81e-18,1.88e-18,3.18e-18,8.36e-01,6.19e-19,-2.27e-18,-6.25e-19,8.46e-01,4.80e+00,-3.07e-03,6.27e-03,-1.77e-03,-1.65e-10,1.63e-02,3.66e-03,1.65e-02,7.48e-12
1.47e+00,-2.21e-18,4.32e-18,2.38e-18,8.29e-01,-4.85e-19,-2.04e-18,-1.72e-18,8.40e-01,5.00e+00,-5.35e-03,6.01e-03,-3.01e-03,-1.26e-09,1.70e-02,3.42e-03,1.72e-02,-1.09e-09
1.49e+00,-2.67e-18,4.43e-18,3.06e-18,8.23e-01,-5.02e-19,-2.04e-18,-3.68e-18,8.34e-01,5.20e+00,-7.82e-03,5.72e-03,-4.29e-03,-7.11e-10,1.77e-02,3.18e-03,1.79e-02,-5.10e-10
1.52e+00,-1.81e-18,4.15e-18,1.13e-18,8.16e-01,-9.92e-19,-1.70e-18,-5.01e-18,8.28e-01,5.39e+00,-1.05e-02,5.43e-03,-5.63e-03,-9.37e-11,1.84e-02,2.95e-03,1.86e-02,3.59e-11
1.54e+00,-8.52e-19,3.78e-18,1.70e-18,8.10e-01,-1.31e-18,-2.95e-18,-5.01e-18,8.22e-01,5.58e+00,-1.34e-02,5.10e-03,-7.03e-03,-6.40e-12,1.90e-02,2.71e-03,1.93e-02,-1.19e-11
1.57e+00,-2.27e-18,3.37e-18,1.59e-18,8.04e-01,-1.29e-18,-2.50e-18,-5.10e-18,8.16e-01,5.76e+00,-1.66e-02,4.73e-03,-8.49e-03,-2.53e-10,1.96e-02,2.45e-03,1.99e-02,-1.91e-10
1.59e+00,-2.50e-18,4.91e-18,1.47e-18,7.98e-01,-1.99e-18,-2.04e-18,-5.15e-18,8.11e-01,5.94e+00,-2.00e-02,4.32e-03,-9.98e-03,-2.13e-10,2.02e-02,2.19e-03,2.05e-02,-1.60e-10
