F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-5.23e-20,8.03e-20,3.65e-19,9.88e-01,-1.13e-21,3.40e-19,3.55e-21,9.89e-01,4.15e-01,-2.38e-04,-1.98e-03,-2.29e-04,3.44e-10,-9.36e-04,-1.92e-03,-9.37e-04,1.52e-10
1.04e+00,3.90e-20,6.36e-20,5.75e-19,9.76e-01,-5.87e-20,3.40e-19,1.33e-20,9.78e-01,8.12e-01,-5.08e-04,-3.90e-03,-4.72e-04,-1.33e-10,-1.80e-03,-3.64e-03,-1.81e-03,-1.25e-10
1.07e+00,1.31e-19,-3.49e-20,1.20e-18,9.65e-01,-2.94e-20,3.97e-19,1.93e-19,9.68e-01,1.19e+00,-8.01e-04,-5.74e-03,-7.19e-04,-1.76e-11,-2.61e-03,-5.17e-03,-2.62e-03,-7.30e-11
1.09e+00,-1.77e-20,-1.00e-19,1.59e-18,9.54e-01,3.82e-20,8.09e-19,2.14e-19,9.58e-01,1.55e+00,-1.10e-03,-7.48e-03,-9.61e-04,1.41e-12,-3.35e-03,-6.52e-03,-3.37e-03,1.29e-11
1.12e+00,-9.94e-20,-2.06e-19,6.10e-19,9.44e-01,2.19e-20,9.66e-19,2.41e-19,9.48e-01,1.90e+00,-1.41e-03,-9.13e-03,-1.19e-03,-3.15e-10,-4.03e-03,-7.70e-03,-4.05e-03,-2.45e-10
1.14e+00,2.06e-19,-3.79e-19,7.38e-19,9.34e-01,1.23e-20,1.30e-18,1.38e-19,9.39e-01,2.23e+00,-1.72e-03,-1.06e-02,-1.40e-03,1.59e-11,-4.64e-03,-8.72e-03,-4.66e-03,1.11e-11
1.17e+00,2.20e-19,-2.71e-19,1.47e-18,9.25e-01,-4.88e-20,1.19e-18,1.42e-19,9.30e-01,2.55e+00,-2.02e-03,-1.21e-02,-1.59e-03,1.47e-10,-5.18e-03,-9.59e-03,-5.21e-03,6.61e-11
1.19e+00,1.39e-18,-3.29e-19,1.02e-18,9.15e-01,-5.92e-20,1.36e-18,1.77e-20,9.22e-01,2.86e+00,-2.30e-03,-1.34e-02,-1.75e-03,4.22e-12,-5.66e-03,-1.03e-02,-5.70e-03,8.34e-13
1.22e+00,1.40e-18,-1.51e-19,5.68e-19,9.06e-01,-7.23e-20,1.87e-18,4.97e-20,9.13e-01,3.16e+00,-2.55e-03,-1.46e-02,-1.89e-03,-1.76e-10,-6.07e-03,-1.09e-02,-6.12e-03,-1.65e-10
1.24e+00,1.16e-18,-2.34e-19,1.16e-18,8.98e-01,-5.76e-20,2.27e-18,1.03e-19,9.05e-01,3.45e+00,-2.78e-03,-1.58e-02,-1.99e-03,-8.55e-12,-6.43e-03,-1.14e-02,-6.48e-03,-8.97e-12
1.27e+00,1.71e-18,2.26e-20,1.39e-18,8.89e-01,2.88e-21,1.19e-18,-3.69e-19,8.97e-01,3.73e+00,-2.99e-03,-1.68e-02,-2.08e-03,3.68e-09,-6.73e-03,-1.18e-02,-6.79e-03,2.19e-09
1.29e+00,1.91e-18,-1.57e-19,1.02e-18,8.81e-01,1.93e-20,1.30e-18,-2.41e-19,8.90e-01,4.00e+00,-3.21e-03,-1.77e-02,-2.17e-03,3.13e-11,-6.99e-03,-1.21e-02,-7.06e-03,1.49e-11
1.32e+00,2.62e-18,-1.15e-19,-7.38e-19,8.73e-01,-5.00e-19,1.36e-18,-5.32e-19,8.82e-01,4.27e+00,-3.42e-03,-1.85e-02,-2.25e-03,-3.86e-11,-7.24e-03,-1.23e-02,-7.31e-03,-8.15e-11
1.34e+00,2.50e-18,1.04e-19,3.12e-18,8.65e-01,-2.73e-19,-1.36e-18,-1.51e-18,8.75e-01,4.53e+00,-3.57e-03,-1.93e-02,-2.29e-03,-7.88e-11,-7.45e-03,-1.25e-02,-7.54e-03,-7.32e-11
1.37e+00,2.75e-18,-2.21e-19,2.61e-18,8.58e-01,-4.84e-19,-1.07e-18,-1.74e-18,8.68e-01,4.77e+00,-3.65e-03,-2.00e-02,-2.28e-03,1.45e-12,-7.60e-03,-1.26e-02,-7.69e-03,3.33e-12
1.39e+00,2.52e-18,-3.15e-19,1.93e-18,8.51e-01,-9.83e-19,-1.42e-18,-2.03e-18,8.61e-01,5.02e+00,-3.63e-03,-2.06e-02,-2.21e-03,-8.15e-12,-7.68e-03,-1.26e-02,-7.78e-03,-6.34e-12
1.42e+00,2.92e-18,-6.40e-19,2.78e-18,8.44e-01,-1.22e-18,7.95e-19,-2.14e-18,8.55e-01,5.25e+00,-3.48e-03,-2.11e-02,-2.06e-03,-6.44e-11,-7.71e-03,-1.26e-02,-7.82e-03,-5.84e-11
1.44e+00,8.24e-19,2.07e-19,2.72e-18,8.37e-01,-4.56e-18,-5.68e-18,-4.70e-18,8.48e-01,5.49e+00,-3.20e-03,-2.15e-02,-1.85e-03,-1.66e-10,-7.73e-03,-1.26e-02,-7.84e-03,-1.19e-10
1.47e+00,1.10e-18,9.79e-19,1.93e-18,8.30e-01,-5.15e-18,-8.97e-18,-4.44e-18,8.42e-01,5.71e+00,-2.77e-03,-2.18e-02,-1.56e-03,-8.99e-12,-7.76e-03,-1.24e-02,-7.87e-03,-6.74e-12
1.49e+00,1.02e-18,5.54e-19,1.70e-18,8.24e-01,-5.48e-18,-1.14e-17,-3.89e-18,8.36e-01,5.93e+00,-2.20e-03,-2.20e-02,-1.20e-03,-1.46e-09,-7.81e-03,-1.23e-02,-7.93e-03,-2.63e-09
