F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,2.43e-18,0.00e+00,5.15e-18,9.56e-01,-9.05e-20,1.29e-18,-5.23e-19,9.56e-01,1.14e+00,-3.75e-03,-1.22e-03,-3.74e-03,-4.25e-11,4.92e-03,-1.22e-03,4.91e-03,-4.67e-11
1.20e+00,-9.80e-19,-1.10e-18,2.38e-17,9.19e-01,-2.34e-18,-1.13e-19,-4.38e-18,9.20e-01,2.09e+00,-8.05e-03,-2.13e-03,-7.99e-03,-4.49e-10,8.83e-03,-2.12e-03,8.82e-03,-6.43e-10
1.30e+00,-1.02e-17,-3.23e-18,1.79e-17,8.88e-01,-7.35e-19,-6.93e-18,-6.86e-18,8.89e-01,2.90e+00,-1.28e-02,-2.89e-03,-1.26e-02,-9.34e-10,1.21e-02,-2.87e-03,1.21e-02,-1.18e-09
1.40e+00,-2.58e-17,1.02e-18,-1.27e-18,8.62e-01,4.65e-19,-6.25e-19,-1.03e-17,8.63e-01,3.63e+00,-1.79e-02,-3.61e-03,-1.76e-02,-1.37e-09,1.51e-02,-3.57e-03,1.50e-02,-1.40e-09
1.50e+00,-1.93e-17,1.60e-17,-9.68e-18,8.40e-01,-2.77e-18,-1.35e-17,-1.12e-17,8.41e-01,4.29e+00,-2.34e-02,-4.34e-03,-2.28e-02,-2.09e-09,1.79e-02,-4.28e-03,1.78e-02,-1.80e-09
1.60e+00,-3.00e-17,8.63e-18,-1.29e-17,8.20e-01,2.39e-18,-2.20e-17,-9.18e-18,8.22e-01,4.90e+00,-2.91e-02,-5.07e-03,-2.82e-02,-3.19e-09,2.06e-02,-4.99e-03,2.04e-02,-2.62e-09
1.70e+00,-3.28e-17,6.47e-18,-3.42e-17,8.04e-01,2.79e-18,-1.77e-17,-8.50e-18,8.07e-01,5.48e+00,-3.52e-02,-5.81e-03,-3.37e-02,-4.85e-09,2.33e-02,-5.70e-03,2.30e-02,-4.24e-09
1.80e+00,-2.81e-17,9.09e-18,-4.51e-17,7.91e-01,7.03e-19,-8.63e-18,-1.10e-17,7.94e-01,6.04e+00,-4.14e-02,-6.52e-03,-3.94e-02,-7.92e-09,2.61e-02,-6.38e-03,2.57e-02,-7.32e-09
1.90e+00,-2.10e-17,1.06e-17,-2.02e-17,7.80e-01,6.25e-18,-1.93e-17,-1.18e-17,7.83e-01,6.57e+00,-4.78e-02,-7.18e-03,-4.51e-02,-1.51e-08,2.90e-02,-7.01e-03,2.84e-02,-1.39e-08
2.00e+00,-5.68e-20,1.38e-17,-2.06e-17,7.71e-01,4.75e-18,-3.27e-17,-1.40e-17,7.75e-01,7.08e+00,-5.43e-02,-7.76e-03,-5.08e-02,-3.71e-08,3.19e-02,-7.57e-03,3.12e-02,-3.27e-08
