F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,3.90e-20,9.43e-21,1.06e-19,9.88e-01,4.23e-20,-9.94e-20,1.19e-20,9.88e-01,3.21e-01,3.49e-04,1.15e-03,3.36e-04,1.98e-11,-7.21e-04,1.11e-03,-7.21e-04,1.45e-11
1.04e+00,7.10e-20,1.10e-20,2.27e-19,9.77e-01,6.96e-20,4.26e-20,4.97e-20,9.77e-01,6.28e-01,7.26e-04,2.37e-03,6.75e-04,2.35e-10,-1.45e-03,2.20e-03,-1.45e-03,2.27e-10
1.07e+00,1.27e-19,5.87e-20,1.70e-19,9.66e-01,4.29e-20,-2.84e-20,7.59e-20,9.66e-01,9.22e-01,1.13e-03,3.64e-03,1.01e-03,-8.18e-11,-2.21e-03,3.27e-03,-2.21e-03,-8.48e-11
1.09e+00,-1.13e-19,1.21e-19,2.84e-19,9.56e-01,5.60e-20,-1.42e-19,1.16e-19,9.55e-01,1.20e+00,1.56e-03,4.96e-03,1.36e-03,-8.75e-11,-2.96e-03,4.31e-03,-2.96e-03,-9.75e-11
1.12e+00,1.84e-19,1.59e-19,-2.84e-20,9.45e-01,5.96e-20,-3.97e-19,1.12e-19,9.45e-01,1.47e+00,2.03e-03,6.32e-03,1.71e-03,-2.53e-10,-3.73e-03,5.32e-03,-3.73e-03,-2.44e-10
1.14e+00,4.54e-19,1.90e-19,-2.27e-19,9.36e-01,6.14e-20,-1.13e-19,1.25e-19,9.36e-01,1.73e+00,2.53e-03,7.73e-03,2.06e-03,-1.35e-10,-4.50e-03,6.29e-03,-4.50e-03,-1.20e-10
1.17e+00,2.84e-19,1.54e-19,-4.54e-19,9.26e-01,9.10e-20,-2.84e-19,1.28e-19,9.26e-01,1.98e+00,3.06e-03,9.18e-03,2.41e-03,1.50e-10,-5.27e-03,7.24e-03,-5.27e-03,1.56e-10
1.19e+00,5.39e-19,2.50e-19,-3.40e-19,9.17e-01,9.92e-20,-3.97e-19,1.49e-19,9.17e-01,2.22e+00,3.62e-03,1.06e-02,2.77e-03,6.47e-11,-6.04e-03,8.15e-03,-6.04e-03,6.63e-11
1.22e+00,9.66e-19,2.67e-19,-6.81e-19,9.08e-01,1.35e-19,-6.81e-19,1.03e-19,9.08e-01,2.45e+00,4.22e-03,1.21e-02,3.13e-03,-1.11e-11,-6.82e-03,9.04e-03,-6.82e-03,-1.79e-11
1.24e+00,7.95e-19,1.94e-19,-1.02e-18,9.00e-01,1.38e-19,-5.68e-19,1.08e-19,9.00e-01,2.67e+00,4.84e-03,1.37e-02,3.49e-03,4.19e-10,-7.59e-03,9.89e-03,-7.59e-03,4.11e-10
1.27e+00,7.67e-19,1.60e-19,-1.02e-18,8.92e-01,1.25e-19,-2.27e-19,1.42e-19,8.91e-01,2.89e+00,5.49e-03,1.53e-02,3.84e-03,-3.33e-07,-8.36e-03,1.07e-02,-8.36e-03,-3.24e-07
1.29e+00,9.09e-19,1.71e-19,-6.81e-19,8.84e-01,1.95e-19,2.27e-19,1.66e-19,8.83e-01,3.10e+00,6.18e-03,1.69e-02,4.20e-03,3.87e-10,-9.13e-03,1.14e-02,-9.13e-03,3.69e-10
1.32e+00,9.66e-19,8.65e-20,-9.66e-19,8.76e-01,1.75e-19,6.81e-19,1.59e-19,8.75e-01,3.31e+00,6.89e-03,1.85e-02,4.56e-03,-2.01e-10,-9.90e-03,1.22e-02,-9.89e-03,-2.89e-10
1.34e+00,6.81e-19,3.06e-20,-1.25e-18,8.68e-01,1.89e-19,4.54e-19,2.04e-19,8.68e-01,3.51e+00,7.63e-03,2.01e-02,4.91e-03,-7.83e-10,-1.06e-02,1.29e-02,-1.06e-02,-1.12e-09
1.37e+00,5.68e-19,5.01e-20,-1.25e-18,8.61e-01,1.94e-19,3.40e-19,4.26e-20,8.60e-01,3.71e+00,8.40e-03,2.18e-02,5.26e-03,-6.99e-09,-1.14e-02,1.36e-02,-1.14e-02,-8.70e-09
1.39e+00,1.13e-19,-6.26e-20,-1.59e-18,8.54e-01,1.75e-19,5.68e-19,-3.19e-20,8.53e-01,3.90e+00,9.20e-03,2.34e-02,5.61e-03,-2.00e-11,-1.21e-02,1.43e-02,-1.21e-02,-2.18e-11
1.42e+00,4.54e-19,-1.86e-19,-1.93e-18,8.47e-01,1.91e-19,4.54e-19,1.13e-19,8.46e-01,4.08e+00,1.00e-02,2.51e-02,5.96e-03,-1.97e-11,-1.29e-02,1.49e-02,-1.29e-02,-3.13e-11
1.44e+00,5.11e-19,-3.38e-19,-3.06e-18,8.40e-01,1.65e-19,1.25e-18,3.55e-20,8.39e-01,4.26e+00,1.08e-02,2.68e-02,6.31e-03,1.12e-09,-1.37e-02,1.55e-02,-1.36e-02,6.15e-10
