F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,1.17e-19,4.93e-20,1.13e-19,9.88e-01,2.15e-21,3.19e-19,-4.44e-21,9.88e-01,3.56e-01,7.45e-04,-5.74e-04,7.18e-04,2.50e-10,3.28e-04,-5.54e-04,3.28e-04,2.57e-10
1.04e+00,4.97e-20,2.46e-20,5.68e-20,9.76e-01,4.42e-20,3.12e-19,-2.57e-20,9.78e-01,6.96e-01,1.46e-03,-1.17e-03,1.35e-03,1.05e-10,6.73e-04,-1.09e-03,6.74e-04,8.56e-11
1.07e+00,-3.55e-20,4.66e-20,-3.40e-19,9.65e-01,3.56e-20,1.42e-19,-5.68e-20,9.67e-01,1.02e+00,2.13e-03,-1.80e-03,1.92e-03,-1.39e-10,1.03e-03,-1.62e-03,1.03e-03,-1.66e-10
1.09e+00,7.81e-20,1.27e-19,-3.40e-19,9.54e-01,8.79e-20,5.68e-20,-6.74e-20,9.57e-01,1.33e+00,2.77e-03,-2.45e-03,2.40e-03,-2.57e-10,1.41e-03,-2.13e-03,1.41e-03,-2.49e-10
1.12e+00,5.68e-20,3.30e-20,-2.27e-19,9.44e-01,8.89e-20,5.68e-20,-4.79e-20,9.47e-01,1.62e+00,3.35e-03,-3.12e-03,2.81e-03,7.15e-12,1.81e-03,-2.63e-03,1.81e-03,9.63e-12
1.14e+00,-5.82e-19,-4.66e-20,-2.27e-19,9.34e-01,1.22e-19,-2.84e-19,1.06e-20,9.38e-01,1.91e+00,3.88e-03,-3.81e-03,3.15e-03,-5.43e-12,2.22e-03,-3.11e-03,2.23e-03,3.99e-13
1.17e+00,-6.25e-19,-3.41e-19,0.00e+00,9.24e-01,1.28e-19,-1.13e-19,4.97e-20,9.29e-01,2.18e+00,4.34e-03,-4.51e-03,3.41e-03,4.67e-12,2.64e-03,-3.56e-03,2.65e-03,6.32e-12
1.19e+00,-6.96e-19,-4.92e-19,9.09e-19,9.15e-01,1.73e-19,-2.27e-19,1.74e-19,9.20e-01,2.45e+00,4.73e-03,-5.22e-03,3.61e-03,-3.34e-11,3.08e-03,-4.00e-03,3.10e-03,-2.42e-11
1.22e+00,-7.38e-19,-4.11e-19,6.81e-19,9.06e-01,1.22e-19,-1.70e-19,9.23e-20,9.12e-01,2.71e+00,5.06e-03,-5.93e-03,3.74e-03,2.00e-11,3.52e-03,-4.42e-03,3.55e-03,1.70e-11
1.24e+00,-1.02e-18,-3.44e-19,4.54e-19,8.97e-01,1.05e-19,0.00e+00,1.84e-19,9.04e-01,2.96e+00,5.30e-03,-6.65e-03,3.81e-03,-4.83e-07,3.98e-03,-4.81e-03,4.01e-03,-4.25e-07
1.27e+00,-1.05e-18,-3.63e-19,1.36e-18,8.88e-01,1.44e-19,-2.27e-19,1.52e-19,8.96e-01,3.20e+00,5.47e-03,-7.37e-03,3.81e-03,-2.99e-10,4.44e-03,-5.18e-03,4.48e-03,-3.15e-10
1.29e+00,-1.37e-18,-3.63e-19,6.81e-19,8.80e-01,1.33e-19,-3.40e-19,5.32e-20,8.88e-01,3.43e+00,5.55e-03,-8.08e-03,3.76e-03,-2.31e-10,4.91e-03,-5.52e-03,4.95e-03,-2.39e-10
1.32e+00,-2.27e-19,-3.24e-19,1.81e-18,8.72e-01,1.18e-19,-3.40e-19,-2.48e-20,8.81e-01,3.66e+00,5.56e-03,-8.79e-03,3.66e-03,1.42e-09,5.38e-03,-5.84e-03,5.43e-03,1.61e-09
1.34e+00,2.55e-19,-2.92e-19,2.72e-18,8.64e-01,5.51e-20,-5.68e-19,7.10e-20,8.73e-01,3.88e+00,5.47e-03,-9.48e-03,3.50e-03,4.46e-12,5.85e-03,-6.14e-03,5.91e-03,8.78e-12
1.37e+00,3.12e-19,-1.09e-19,0.00e+00,8.57e-01,7.60e-19,-1.59e-18,-3.12e-19,8.66e-01,4.09e+00,5.30e-03,-1.01e-02,3.30e-03,-1.77e-09,6.32e-03,-6.40e-03,6.39e-03,-1.51e-09
1.39e+00,-6.53e-19,-2.39e-20,0.00e+00,8.49e-01,7.72e-19,-2.50e-18,-2.06e-19,8.60e-01,4.30e+00,4.99e-03,-1.07e-02,3.02e-03,-3.66e-11,6.80e-03,-6.62e-03,6.89e-03,-8.77e-11
1.42e+00,8.52e-19,3.18e-19,-2.27e-18,8.42e-01,7.78e-19,-2.61e-18,9.23e-20,8.53e-01,4.50e+00,4.55e-03,-1.13e-02,2.69e-03,-1.36e-09,7.30e-03,-6.79e-03,7.39e-03,-1.70e-09
1.44e+00,1.42e-18,3.65e-19,-1.36e-18,8.35e-01,8.89e-19,-3.06e-18,2.20e-19,8.46e-01,4.70e+00,3.99e-03,-1.18e-02,2.30e-03,-2.33e-10,7.79e-03,-6.92e-03,7.90e-03,-2.98e-10
1.47e+00,1.25e-18,2.94e-19,-1.81e-18,8.28e-01,3.98e-19,-5.22e-18,1.31e-18,8.40e-01,4.90e+00,3.26e-03,-1.22e-02,1.83e-03,-1.21e-09,8.28e-03,-6.98e-03,8.40e-03,-7.81e-10
1.49e+00,1.27e-18,-7.05e-19,-1.81e-18,8.22e-01,-9.35e-19,-7.50e-18,1.23e-18,8.34e-01,5.09e+00,2.22e-03,-1.25e-02,1.21e-03,-3.53e-11,8.72e-03,-6.99e-03,8.85e-03,-1.30e-11
1.52e+00,2.38e-18,-6.63e-19,-1.36e-18,8.15e-01,-9.48e-19,-7.72e-18,1.03e-18,8.28e-01,5.27e+00,9.76e-04,-1.28e-02,5.22e-04,-9.09e-11,9.14e-03,-6.98e-03,9.28e-03,-1.09e-10
1.54e+00,1.70e-18,-6.32e-19,-9.09e-19,8.09e-01,-8.06e-19,-7.50e-18,1.04e-18,8.22e-01,5.45e+00,-3.99e-04,-1.31e-02,-2.08e-04,2.27e-11,9.52e-03,-6.97e-03,9.68e-03,6.92e-11
