epoch,train_loss,val_loss,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2
29,0.32333431862294676,0.047652001002509346,0.19222305715084076,0.26714611053466797,0.6766656818350325,0.08566218614578247,0.10255657881498337,0.9354475407976356
30,0.18563231518492102,0.053050715868410314,0.15826056897640228,0.2024182677268982,0.8143677199439553,0.08357741683721542,0.10821030288934708,0.9281340848172478
31,0.33403087098151446,0.25744579653990896,0.2163487821817398,0.2715289890766144,0.6659692191551871,0.18753628432750702,0.23837782442569733,0.651247410774137
32,0.22730257019400596,0.46585390912859065,0.16475731134414673,0.22398819029331207,0.7726974402527023,0.27037787437438965,0.3206622302532196,0.36892448394156263
33,0.16915446132421494,0.42620597073906347,0.14395298063755035,0.19322563707828522,0.8308454808404558,0.25477367639541626,0.30671337246894836,0.42263405443504665
34,0.36380375668406484,1.8471538957796598,0.2360803633928299,0.2833717167377472,0.6361963074081785,0.6240910887718201,0.6385200023651123,-1.5022731585536562
35,0.13161964491009712,0.1618889625135221,0.13119405508041382,0.17044460773468018,0.8683803618604455,0.16002196073532104,0.18903039395809174,0.7806947643111335
36,0.29430390149354935,0.05238721402067887,0.20549891889095306,0.25487130880355835,0.7056961218603415,0.08534295856952667,0.10753147304058075,0.9290329204819626
37,0.25807172920554877,0.2421797231624001,0.19135482609272003,0.23866744339466095,0.7419282613318802,0.17839981615543365,0.23120209574699402,0.6719279089282546
38,0.2643850043043494,0.7928765698483116,0.18842436373233795,0.24156905710697174,0.7356150694634735,0.39146730303764343,0.4183364808559418,-0.07408143323278327
39,0.24217674750834703,0.055190820639070715,0.17636185884475708,0.23120072484016418,0.7578232335657611,0.08696567267179489,0.1103714257478714,0.9252348805998748
40,0.15074262887239456,0.10365209297129982,0.15019382536411285,0.18240676820278168,0.8492573816585893,0.13420124351978302,0.1512557864189148,0.8595862313871474
41,0.2652047311514616,3.7537560839402047,0.1900271624326706,0.24194328486919403,0.7347952813108868,0.8888005614280701,0.910240113735199,-4.085078788864573
42,0.14012586499389726,0.059177941642701626,0.12651029229164124,0.17586609721183777,0.8598741219903292,0.08187928050756454,0.1142885759472847,0.9198337800941672
43,0.14466548539698124,1.4832225661528737,0.13915486633777618,0.17869211733341217,0.8553345142672563,0.5608334541320801,0.5721713900566101,-1.0092688432799037
44,0.12025142148137093,0.5251735323353818,0.12791231274604797,0.16291765868663788,0.8797485257121012,0.285560667514801,0.3404664397239685,0.28856644991719405
45,0.15130201615393163,1.8231552337345325,0.1481143832206726,0.18274493515491486,0.8486979503546301,0.5992652773857117,0.6343586444854736,-1.4697638182409651
46,0.20353904753923416,0.23853036918138204,0.1665995717048645,0.21195656061172485,0.7964609053924678,0.1902150958776474,0.22945356369018555,0.6768714280697344
47,0.0880957780778408,0.5445371003527391,0.11141079664230347,0.13944418728351593,0.9119042553026016,0.3288934826850891,0.34668636322021484,0.26233486561286257
48,0.1457042383775115,0.163920637808348,0.1335436850786209,0.17933252453804016,0.8542957422000335,0.16507358849048615,0.19021287560462952,0.7779424410931862
49,0.10941500451415777,1.907635538201583,0.12228016555309296,0.1554037183523178,0.8905849943619176,0.6191927194595337,0.648889422416687,-1.5842057530411466
50,0.10374606454744935,0.5513653017972645,0.1229427307844162,0.1513243168592453,0.8962539571134196,0.3284150958061218,0.3488531708717346,0.2530851219169574
51,0.16041700512170792,0.3912355303764343,0.1573479026556015,0.18816904723644257,0.8395829754352588,0.23552601039409637,0.2938610911369324,0.4700072994297234
52,0.08772215571254492,0.13194208513749273,0.10847208648920059,0.13914819061756134,0.9122778533132346,0.1279006451368332,0.17065325379371643,0.8212628198256147
53,0.08103506658226252,0.06441043513385873,0.10568379610776901,0.1337394267320633,0.9189649267952253,0.08379046618938446,0.11923431605100632,0.9127454181022161
54,0.11565835751593113,0.24990088296564003,0.12942376732826233,0.1597759872674942,0.884341625017272,0.17657221853733063,0.23485879600048065,0.6614682681975907
55,0.12861823432147504,0.795161928001203,0.1324785202741623,0.16849002242088318,0.8713817692856222,0.4006209969520569,0.41893893480300903,-0.07717733717296582
56,0.08156347196549177,0.06548505139194037,0.10307849943637848,0.13417474925518036,0.9184365266540594,0.09173736721277237,0.12022481113672256,0.911289729445151
57,0.054338780269026755,0.11620041218243148,0.08486729860305786,0.10951609164476395,0.9456611994819306,0.13557708263397217,0.160149946808815,0.84258746685298
58,0.049337124414741994,0.05555904970357293,0.08734986931085587,0.10435418039560318,0.9506628797453068,0.09163900464773178,0.11073895543813705,0.9247361253844562
59,0.05072698563337326,0.05647301340573713,0.08520932495594025,0.10581384599208832,0.9492730031534204,0.0807686448097229,0.11164604127407074,0.9234980699408283
60,0.05464498907327652,0.060686648382168064,0.08063718676567078,0.10982419550418854,0.9453550285222417,0.09573481231927872,0.11573629081249237,0.9177899609505924
61,0.04377934465184808,0.07833426053586759,0.07660733908414841,0.09830092638731003,0.9562206538006569,0.10880102962255478,0.13149183988571167,0.8938833948062685
62,0.06886633756570518,0.5625638287318381,0.09492509067058563,0.12328958511352539,0.931133685666284,0.32044750452041626,0.35237810015678406,0.23791473822479836
63,0.11026600927114487,0.0389525340379853,0.12442398071289062,0.15600688755512238,0.8897339891465726,0.06849335134029388,0.09272373467683792,0.9472323740105183
64,0.07244420048780739,0.08427107285119985,0.09852401912212372,0.12645171582698822,0.927555810918548,0.10474507510662079,0.13638368248939514,0.8858408911465419
65,0.04624442046508193,0.03686668165028095,0.07860282063484192,0.10103055089712143,0.9537555617139943,0.07105216383934021,0.09020699560642242,0.9500579764791703
66,0.05938866201788187,0.05269280291701618,0.09208595007658005,0.11449189484119415,0.9406113417260922,0.07170303165912628,0.10784465819597244,0.9286189389241513
67,0.08691413547843695,0.06970757638153277,0.10847598314285278,0.13850587606430054,0.9130858535332573,0.10431873053312302,0.12404037266969681,0.9055695965736579
68,0.07059604603797197,0.03590343402404534,0.09473159164190292,0.12482830137014389,0.92940397899379,0.07603026926517487,0.0890207290649414,0.9513628563997777
69,0.0586878608725965,0.06005796201919254,0.09441176056861877,0.11381436884403229,0.9413121535932799,0.08022985607385635,0.11513528972864151,0.9186415482492458
70,0.08135274443775416,0.03904859505985912,0.10555549710988998,0.13400131464004517,0.9186472472467628,0.08370990306138992,0.09283799678087234,0.9471022484677205
71,0.07698229607194662,0.07716934206454377,0.098678357899189,0.1303521990776062,0.9230177078734487,0.10299406200647354,0.13051050901412964,0.8954613920392934
72,0.07882893025875091,0.04415394694201256,0.09973913431167603,0.13190637528896332,0.9211710565850201,0.07623564451932907,0.09872063994407654,0.9401861581772096
73,0.06709182599559427,0.01950483739768204,0.08920610696077347,0.1216907724738121,0.93290821350447,0.05508054047822952,0.06561363488435745,0.9735774968701327
74,0.04664479488506913,0.11846452990644857,0.07658727467060089,0.10146696120500565,0.9533551826109439,0.13653695583343506,0.1617027074098587,0.8395202315424084
75,0.056292359363287685,0.03441851865500212,0.08753517270088196,0.11146734654903412,0.9437076425505028,0.07325021922588348,0.0871603861451149,0.9533744449953545
76,0.07627118580043316,0.10614639089295738,0.09393637627363205,0.12974877655506134,0.9237287914065748,0.12519095838069916,0.15306495130062103,0.8562071453084028
77,0.07549943469464779,0.018702956063574867,0.10126610100269318,0.12909066677093506,0.9245005572839318,0.05354507267475128,0.06425072252750397,0.9746637808966577
78,0.03944129580631852,0.02178417597162096,0.075269415974617,0.09330359101295471,0.9605587311388435,0.050536807626485825,0.06934155523777008,0.9704897516484173
79,0.044058010689914225,0.3520845284587459,0.07540921866893768,0.09861327707767487,0.9559419863999884,0.25841832160949707,0.2787702679634094,0.5230436866017034
80,0.03589027098380029,0.14912497879643188,0.07176931947469711,0.08900438249111176,0.9641097159424438,0.16987048089504242,0.18142542243003845,0.7979857409283138
81,0.05506110804155469,0.19776057648031334,0.08640969544649124,0.11024156212806702,0.9449389119940741,0.19600684940814972,0.20892618596553802,0.7321007632440213
82,0.07999905254691839,0.01790397849522139,0.10222028940916061,0.1328817456960678,0.9200009607078898,0.05374651029706001,0.06286339461803436,0.9757461131191346
83,0.04353387098759413,0.027680687998470507,0.07636585831642151,0.09802493453025818,0.956466137112944,0.05815409496426582,0.07816484570503235,0.9625019499096467
84,0.05032966096885502,0.3697518580838254,0.0776631161570549,0.10539861023426056,0.9496703543268098,0.26164841651916504,0.2856789529323578,0.4991101750261233
85,0.048276387210935356,0.05534126658580805,0.08007186651229858,0.10322629660367966,0.9517236022013453,0.09201855212450027,0.11052169650793076,0.9250311484949528
86,0.04128143509849906,0.04098896280323204,0.07514861226081848,0.0954553559422493,0.9587185688438046,0.07086658477783203,0.09511661529541016,0.9444737259807329
87,0.04082445167936385,0.026226641218128958,0.0695396214723587,0.09492555260658264,0.959175542394892,0.06048912927508354,0.07608416676521301,0.9644717076244923
88,0.05984548123553395,0.05515674560477859,0.09327349811792374,0.1149313673377037,0.9401545305096344,0.09385114908218384,0.11033732444047928,0.9252810748306298
89,0.036963407611474396,0.04827528329272019,0.07094103842973709,0.09032520651817322,0.963036591603997,0.08960408717393875,0.10322516411542892,0.9346031399099979
90,0.04223701749928296,0.06357502976530477,0.07114288955926895,0.09655386209487915,0.9577629657315719,0.10463991016149521,0.11845852434635162,0.9138771550953994
91,0.03641909300349653,0.03895160173507113,0.07319579273462296,0.08965768665075302,0.9635809026799319,0.08169963210821152,0.09272267669439316,0.9472335773613247
92,0.043498952519148586,0.06768325461368811,0.07305323332548141,0.09798562526702881,0.9565010456743867,0.1076502576470375,0.12222606688737869,0.9083118020180251
93,0.04457704652100802,0.08170298781049878,0.07820584625005722,0.09919243305921555,0.9554229633318548,0.12130298465490341,0.1342894583940506,0.8893198938494411
94,0.031208559516817332,0.013059915043413639,0.06483463943004608,0.08299651741981506,0.9687914301191036,0.04450555890798569,0.05369001254439354,0.9823081715856568
95,0.05423632852733135,0.03338784685260371,0.08739747852087021,0.1094127669930458,0.9457636958856045,0.07209082692861557,0.08584541827440262,0.9547706881225848
96,0.04048652055673301,0.020111637827205032,0.06647754460573196,0.09453185647726059,0.9595134752297663,0.04903769493103027,0.06662648916244507,0.9727554518337757
97,0.03224835293367505,0.024620199477986285,0.06764132529497147,0.08436781167984009,0.9677516399867717,0.04960954934358597,0.0737171545624733,0.9666479290505905
98,0.0395544995367527,0.06930599557726007,0.07413521409034729,0.09343744069337845,0.9604454943819225,0.10608266294002533,0.12368253618478775,0.9061136459134284
99,0.03507185153663159,0.029205725381248875,0.07120928168296814,0.08798371255397797,0.9649281511756151,0.06721071153879166,0.08028922975063324,0.9604359867045331
100,0.04691793728619814,0.019401561076703825,0.08121338486671448,0.10176360607147217,0.9530820454836709,0.05391135811805725,0.06543973088264465,0.9737173743678654
101,0.028578375931829214,0.027691654321786604,0.06281515210866928,0.07942215353250504,0.9714216321523361,0.06475824117660522,0.07818029820919037,0.9624871222210105
102,0.03459524082951248,0.1214913588605429,0.06751523911952972,0.08738380670547485,0.9654047835864515,0.14649474620819092,0.1637554168701172,0.8354199821388084
103,0.043040937818586825,0.020319886432078323,0.07378456741571426,0.09746839106082916,0.9569590632365715,0.05297425016760826,0.06697050482034683,0.9724733791846573
104,0.03338883887976408,0.04759727281175161,0.07183615863323212,0.08584669232368469,0.966611158254765,0.08330053091049194,0.10249768197536469,0.9355216623939049
105,0.029494361858814953,0.03165208626734583,0.06417851150035858,0.08068493008613586,0.9705056385797475,0.06908228248357773,0.08358422666788101,0.957122016344623
106,0.031566739305853846,0.018387751653790474,0.06135353446006775,0.08347140997648239,0.9684332683327116,0.052618514746427536,0.06370699405670166,0.9750907923370005
107,0.026086998544633387,0.06865230437956359,0.05873901769518852,0.07588134706020355,0.973912999731166,0.10607645660638809,0.12309785932302475,0.9069991965852409
108,0.04647305660881102,0.04727523832728988,0.07693313807249069,0.10127997398376465,0.9535269386208115,0.08534889668226242,0.10215030610561371,0.9359579685158761
109,0.03913350290618837,0.03490924345035302,0.0730179101228714,0.0929388627409935,0.9608664865769643,0.07255037128925323,0.08777955174446106,0.9527096562490758
110,0.03438675859943032,0.15173987730553276,0.06750359386205673,0.08712013810873032,0.965613238511515,0.17236290872097015,0.18300917744636536,0.7944433842121607
111,0.04890009399503469,0.09224494703506168,0.07744817435741425,0.10389096289873123,0.9510999078221707,0.12886980175971985,0.1426902860403061,0.8750389885661265
112,0.03449079213663936,0.012521094140155535,0.0681859478354454,0.08725184202194214,0.9655091963090501,0.04338092729449272,0.05257079377770424,0.9830380880842778
113,0.03985073810443282,0.012018720570363496,0.07154013961553574,0.09378668665885925,0.9601492509373977,0.04463638737797737,0.05150530859827995,0.9837186768266442
114,0.03510354516096413,0.08362792197026704,0.06778908520936966,0.08802348375320435,0.9648964311653926,0.11549311131238937,0.13586223125457764,0.8867121845180004
115,0.025898521337658166,0.01768658388602106,0.0593472495675087,0.07560672610998154,0.9741014821991019,0.052966684103012085,0.062480583786964417,0.9760406019418731
116,0.03464299790561199,0.07898707648641184,0.06947419792413712,0.08744415640830994,0.965356983423286,0.11561179161071777,0.13203862309455872,0.8929990282316496
117,0.04591477867215872,0.020008579484726254,0.08199241757392883,0.10066977143287659,0.9540852419812763,0.05626623332500458,0.06645552814006805,0.9728950934747503
118,0.03872898684814572,0.06982757386408354,0.07014656811952591,0.09245723485946655,0.961271037167791,0.10165396332740784,0.12414707988500595,0.9054070479467331
119,0.038366443142294884,0.02905403067798991,0.07350121438503265,0.09202348440885544,0.9616335688777534,0.06368472427129745,0.08008040487766266,0.9606415238356647
120,0.033430617216508834,0.07132805727030102,0.06713944673538208,0.08590041100978851,0.9665693666466273,0.11412690579891205,0.12547382712364197,0.9033744440326739
121,0.03355476811528206,0.0104634025575299,0.06653781980276108,0.08605974912643433,0.966445232914718,0.039534758776426315,0.048057328909635544,0.9858255888563477
122,0.03769366092979908,0.011887296348025924,0.06955135613679886,0.09121309220790863,0.9623063251132283,0.04500351473689079,0.051222894340753555,0.9838967330354106
123,0.02335960361175239,0.025999377432622407,0.0575900562107563,0.0718051865696907,0.9766403833377866,0.06614039093255997,0.07575376331806183,0.964779613808722
124,0.03529770903289318,0.027316484012101825,0.06755974888801575,0.08826655894517899,0.9647022946463839,0.0674886703491211,0.07764889299869537,0.9629953526206786
125,0.027360010836273433,0.018635972353972886,0.06240518391132355,0.07771073281764984,0.9726399997770518,0.04832816123962402,0.06413555890321732,0.9747545255809662
126,0.03181701426394284,0.11225609873470507,0.061756860464811325,0.08380165696144104,0.9681829944924897,0.14456310868263245,0.1574084311723709,0.8479306524910787
127,0.03471252260729671,0.012532357567627179,0.06707940995693207,0.08753181993961334,0.9652874930533935,0.0464053638279438,0.052594371140003204,0.9830228705099805
128,0.022083567250519992,0.013647385725849554,0.05732792243361473,0.06981640309095383,0.9779164454648115,0.04503364488482475,0.05488425865769386,0.9815123656136326
129,0.026418382544070484,0.03189773347816969,0.05872121453285217,0.0763617679476738,0.9735816285722039,0.06865999847650528,0.08390788733959198,0.9567892946600643
130,0.02161093252710998,0.03859385926472513,0.05370388925075531,0.06906525045633316,0.9783890796082196,0.07931338995695114,0.09229584038257599,0.9477182678125184
131,0.02895254301838577,0.0147818266169021,0.06419646739959717,0.07994036376476288,0.9710474813036798,0.049524545669555664,0.05711986497044563,0.9799755747222705
132,0.021745271747931838,0.03152765372866079,0.05398691073060036,0.06927959620952606,0.978254731469746,0.07032469660043716,0.08341974020004272,0.957290610605999
133,0.0335129782371223,0.014373025317725382,0.06382547318935394,0.08600614219903946,0.9664870192960783,0.04705188050866127,0.056324444711208344,0.9805293904571855
134,0.024042839538305997,0.055162515295179265,0.05615517497062683,0.07284768670797348,0.9759571670752898,0.09178169071674347,0.11034301668405533,0.9252733637586625
135,0.02390828784555197,0.018372613691577788,0.056246813386678696,0.07264358550310135,0.9760917043374129,0.05284421145915985,0.06368079036474228,0.9751112781811281
136,0.041847653277218344,0.015059173303215127,0.07462186366319656,0.09610776603221893,0.9581523463653744,0.04994707182049751,0.057653240859508514,0.9795998585167509
137,0.030852243844419716,0.020944440051128988,0.0647083967924118,0.08252136409282684,0.969147742139867,0.058386098593473434,0.06799193471670151,0.9716273056393986
138,0.022709187529981138,0.009057001455834037,0.05750087648630142,0.07079844176769257,0.9772908202054614,0.038203805685043335,0.04471113160252571,0.9877307771736251
139,0.024064914966002108,0.007600037969256702,0.05432397872209549,0.07288112491369247,0.9759350903722085,0.03555148467421532,0.04095723107457161,0.9897045131662366
140,0.023945539612323045,0.038097758532354704,0.055772967636585236,0.0727001503109932,0.9760544536926659,0.07681379467248917,0.0917007252573967,0.9483903055440547
141,0.02835075054317713,0.02286201950750853,0.061617422848939896,0.07910522818565369,0.9716492549988563,0.06060915067791939,0.07103630155324936,0.9690296274402799
142,0.021788283456116914,0.028854637847919213,0.05695674568414688,0.06934806704521179,0.9782117288781267,0.06743945926427841,0.07980513572692871,0.9609116448045742
143,0.029637619759887456,0.021737911787472274,0.0625770166516304,0.08088061958551407,0.9703623990975957,0.059898827224969864,0.06926783919334412,0.9705524582589373
144,0.027871245089918374,0.019527113359225422,0.060784388333559036,0.07843343913555145,0.9721287342523407,0.058577410876750946,0.06565112620592117,0.973547297578296
145,0.020637161415070295,0.021628995867151963,0.05208117887377739,0.0674913302063942,0.9793628318805842,0.05863947793841362,0.06909412145614624,0.9706999794409922
146,0.017872726507484914,0.015889322875361694,0.04792886599898338,0.06280848383903503,0.9821272769660765,0.053223006427288055,0.05922098085284233,0.9784753079345833
147,0.025775356185622513,0.012332428099685594,0.05448390543460846,0.07542672008275986,0.9742246518746613,0.04813103750348091,0.05217314884066582,0.9832937170994263
148,0.017491033570840954,0.03373767749259347,0.04772746562957764,0.06213422119617462,0.982508954327432,0.07542099803686142,0.08629404008388519,0.9542967219337775
149,0.02159278837032616,0.017955523768537922,0.05153677985072136,0.06903626024723053,0.9784072170997434,0.05652214214205742,0.06295382231473923,0.9756762826718408
150,0.019955448312684892,0.01997388026824123,0.05003591999411583,0.06636721640825272,0.9800445584182985,0.058133553713560104,0.06639789789915085,0.9729420843237392
151,0.02199637681245804,0.008849492639695344,0.055541545152664185,0.06967847794294357,0.9780036050417743,0.03906310349702835,0.04419587925076485,0.9880119280560259
152,0.022478774338960648,0.01022893357041635,0.0575205460190773,0.07043835520744324,0.9775212271184311,0.04326952248811722,0.047515787184238434,0.986143242182109
153,0.01991527942940593,0.010682440607955581,0.05208980664610863,0.0663004145026207,0.980084714675639,0.042672835290431976,0.048557739704847336,0.9855288630044601
154,0.020570413041859865,0.016841509428463484,0.05310426652431488,0.0673820823431015,0.9794295921077043,0.052792008966207504,0.06096964329481125,0.9771853904779024
155,0.025510202376171947,0.021554519765471156,0.05664609745144844,0.07503774762153625,0.9744898078774498,0.059209950268268585,0.06897502392530441,0.9708008996597194
156,0.02105171037837863,0.018106476648857717,0.05332642048597336,0.06816581636667252,0.9789482858309694,0.0531972199678421,0.06321791559457779,0.9754717804224027
157,0.024634310957044363,0.021668945684244757,0.056407488882541656,0.07373832166194916,0.9753656738962941,0.06048089638352394,0.06915794312953949,0.9706458262480038
158,0.016402617120184003,0.01159821730107069,0.04696574807167053,0.060169920325279236,0.983597387152999,0.0453341007232666,0.05059628188610077,0.9842883094045581
159,0.02254025176167488,0.018275470717957144,0.055250491946935654,0.0705346018075943,0.9774597570439526,0.05639434978365898,0.06351218372583389,0.9752428958789259
160,0.02445852038450539,0.019479578753051004,0.053663283586502075,0.07347472757101059,0.9755414832241003,0.0575612336397171,0.06557116657495499,0.9736116912866466
161,0.015710715521126985,0.020981403851979656,0.04530870541930199,0.05888719856739044,0.9842892880993125,0.05880682170391083,0.06805188208818436,0.9715772534659584
162,0.023657571030780672,0.014902824437931964,0.05440850183367729,0.07226166129112244,0.9763424399798551,0.0500163659453392,0.057353146374225616,0.9798116783424426
163,0.03424627131782472,0.00809351756776634,0.0681421309709549,0.08694197982549667,0.9657537455287233,0.036669254302978516,0.04226601496338844,0.9890360168961235
164,0.028631930230185388,0.009241276567703799,0.060613516718149185,0.07949653267860413,0.9713680775239203,0.04129103571176529,0.045163605362176895,0.987481192589577
165,0.022162892427295446,0.02528317713815915,0.05121786892414093,0.06994166225194931,0.9778371311287849,0.06360261142253876,0.07470313459634781,0.9657497817025369
166,0.019634202080778776,0.012923528146194784,0.04856971651315689,0.06583087146282196,0.9803657974907444,0.04854365438222885,0.053408872336149216,0.9824929677622897
167,0.0181604728102684,0.018741378315577383,0.04994218423962593,0.06331206858158112,0.9818395263989198,0.05536388233304024,0.06431671977043152,0.9746117046871612
168,0.01889675436075777,0.01127732265740633,0.05040927976369858,0.06458277255296707,0.9811032357878975,0.044462643563747406,0.04989141598343849,0.9847230246967633
169,0.018419623095542192,0.026329622947071727,0.049194518476724625,0.06376218050718307,0.9815803883221138,0.06519955396652222,0.07623344659805298,0.9643321574381789
170,0.01811060744104907,0.025613641660464436,0.04850253090262413,0.06322509795427322,0.9818893857203075,0.06438152492046356,0.0751897394657135,0.9653021231690584
171,0.02428956201300025,0.03009367587142869,0.055094990879297256,0.07322049140930176,0.9757104523419755,0.0701717808842659,0.0815005823969841,0.9592331509323061
172,0.015428322721272708,0.01524837952303259,0.04642653465270996,0.058355554938316345,0.9845716836980047,0.05071873590350151,0.05801426246762276,0.9793435688620098
173,0.017416995223611592,0.014594921989268378,0.04953555762767792,0.062002554535865784,0.9825830042255589,0.04950089380145073,0.0567576065659523,0.9802287621386327
174,0.019199093412607907,0.012206377706637508,0.04963855817914009,0.06509732455015182,0.9808009217588501,0.04578936845064163,0.05190584063529968,0.9834644665620964
175,0.01844400642439723,0.018472351820061083,0.046581074595451355,0.06380438059568405,0.9815559993167244,0.055209435522556305,0.063853420317173,0.974976151512379
176,0.01535013720858842,0.011202497946980753,0.04851585254073143,0.058207493275403976,0.9846498735762749,0.04365643858909607,0.049725621938705444,0.984824388951938
177,0.01746808701660484,0.01837095177095187,0.04916331171989441,0.062093425542116165,0.9825319131304032,0.054957740008831024,0.06367794424295425,0.9751134995667167
178,0.021578674614429475,0.02541503761159746,0.05394993722438812,0.06901369988918304,0.9784213250233577,0.06401500105857849,0.07489769905805588,0.9655711394619277
179,0.02334656164981425,0.017902538278385213,0.05624068155884743,0.07178513705730438,0.9766534277887399,0.05400308966636658,0.06286085397005081,0.9757480697675457
180,0.017986002173274757,0.017976199815932074,0.04910009354352951,0.0630071833729744,0.9820140122929131,0.05418742448091507,0.06299003958702087,0.9756482879186814
181,0.01651308808475733,0.015960132850236015,0.04651811718940735,0.06037219241261482,0.9834869230956683,0.05123366788029671,0.0593528151512146,0.9783793695881945
182,0.021737639550119637,0.011210799707393897,0.053382519632577896,0.06926742196083069,0.9782623737091583,0.043421369045972824,0.04974403604865074,0.984813147248705
183,0.01987582446075976,0.010854341873997137,0.05194373428821564,0.06623471528291702,0.9801241592347727,0.04323428496718407,0.048946812748909,0.9852960314703384
184,0.015448411854449659,0.013083257516355891,0.04508030042052269,0.05839353799819946,0.9845515924548807,0.04613537713885307,0.053737953305244446,0.9822765631700258
185,0.016202530483715238,0.01744902839786128,0.046492062509059906,0.05980180203914642,0.9837974789880021,0.0535774864256382,0.06205950677394867,0.9763624549619487
186,0.015889701349660754,0.014199993671163133,0.04563106968998909,0.059221673756837845,0.9841103098227588,0.048639461398124695,0.05598440393805504,0.9807637743138474
187,0.017485496974550187,0.015818321832308645,0.04871775582432747,0.06212436407804489,0.9825145022159578,0.05105556920170784,0.05908855050802231,0.9785714676975205
188,0.012769682323560119,0.018986429627004423,0.04465009644627571,0.053090039640665054,0.9872303137191938,0.05570502206683159,0.06473582237958908,0.9742797579605218
