F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,2.84e-20,-1.56e-19,5.68e-19,9.58e-01,1.03e-19,-9.94e-20,1.34e-19,9.58e-01,1.17e+00,-7.89e-04,2.85e-03,-7.88e-04,-5.34e-09,1.50e-03,2.84e-03,1.50e-03,-5.38e-09
1.20e+00,-1.70e-19,-3.12e-19,5.96e-19,9.24e-01,3.88e-19,-4.26e-20,-2.03e-19,9.24e-01,2.14e+00,-1.86e-03,5.74e-03,-1.84e-03,-1.48e-08,2.92e-03,5.69e-03,2.92e-03,-1.47e-08
1.30e+00,1.42e-19,-2.27e-19,1.70e-19,8.94e-01,5.34e-19,-9.37e-19,-3.78e-19,8.94e-01,2.98e+00,-3.23e-03,8.69e-03,-3.16e-03,-2.87e-08,4.31e-03,8.53e-03,4.32e-03,-2.79e-08
1.40e+00,-3.12e-19,-1.98e-19,7.10e-19,8.70e-01,7.63e-19,-1.93e-18,-7.40e-19,8.70e-01,3.71e+00,-4.85e-03,1.17e-02,-4.69e-03,-4.20e-08,5.71e-03,1.13e-02,5.73e-03,-4.03e-08
1.50e+00,5.68e-19,-5.68e-20,5.68e-19,8.49e-01,5.29e-19,-2.67e-18,-4.19e-19,8.48e-01,4.38e+00,-6.67e-03,1.47e-02,-6.34e-03,-5.57e-08,7.13e-03,1.41e-02,7.16e-03,-5.30e-08
1.60e+00,-6.25e-19,4.54e-19,5.68e-20,8.31e-01,1.03e-18,-3.01e-18,-6.35e-19,8.30e-01,5.00e+00,-8.60e-03,1.78e-02,-8.03e-03,-7.37e-08,8.57e-03,1.68e-02,8.62e-03,-6.94e-08
1.70e+00,-1.19e-18,1.81e-18,-6.81e-19,8.17e-01,9.19e-19,-3.40e-18,-1.25e-18,8.15e-01,5.58e+00,-1.05e-02,2.10e-02,-9.68e-03,-1.02e-07,1.00e-02,1.94e-02,1.01e-02,-9.46e-08
1.80e+00,-1.53e-18,7.95e-19,-7.38e-19,8.04e-01,1.16e-18,-4.54e-18,-1.41e-18,8.02e-01,6.13e+00,-1.25e-02,2.42e-02,-1.12e-02,-1.53e-07,1.14e-02,2.20e-02,1.15e-02,-1.36e-07
1.90e+00,-1.25e-18,2.61e-18,-3.40e-19,7.94e-01,1.28e-18,-5.34e-18,-1.05e-18,7.91e-01,6.65e+00,-1.44e-02,2.74e-02,-1.26e-02,-2.47e-07,1.28e-02,2.44e-02,1.30e-02,-2.09e-07
2.00e+00,2.04e-18,1.02e-18,1.25e-18,7.86e-01,1.30e-18,-4.09e-18,-1.89e-18,7.82e-01,7.15e+00,-1.62e-02,3.07e-02,-1.39e-02,-2.77e-11,1.42e-02,2.68e-02,1.44e-02,-6.65e-12
