F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,8.52e-20,-2.13e-19,-3.12e-19,9.58e-01,1.15e-20,5.89e-19,2.93e-19,9.58e-01,1.14e+00,4.34e-04,3.36e-04,4.32e-04,-4.72e-09,1.88e-03,3.36e-04,1.88e-03,-4.75e-09
1.20e+00,-3.97e-19,-4.26e-19,-4.54e-19,9.23e-01,3.47e-19,3.12e-19,4.10e-19,9.24e-01,2.09e+00,1.34e-03,6.79e-04,1.33e-03,-1.22e-08,3.69e-03,6.73e-04,3.69e-03,-1.24e-08
1.30e+00,1.70e-19,-2.55e-19,-2.84e-19,8.93e-01,-8.74e-20,-2.84e-20,9.28e-19,8.94e-01,2.90e+00,2.67e-03,1.01e-03,2.61e-03,-2.33e-08,5.56e-03,9.94e-04,5.55e-03,-2.39e-08
1.40e+00,7.95e-19,-1.98e-19,-1.36e-18,8.67e-01,-2.01e-19,-9.66e-19,1.56e-18,8.69e-01,3.62e+00,4.32e-03,1.33e-03,4.15e-03,-3.40e-08,7.54e-03,1.28e-03,7.54e-03,-3.50e-08
1.50e+00,2.27e-19,6.81e-19,-2.27e-19,8.46e-01,5.23e-19,-1.07e-18,1.12e-18,8.48e-01,4.27e+00,6.19e-03,1.61e-03,5.83e-03,-4.44e-08,9.70e-03,1.53e-03,9.69e-03,-4.54e-08
1.60e+00,1.13e-18,6.81e-19,2.15e-18,8.27e-01,5.94e-19,-1.53e-18,1.30e-18,8.30e-01,4.88e+00,8.20e-03,1.87e-03,7.54e-03,-5.74e-08,1.20e-02,1.74e-03,1.20e-02,-5.79e-08
1.70e+00,1.81e-18,-6.25e-19,2.04e-18,8.11e-01,2.41e-19,-1.36e-18,1.37e-18,8.14e-01,5.44e+00,1.02e-02,2.10e-03,9.21e-03,-7.68e-08,1.45e-02,1.92e-03,1.45e-02,-7.59e-08
1.80e+00,-2.27e-19,-7.95e-19,2.72e-18,7.98e-01,-5.36e-19,-2.27e-19,1.00e-18,8.01e-01,5.97e+00,1.23e-02,2.31e-03,1.07e-02,-1.08e-07,1.72e-02,2.05e-03,1.72e-02,-1.04e-07
1.90e+00,2.50e-18,-2.15e-18,-4.54e-19,7.86e-01,-4.26e-19,-2.27e-19,-1.47e-19,7.90e-01,6.48e+00,1.43e-02,2.49e-03,1.22e-02,-1.62e-07,2.01e-02,2.16e-03,2.01e-02,-1.52e-07
2.00e+00,4.31e-18,-1.81e-18,-2.72e-18,7.77e-01,2.04e-19,-1.47e-18,5.32e-21,7.81e-01,6.96e+00,1.62e-02,2.64e-03,1.34e-02,-2.61e-07,2.30e-02,2.24e-03,2.30e-02,-2.37e-07
