F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,5.68e-19,-1.87e-18,-6.47e-18,9.58e-01,-2.82e-18,-1.46e-17,-1.04e-17,9.59e-01,1.74e+00,1.52e-02,-1.95e-03,1.51e-02,-1.09e-07,-1.87e-03,-1.94e-03,-1.87e-03,-1.59e-07
1.20e+00,-8.07e-18,-9.20e-18,-2.27e-19,9.27e-01,7.74e-19,-3.13e-17,-1.55e-17,9.29e-01,3.14e+00,3.30e-02,2.80e-05,3.28e-02,-4.76e-10,-3.08e-03,3.43e-05,-3.06e-03,-1.09e-09
1.30e+00,-6.81e-18,1.54e-17,-5.68e-18,9.02e-01,1.11e-17,-6.79e-17,-1.97e-17,9.07e-01,4.34e+00,5.32e-02,4.91e-03,5.26e-02,-4.22e-10,-4.72e-03,4.89e-03,-4.67e-03,-4.67e-10
1.40e+00,8.41e-18,-4.54e-19,2.72e-18,8.85e-01,6.60e-18,-6.41e-17,-2.44e-17,8.92e-01,5.43e+00,7.53e-02,1.14e-02,7.41e-02,-2.10e-10,-7.58e-03,1.13e-02,-7.44e-03,-4.07e-10
1.50e+00,5.45e-18,-2.04e-17,2.22e-17,8.73e-01,-6.50e-18,-2.40e-17,-1.89e-17,8.82e-01,6.46e+00,9.87e-02,1.84e-02,9.68e-02,-1.61e-10,-1.23e-02,1.82e-02,-1.20e-02,-3.82e-10
1.60e+00,-5.45e-18,-2.72e-18,1.00e-17,8.65e-01,-3.73e-18,-2.45e-17,-2.35e-17,8.79e-01,7.44e+00,1.23e-01,2.52e-02,1.20e-01,-7.70e-10,-1.96e-02,2.49e-02,-1.91e-02,-6.65e-10
