F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-5.19e-20,-4.39e-20,1.42e-20,9.88e-01,4.88e-20,8.52e-20,-1.64e-20,9.88e-01,3.76e-01,1.48e-03,1.01e-03,1.43e-03,1.24e-10,5.94e-05,9.77e-04,5.95e-05,8.44e-11
1.04e+00,-4.85e-19,-1.21e-19,3.97e-19,9.76e-01,5.67e-20,1.98e-19,-6.57e-20,9.77e-01,7.36e-01,2.91e-03,2.12e-03,2.71e-03,5.59e-11,1.20e-04,1.98e-03,1.20e-04,4.39e-11
1.07e+00,-3.85e-19,-1.34e-19,4.83e-19,9.66e-01,8.76e-20,2.27e-19,-9.59e-20,9.67e-01,1.07e+00,4.27e-03,3.34e-03,3.84e-03,8.84e-12,1.81e-04,3.00e-03,1.81e-04,1.51e-12
1.09e+00,-1.06e-20,-1.15e-19,9.09e-19,9.55e-01,5.81e-20,-2.84e-19,3.55e-21,9.57e-01,1.40e+00,5.55e-03,4.65e-03,4.82e-03,-2.00e-10,2.40e-04,4.05e-03,2.40e-04,-2.03e-10
1.12e+00,-5.32e-20,-2.16e-19,4.83e-19,9.45e-01,3.15e-20,0.00e+00,-9.94e-20,9.47e-01,1.72e+00,6.74e-03,6.06e-03,5.66e-03,6.25e-12,2.97e-04,5.10e-03,2.97e-04,-1.58e-11
1.14e+00,-2.94e-19,-2.45e-19,3.97e-19,9.35e-01,-6.02e-20,0.00e+00,-1.42e-20,9.38e-01,2.02e+00,7.84e-03,7.55e-03,6.38e-03,4.03e-11,3.50e-04,6.16e-03,3.51e-04,3.76e-11
1.17e+00,-7.10e-21,-2.43e-19,3.40e-19,9.25e-01,-6.55e-20,-1.13e-19,-7.10e-20,9.28e-01,2.32e+00,8.85e-03,9.14e-03,6.97e-03,-1.08e-10,4.01e-04,7.22e-03,4.02e-04,-9.68e-11
1.19e+00,-2.87e-19,-1.80e-19,2.27e-19,9.16e-01,-5.47e-20,-1.13e-19,-1.91e-19,9.20e-01,2.60e+00,9.76e-03,1.08e-02,7.45e-03,1.71e-10,4.49e-04,8.28e-03,4.50e-04,1.39e-10
1.22e+00,-8.59e-19,-1.14e-19,1.70e-19,9.07e-01,-1.11e-19,2.27e-19,-2.55e-19,9.11e-01,2.87e+00,1.05e-02,1.25e-02,7.84e-03,8.76e-11,4.93e-04,9.33e-03,4.95e-04,6.31e-11
1.24e+00,-1.24e-18,-1.01e-19,5.68e-19,8.99e-01,-1.57e-19,0.00e+00,-2.55e-19,9.03e-01,3.13e+00,1.13e-02,1.43e-02,8.13e-03,3.51e-11,5.33e-04,1.03e-02,5.35e-04,3.31e-11
