F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,6.81e-18,-2.84e-20,-1.42e-17,9.57e-01,2.00e-18,-7.24e-18,1.36e-18,9.56e-01,1.24e+00,-3.13e-03,-3.57e-03,-3.12e-03,-4.33e-11,3.05e-03,-3.56e-03,3.06e-03,-5.14e-11
1.20e+00,1.98e-18,-1.26e-17,-1.37e-17,9.23e-01,-3.76e-18,-6.70e-18,2.03e-18,9.19e-01,2.27e+00,-5.18e-03,-7.47e-03,-5.16e-03,-5.47e-10,5.29e-03,-7.42e-03,5.30e-03,-6.85e-10
1.30e+00,1.57e-17,-1.01e-17,-2.39e-17,8.94e-01,2.42e-18,-4.20e-18,-2.39e-18,8.89e-01,3.15e+00,-6.37e-03,-1.16e-02,-6.33e-03,-1.26e-09,6.71e-03,-1.15e-02,6.73e-03,-1.27e-09
1.40e+00,2.21e-18,-1.63e-17,-2.22e-17,8.70e-01,-1.78e-18,-2.38e-17,-5.90e-18,8.64e-01,3.94e+00,-6.92e-03,-1.60e-02,-6.87e-03,-1.46e-09,7.38e-03,-1.57e-02,7.41e-03,-1.23e-09
1.50e+00,-1.02e-18,-3.77e-17,-1.47e-17,8.50e-01,-2.53e-18,-1.11e-17,-2.96e-18,8.44e-01,4.66e+00,-7.02e-03,-2.05e-02,-6.96e-03,-1.88e-09,7.45e-03,-2.00e-02,7.48e-03,-1.71e-09
1.60e+00,2.04e-18,-3.45e-17,-7.84e-18,8.34e-01,1.03e-19,6.81e-19,1.27e-19,8.27e-01,5.33e+00,-6.83e-03,-2.50e-02,-6.78e-03,-3.06e-09,7.11e-03,-2.43e-02,7.14e-03,-3.25e-09
1.70e+00,-8.41e-18,-4.09e-17,1.81e-18,8.21e-01,2.66e-18,-1.81e-18,4.03e-18,8.13e-01,5.98e+00,-6.47e-03,-2.95e-02,-6.44e-03,-5.65e-09,6.60e-03,-2.85e-02,6.62e-03,-6.74e-09
1.80e+00,-8.41e-18,-3.86e-17,-8.63e-18,8.11e-01,5.24e-18,4.54e-18,-4.51e-19,8.03e-01,6.59e+00,-6.04e-03,-3.41e-02,-6.04e-03,-1.14e-08,6.20e-03,-3.26e-02,6.20e-03,-1.46e-08
1.90e+00,1.29e-17,-2.72e-17,-3.95e-17,8.04e-01,1.15e-18,1.72e-17,9.30e-18,7.96e-01,7.18e+00,-5.61e-03,-3.85e-02,-5.64e-03,-2.55e-08,6.22e-03,-3.66e-02,6.19e-03,-3.43e-08
2.00e+00,2.40e-17,-1.95e-17,-5.86e-17,8.00e-01,-3.80e-18,3.22e-17,3.69e-19,7.91e-01,7.76e+00,-5.21e-03,-4.30e-02,-5.24e-03,-6.46e-08,6.99e-03,-4.05e-02,6.92e-03,-9.27e-08
