F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-3.96e-19,-8.05e-20,4.26e-20,9.88e-01,-2.72e-20,6.25e-19,-7.23e-20,9.88e-01,4.33e-01,4.99e-04,-2.34e-04,4.81e-04,1.15e-10,-2.30e-03,-2.26e-04,-2.30e-03,5.54e-11
1.04e+00,-5.22e-19,-8.18e-20,-2.84e-20,9.77e-01,-8.32e-21,4.26e-19,-3.64e-20,9.77e-01,8.46e-01,1.05e-03,-5.86e-04,9.84e-04,-1.18e-11,-4.46e-03,-5.46e-04,-4.46e-03,-5.35e-11
1.07e+00,-2.69e-19,-1.21e-19,4.54e-19,9.66e-01,-3.41e-20,7.38e-19,8.79e-20,9.67e-01,1.24e+00,1.67e-03,-1.05e-03,1.50e-03,-3.97e-10,-6.49e-03,-9.51e-04,-6.49e-03,-3.78e-10
1.09e+00,6.39e-20,-1.28e-19,7.10e-19,9.56e-01,-5.41e-20,5.11e-19,1.52e-19,9.57e-01,1.62e+00,2.35e-03,-1.64e-03,2.04e-03,1.02e-11,-8.40e-03,-1.42e-03,-8.41e-03,3.55e-12
1.12e+00,-3.40e-19,-3.48e-19,4.54e-19,9.46e-01,-6.53e-20,7.95e-19,1.42e-19,9.47e-01,1.98e+00,3.09e-03,-2.33e-03,2.60e-03,3.36e-13,-1.02e-02,-1.96e-03,-1.02e-02,-5.38e-12
1.14e+00,-6.03e-19,-6.10e-19,5.68e-19,9.36e-01,-8.82e-20,9.09e-19,3.90e-20,9.38e-01,2.33e+00,3.89e-03,-3.13e-03,3.17e-03,-4.13e-11,-1.18e-02,-2.56e-03,-1.19e-02,-5.24e-11
1.17e+00,-8.80e-19,-5.57e-19,6.81e-19,9.27e-01,-7.11e-20,7.95e-19,1.66e-19,9.28e-01,2.67e+00,4.75e-03,-4.03e-03,3.75e-03,1.32e-11,-1.34e-02,-3.19e-03,-1.35e-02,4.59e-11
1.19e+00,-9.51e-19,-4.99e-19,-1.13e-19,9.18e-01,-5.56e-20,1.59e-18,-6.03e-20,9.20e-01,2.99e+00,5.66e-03,-5.03e-03,4.33e-03,1.18e-10,-1.49e-02,-3.85e-03,-1.50e-02,9.71e-11
1.22e+00,-1.63e-18,-5.70e-19,-1.13e-19,9.09e-01,9.32e-21,1.93e-18,-2.02e-19,9.11e-01,3.31e+00,6.61e-03,-6.10e-03,4.91e-03,-4.06e-11,-1.63e-02,-4.54e-03,-1.64e-02,-2.93e-11
1.24e+00,-1.71e-18,-5.81e-19,-4.54e-19,9.01e-01,-2.37e-20,1.59e-18,-2.30e-19,9.03e-01,3.61e+00,7.61e-03,-7.26e-03,5.49e-03,3.38e-11,-1.77e-02,-5.24e-03,-1.77e-02,3.49e-11
1.27e+00,-2.55e-18,-4.24e-19,-2.27e-19,8.92e-01,-2.66e-21,1.81e-18,-1.70e-19,8.95e-01,3.91e+00,8.65e-03,-8.48e-03,6.06e-03,-2.22e-11,-1.89e-02,-5.95e-03,-1.90e-02,-4.58e-11
1.29e+00,-2.21e-18,-3.40e-19,-9.66e-19,8.84e-01,-2.57e-19,1.13e-18,-2.62e-19,8.87e-01,4.20e+00,9.72e-03,-9.77e-03,6.61e-03,2.73e-11,-2.01e-02,-6.67e-03,-2.02e-02,-8.93e-12
1.32e+00,-1.13e-18,-5.16e-19,-7.38e-19,8.77e-01,-2.97e-19,4.54e-19,-2.27e-19,8.80e-01,4.48e+00,1.07e-02,-1.11e-02,7.11e-03,3.20e-11,-2.13e-02,-7.40e-03,-2.14e-02,-1.81e-12
1.34e+00,-1.40e-18,-5.53e-19,-1.98e-18,8.69e-01,-2.27e-19,6.81e-19,-3.55e-20,8.72e-01,4.75e+00,1.17e-02,-1.25e-02,7.55e-03,-2.90e-10,-2.24e-02,-8.12e-03,-2.24e-02,-2.81e-10
