F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-2.27e-19,3.55e-19,-6.53e-19,9.58e-01,1.09e-19,-9.94e-20,4.17e-20,9.58e-01,1.14e+00,5.79e-04,-1.29e-03,5.78e-04,-4.78e-09,-2.65e-03,-1.28e-03,-2.65e-03,-4.79e-09
1.20e+00,-7.38e-19,3.40e-19,3.97e-19,9.23e-01,-6.45e-19,2.84e-19,2.42e-19,9.23e-01,2.08e+00,9.85e-04,-2.53e-03,9.78e-04,-1.26e-08,-4.88e-03,-2.51e-03,-4.88e-03,-1.26e-08
1.30e+00,-1.76e-18,7.95e-19,4.54e-19,8.94e-01,-3.76e-19,-1.70e-19,3.01e-19,8.93e-01,2.90e+00,1.25e-03,-3.76e-03,1.24e-03,-2.38e-08,-6.80e-03,-3.70e-03,-6.80e-03,-2.41e-08
1.40e+00,-1.02e-18,1.07e-18,1.13e-19,8.69e-01,-3.68e-19,-4.54e-19,7.13e-19,8.68e-01,3.61e+00,1.42e-03,-4.99e-03,1.40e-03,-3.39e-08,-8.48e-03,-4.84e-03,-8.49e-03,-3.48e-08
1.50e+00,2.27e-19,1.70e-19,3.06e-18,8.47e-01,-4.98e-19,-1.30e-18,1.12e-18,8.46e-01,4.26e+00,1.49e-03,-6.20e-03,1.47e-03,-4.32e-08,-9.98e-03,-5.94e-03,-1.00e-02,-4.44e-08
1.60e+00,-1.81e-18,6.81e-19,3.86e-18,8.29e-01,-3.83e-19,-1.36e-18,1.01e-18,8.28e-01,4.86e+00,1.49e-03,-7.41e-03,1.48e-03,-5.41e-08,-1.13e-02,-6.99e-03,-1.13e-02,-5.54e-08
1.70e+00,-4.54e-19,1.13e-19,2.72e-18,8.13e-01,-3.33e-19,-2.04e-18,1.34e-18,8.12e-01,5.43e+00,1.41e-03,-8.59e-03,1.43e-03,-6.93e-08,-1.26e-02,-7.98e-03,-1.26e-02,-7.09e-08
1.80e+00,6.81e-19,-5.68e-19,6.81e-19,8.00e-01,2.02e-19,-1.59e-18,6.92e-19,7.98e-01,5.96e+00,1.27e-03,-9.75e-03,1.34e-03,-9.25e-08,-1.38e-02,-8.91e-03,-1.39e-02,-9.49e-08
1.90e+00,4.54e-19,1.25e-18,4.54e-19,7.88e-01,2.98e-19,-3.06e-18,1.34e-19,7.87e-01,6.46e+00,1.07e-03,-1.08e-02,1.22e-03,-1.30e-07,-1.50e-02,-9.77e-03,-1.51e-02,-1.34e-07
2.00e+00,2.27e-18,1.13e-19,2.27e-18,7.79e-01,-7.10e-21,-6.02e-18,8.16e-20,7.78e-01,6.94e+00,8.24e-04,-1.19e-02,1.07e-03,-1.95e-07,-1.62e-02,-1.05e-02,-1.63e-02,-2.03e-07
