F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,5.86e-20,-6.30e-20,1.27e-19,9.88e-01,1.94e-22,-1.34e-19,-4.35e-20,9.88e-01,3.14e-01,1.36e-03,6.48e-04,1.32e-03,6.70e-13,1.13e-03,6.25e-04,1.13e-03,6.58e-12
1.04e+00,1.24e-19,-1.72e-19,3.40e-19,9.77e-01,3.44e-21,-1.84e-19,-5.37e-20,9.76e-01,6.15e-01,2.80e-03,1.28e-03,2.60e-03,2.22e-10,2.24e-03,1.19e-03,2.24e-03,2.22e-10
1.07e+00,-1.13e-19,-2.06e-19,2.27e-19,9.66e-01,-2.09e-20,-4.12e-19,-1.12e-19,9.66e-01,9.02e-01,4.28e-03,1.89e-03,3.85e-03,2.17e-11,3.32e-03,1.70e-03,3.32e-03,1.55e-11
1.09e+00,4.97e-20,-2.32e-19,2.84e-19,9.56e-01,-2.69e-20,-5.39e-19,-3.10e-21,9.55e-01,1.17e+00,5.82e-03,2.47e-03,5.06e-03,-4.61e-11,4.38e-03,2.15e-03,4.38e-03,-4.96e-11
1.12e+00,7.10e-21,-1.67e-19,3.97e-19,9.46e-01,5.82e-21,-6.39e-19,-1.33e-20,9.45e-01,1.44e+00,7.39e-03,3.02e-03,6.22e-03,-1.37e-10,5.41e-03,2.54e-03,5.40e-03,-1.26e-10
1.14e+00,2.27e-19,-1.18e-19,1.56e-19,9.36e-01,3.91e-21,-3.97e-19,-9.67e-20,9.35e-01,1.69e+00,9.01e-03,3.53e-03,7.33e-03,-1.88e-10,6.41e-03,2.87e-03,6.40e-03,-1.87e-10
1.17e+00,4.19e-19,-5.01e-20,1.70e-19,9.27e-01,6.57e-21,-4.12e-19,-1.18e-19,9.25e-01,1.94e+00,1.06e-02,4.00e-03,8.40e-03,1.08e-10,7.37e-03,3.15e-03,7.36e-03,1.11e-10
1.19e+00,4.26e-20,-1.50e-19,2.27e-19,9.18e-01,-3.28e-20,-7.38e-19,-2.39e-20,9.16e-01,2.17e+00,1.23e-02,4.42e-03,9.43e-03,5.07e-11,8.30e-03,3.38e-03,8.29e-03,6.41e-11
1.22e+00,3.69e-19,-1.39e-19,-5.68e-20,9.09e-01,-1.30e-20,-1.05e-18,-1.04e-19,9.07e-01,2.40e+00,1.40e-02,4.79e-03,1.04e-02,4.95e-12,9.20e-03,3.55e-03,9.18e-03,1.62e-12
1.24e+00,2.84e-19,-1.60e-19,3.12e-19,9.01e-01,2.07e-20,-6.53e-19,-3.55e-20,8.99e-01,2.62e+00,1.57e-02,5.10e-03,1.13e-02,-3.50e-12,1.00e-02,3.67e-03,1.00e-02,-3.36e-12
1.27e+00,1.27e-19,-9.41e-20,2.55e-19,8.93e-01,1.38e-21,-2.84e-20,-1.03e-19,8.90e-01,2.84e+00,1.74e-02,5.36e-03,1.22e-02,-1.00e-10,1.08e-02,3.74e-03,1.08e-02,-9.62e-11
