F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,3.19e-20,-1.14e-19,8.66e-19,9.88e-01,1.38e-20,-1.42e-19,-1.70e-19,9.88e-01,4.72e-01,1.47e-03,-2.19e-03,1.42e-03,9.20e-11,9.26e-04,-2.11e-03,9.25e-04,1.68e-10
1.04e+00,1.24e-19,1.06e-19,8.80e-19,9.78e-01,3.78e-20,3.12e-19,-4.06e-19,9.77e-01,9.23e-01,3.19e-03,-4.56e-03,2.98e-03,3.88e-11,1.78e-03,-4.24e-03,1.78e-03,1.01e-10
1.07e+00,7.10e-21,9.67e-20,1.22e-18,9.68e-01,4.98e-20,1.70e-19,-1.84e-19,9.66e-01,1.35e+00,5.14e-03,-7.10e-03,4.63e-03,-1.44e-10,2.58e-03,-6.38e-03,2.58e-03,-1.03e-10
1.09e+00,1.91e-19,1.64e-19,2.04e-18,9.58e-01,6.38e-20,5.68e-20,-4.38e-19,9.55e-01,1.76e+00,7.30e-03,-9.79e-03,6.36e-03,-4.28e-11,3.33e-03,-8.51e-03,3.32e-03,-4.08e-11
1.12e+00,-1.84e-19,1.50e-19,2.21e-18,9.48e-01,9.65e-20,1.70e-19,-3.72e-19,9.45e-01,2.16e+00,9.66e-03,-1.26e-02,8.15e-03,-1.66e-10,4.02e-03,-1.06e-02,4.01e-03,-2.37e-10
1.14e+00,-4.26e-19,1.59e-19,2.27e-18,9.39e-01,4.44e-22,1.70e-19,-3.56e-19,9.36e-01,2.54e+00,1.22e-02,-1.56e-02,9.97e-03,6.87e-12,4.68e-03,-1.27e-02,4.66e-03,-6.18e-12
1.17e+00,1.70e-19,1.67e-19,2.04e-18,9.30e-01,1.11e-21,-1.13e-19,-2.43e-19,9.26e-01,2.91e+00,1.49e-02,-1.86e-02,1.18e-02,1.90e-10,5.29e-03,-1.47e-02,5.27e-03,1.87e-10
1.19e+00,1.13e-19,1.15e-19,2.04e-18,9.21e-01,1.47e-19,2.84e-19,-3.65e-19,9.17e-01,3.27e+00,1.77e-02,-2.18e-02,1.36e-02,-6.08e-11,5.88e-03,-1.67e-02,5.85e-03,-7.65e-11
1.22e+00,8.52e-20,-1.31e-19,2.84e-18,9.13e-01,1.72e-19,7.95e-19,-2.30e-19,9.08e-01,3.62e+00,2.07e-02,-2.51e-02,1.54e-02,-4.43e-10,6.45e-03,-1.86e-02,6.42e-03,-4.52e-10
1.24e+00,-2.27e-19,-1.70e-19,1.25e-18,9.05e-01,1.38e-19,1.30e-18,-1.10e-19,9.00e-01,3.95e+00,2.38e-02,-2.85e-02,1.72e-02,-6.86e-12,7.00e-03,-2.05e-02,6.96e-03,-6.47e-12
1.27e+00,5.68e-19,-4.48e-20,1.47e-18,8.97e-01,7.52e-20,3.40e-19,-1.77e-19,8.92e-01,4.27e+00,2.70e-02,-3.20e-02,1.90e-02,-1.19e-10,7.54e-03,-2.24e-02,7.50e-03,-1.07e-10
1.29e+00,8.52e-20,-9.99e-20,7.95e-19,8.90e-01,3.89e-19,1.02e-18,-6.74e-20,8.84e-01,4.59e+00,3.03e-02,-3.55e-02,2.07e-02,-1.89e-09,8.08e-03,-2.42e-02,8.03e-03,-2.26e-09
1.32e+00,3.97e-19,1.03e-19,2.50e-18,8.82e-01,4.97e-19,1.81e-18,-9.80e-19,8.76e-01,4.90e+00,3.37e-02,-3.92e-02,2.24e-02,-1.32e-09,8.63e-03,-2.59e-02,8.56e-03,-1.85e-09
1.34e+00,-8.52e-20,3.64e-19,6.36e-18,8.75e-01,1.46e-18,3.12e-18,-7.74e-19,8.68e-01,5.20e+00,3.70e-02,-4.30e-02,2.40e-02,-1.06e-09,9.21e-03,-2.76e-02,9.14e-03,-9.81e-10
1.37e+00,-1.98e-19,1.58e-19,6.59e-18,8.68e-01,2.26e-18,1.47e-18,-2.92e-18,8.61e-01,5.49e+00,4.04e-02,-4.68e-02,2.55e-02,-1.89e-11,9.89e-03,-2.93e-02,9.81e-03,-2.05e-11
1.39e+00,-1.33e-18,1.11e-19,8.41e-18,8.61e-01,2.33e-18,1.93e-18,-2.95e-18,8.54e-01,5.77e+00,4.37e-02,-5.08e-02,2.69e-02,-2.74e-10,1.06e-02,-3.10e-02,1.05e-02,-3.02e-10
1.42e+00,-6.25e-19,5.26e-19,8.86e-18,8.55e-01,2.25e-18,9.09e-19,-2.45e-18,8.47e-01,6.05e+00,4.70e-02,-5.47e-02,2.82e-02,-1.45e-10,1.14e-02,-3.25e-02,1.13e-02,-1.00e-10
