F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,3.23e-19,-7.10e-20,5.54e-19,9.58e-01,-9.41e-20,-2.84e-19,-6.83e-20,9.58e-01,1.13e+00,-4.30e-04,2.79e-03,-4.29e-04,-4.57e-09,-1.46e-03,2.79e-03,-1.46e-03,-4.51e-09
1.20e+00,3.19e-19,5.96e-19,7.10e-21,9.23e-01,9.05e-20,-7.10e-19,-3.10e-20,9.23e-01,2.07e+00,-1.15e-03,5.61e-03,-1.14e-03,-1.20e-08,-3.15e-03,5.56e-03,-3.15e-03,-1.15e-08
1.30e+00,3.12e-19,5.68e-20,7.38e-19,8.94e-01,1.81e-19,-1.70e-19,1.03e-19,8.93e-01,2.87e+00,-2.07e-03,8.45e-03,-2.03e-03,-2.36e-08,-5.14e-03,8.29e-03,-5.14e-03,-2.20e-08
1.40e+00,-6.81e-19,2.27e-19,1.33e-18,8.68e-01,4.61e-19,7.95e-19,2.71e-19,8.67e-01,3.59e+00,-3.11e-03,1.13e-02,-3.01e-03,-3.50e-08,-7.48e-03,1.09e-02,-7.48e-03,-3.24e-08
1.50e+00,-9.66e-19,-7.95e-19,2.21e-18,8.47e-01,-7.28e-20,5.68e-19,-5.11e-19,8.45e-01,4.24e+00,-4.24e-03,1.43e-02,-4.03e-03,-4.57e-08,-1.02e-02,1.36e-02,-1.02e-02,-4.26e-08
1.60e+00,-1.61e-18,-1.02e-18,3.06e-18,8.28e-01,-1.84e-19,6.81e-19,7.10e-21,8.27e-01,4.84e+00,-5.43e-03,1.74e-02,-5.08e-03,-5.85e-08,-1.34e-02,1.63e-02,-1.33e-02,-5.47e-08
1.70e+00,-2.21e-18,-2.04e-18,5.96e-19,8.12e-01,-5.96e-19,-2.27e-19,-8.34e-19,8.11e-01,5.40e+00,-6.69e-03,2.06e-02,-6.13e-03,-7.67e-08,-1.70e-02,1.90e-02,-1.70e-02,-7.21e-08
1.80e+00,-2.10e-18,-1.59e-18,1.47e-18,7.99e-01,-8.73e-19,6.81e-19,-7.70e-19,7.97e-01,5.93e+00,-8.00e-03,2.40e-02,-7.19e-03,-1.04e-07,-2.12e-02,2.17e-02,-2.12e-02,-9.87e-08
1.90e+00,-3.40e-19,-2.38e-18,5.11e-19,7.88e-01,-8.31e-19,1.13e-18,-5.96e-19,7.85e-01,6.43e+00,-9.39e-03,2.76e-02,-8.27e-03,-1.50e-07,-2.60e-02,2.45e-02,-2.59e-02,-1.42e-07
2.00e+00,-3.40e-18,-2.95e-18,-6.81e-19,7.78e-01,-8.09e-19,2.27e-19,-1.42e-18,7.75e-01,6.91e+00,-1.08e-02,3.13e-02,-9.37e-03,-2.28e-07,-3.14e-02,2.72e-02,-3.13e-02,-2.15e-07
