F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-3.64e-20,-3.66e-20,-5.68e-20,9.88e-01,-2.39e-20,2.13e-20,1.24e-20,9.88e-01,3.24e-01,-1.68e-04,1.20e-03,-1.62e-04,-5.96e-12,7.93e-05,1.15e-03,7.93e-05,1.48e-11
1.04e+00,1.59e-19,7.77e-21,-1.42e-19,9.77e-01,5.55e-23,-5.68e-20,1.33e-20,9.76e-01,6.33e-01,-3.38e-04,2.45e-03,-3.14e-04,-6.03e-12,1.74e-04,2.27e-03,1.74e-04,-8.72e-12
1.07e+00,1.91e-19,-2.18e-20,-5.68e-20,9.67e-01,3.21e-20,-7.10e-20,3.48e-20,9.65e-01,9.28e-01,-5.04e-04,3.74e-03,-4.54e-04,6.57e-11,2.84e-04,3.36e-03,2.83e-04,8.28e-11
1.09e+00,9.94e-20,-1.44e-21,-1.70e-19,9.57e-01,5.56e-20,-3.40e-19,1.90e-20,9.54e-01,1.21e+00,-6.65e-04,5.07e-03,-5.79e-04,-7.80e-11,4.05e-04,4.40e-03,4.04e-04,-5.32e-11
1.12e+00,-1.13e-19,9.72e-20,-2.27e-19,9.47e-01,3.70e-20,-3.69e-19,5.32e-20,9.44e-01,1.48e+00,-8.18e-04,6.43e-03,-6.89e-04,3.68e-11,5.35e-04,5.40e-03,5.33e-04,9.59e-11
1.14e+00,1.34e-19,2.46e-20,-3.40e-19,9.37e-01,-5.27e-21,-3.97e-19,8.65e-20,9.34e-01,1.74e+00,-9.62e-04,7.82e-03,-7.84e-04,7.07e-11,6.73e-04,6.35e-03,6.70e-04,9.71e-11
1.17e+00,2.91e-19,1.55e-21,-2.27e-19,9.28e-01,1.79e-20,-3.69e-19,1.24e-19,9.24e-01,1.99e+00,-1.09e-03,9.24e-03,-8.64e-04,-5.70e-11,8.17e-04,7.27e-03,8.13e-04,-6.50e-11
1.19e+00,1.70e-19,1.21e-19,-5.68e-19,9.19e-01,2.10e-21,-3.97e-19,1.50e-19,9.15e-01,2.24e+00,-1.21e-03,1.06e-02,-9.29e-04,-4.76e-11,9.66e-04,8.14e-03,9.61e-04,-4.87e-11
1.22e+00,3.62e-19,2.11e-19,-7.95e-19,9.11e-01,-2.15e-20,-2.27e-19,1.97e-19,9.06e-01,2.47e+00,-1.31e-03,1.21e-02,-9.79e-04,-1.37e-11,1.11e-03,8.97e-03,1.11e-03,-1.04e-11
1.24e+00,3.69e-19,2.31e-19,-9.09e-19,9.03e-01,-1.92e-20,-1.13e-19,1.29e-19,8.97e-01,2.70e+00,-1.40e-03,1.35e-02,-1.01e-03,1.14e-11,1.27e-03,9.76e-03,1.26e-03,9.95e-12
1.27e+00,3.55e-19,2.57e-19,-1.13e-18,8.95e-01,2.10e-21,-2.27e-19,1.35e-19,8.88e-01,2.92e+00,-1.48e-03,1.50e-02,-1.03e-03,-8.80e-11,1.43e-03,1.05e-02,1.42e-03,-7.98e-11
1.29e+00,8.80e-19,3.05e-19,-1.13e-18,8.87e-01,-2.87e-20,5.68e-20,1.79e-19,8.80e-01,3.13e+00,-1.53e-03,1.65e-02,-1.05e-03,-3.95e-11,1.59e-03,1.12e-02,1.58e-03,-2.52e-11
1.32e+00,1.02e-18,5.56e-19,-1.81e-18,8.79e-01,-2.19e-20,2.84e-20,7.45e-20,8.72e-01,3.34e+00,-1.58e-03,1.80e-02,-1.05e-03,-4.54e-07,1.75e-03,1.18e-02,1.74e-03,-4.87e-07
1.34e+00,7.95e-19,6.03e-19,-1.36e-18,8.72e-01,1.82e-20,2.84e-19,1.49e-19,8.64e-01,3.55e+00,-1.60e-03,1.95e-02,-1.03e-03,2.19e-10,1.91e-03,1.25e-02,1.90e-03,1.96e-10
1.37e+00,7.24e-19,4.51e-19,-9.09e-19,8.65e-01,-2.23e-20,4.83e-19,1.24e-20,8.57e-01,3.74e+00,-1.61e-03,2.10e-02,-1.01e-03,3.66e-09,2.08e-03,1.31e-02,2.06e-03,3.36e-09
1.39e+00,3.12e-19,5.24e-19,-4.54e-19,8.58e-01,2.10e-20,3.55e-19,-9.76e-21,8.49e-01,3.94e+00,-1.59e-03,2.25e-02,-9.80e-04,1.95e-09,2.24e-03,1.37e-02,2.22e-03,1.61e-09
1.42e+00,5.25e-19,5.72e-19,-4.54e-19,8.51e-01,-4.86e-20,4.40e-19,1.24e-19,8.42e-01,4.13e+00,-1.56e-03,2.41e-02,-9.34e-04,4.70e-12,2.41e-03,1.42e-02,2.39e-03,-3.70e-13
1.44e+00,5.96e-19,5.94e-19,0.00e+00,8.45e-01,-6.94e-20,7.81e-19,1.43e-19,8.35e-01,4.31e+00,-1.50e-03,2.56e-02,-8.78e-04,-4.62e-13,2.58e-03,1.47e-02,2.55e-03,-3.46e-13
1.47e+00,8.24e-19,8.93e-19,4.54e-19,8.38e-01,-1.57e-19,-6.81e-19,-3.37e-19,8.28e-01,4.49e+00,-1.43e-03,2.71e-02,-8.13e-04,-5.26e-09,2.75e-03,1.52e-02,2.72e-03,-5.52e-09
1.49e+00,5.39e-19,3.06e-18,-3.40e-18,8.32e-01,-1.49e-18,1.36e-18,-1.65e-18,8.22e-01,4.67e+00,-1.34e-03,2.87e-02,-7.44e-04,-1.29e-09,2.91e-03,1.57e-02,2.87e-03,-5.78e-10
1.52e+00,3.69e-19,2.92e-18,-3.63e-18,8.26e-01,-1.36e-18,7.95e-19,-1.83e-18,8.15e-01,4.84e+00,-1.23e-03,3.02e-02,-6.68e-04,9.43e-11,3.05e-03,1.61e-02,3.01e-03,4.94e-11
1.54e+00,0.00e+00,3.31e-18,-5.00e-18,8.20e-01,-8.76e-19,-1.56e-18,-1.55e-18,8.09e-01,5.01e+00,-1.11e-03,3.18e-02,-5.88e-04,3.32e-10,3.21e-03,1.66e-02,3.16e-03,-1.11e-09
1.57e+00,-3.69e-19,2.97e-18,-5.45e-18,8.15e-01,-1.00e-18,-4.54e-19,-1.17e-18,8.03e-01,5.18e+00,-9.72e-04,3.33e-02,-5.03e-04,-3.84e-11,3.37e-03,1.70e-02,3.32e-03,-6.63e-11
1.59e+00,4.83e-19,2.97e-18,-6.36e-18,8.09e-01,-1.34e-18,-2.27e-19,-1.09e-18,7.97e-01,5.34e+00,-8.25e-04,3.49e-02,-4.17e-04,-5.09e-09,3.54e-03,1.74e-02,3.48e-03,-6.13e-09
1.62e+00,5.39e-19,2.93e-18,-5.91e-18,8.04e-01,-1.58e-18,-1.59e-18,-1.59e-18,7.91e-01,5.50e+00,-6.73e-04,3.64e-02,-3.33e-04,-3.54e-12,3.70e-03,1.77e-02,3.64e-03,-3.08e-12
