F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-2.27e-19,8.52e-20,-3.97e-19,9.59e-01,3.60e-19,3.69e-19,-1.72e-19,9.58e-01,1.16e+00,1.61e-04,9.02e-04,1.61e-04,-5.38e-09,3.11e-03,9.00e-04,3.11e-03,-5.27e-09
1.20e+00,-1.42e-19,1.13e-19,-5.11e-19,9.24e-01,2.68e-19,5.11e-19,3.46e-20,9.22e-01,2.12e+00,-5.57e-05,1.69e-03,-5.08e-05,-1.48e-08,5.60e-03,1.67e-03,5.59e-03,-1.48e-08
1.30e+00,4.54e-19,-2.27e-19,-7.95e-19,8.95e-01,3.16e-19,-2.27e-19,-4.40e-19,8.93e-01,2.94e+00,-6.06e-04,2.41e-03,-5.77e-04,-2.83e-08,7.42e-03,2.37e-03,7.42e-03,-2.85e-08
1.40e+00,-2.27e-19,-2.27e-19,0.00e+00,8.71e-01,2.09e-19,4.54e-19,-6.42e-19,8.67e-01,3.67e+00,-1.42e-03,3.11e-03,-1.33e-03,-4.19e-08,8.57e-03,3.03e-03,8.56e-03,-4.14e-08
1.50e+00,-5.68e-19,1.13e-19,9.09e-19,8.50e-01,5.39e-19,-1.59e-18,-1.13e-18,8.46e-01,4.34e+00,-2.45e-03,3.83e-03,-2.25e-03,-5.63e-08,9.03e-03,3.69e-03,9.01e-03,-5.46e-08
1.60e+00,0.00e+00,-4.54e-19,7.95e-19,8.32e-01,9.09e-19,-1.36e-18,-9.69e-19,8.27e-01,4.95e+00,-3.64e-03,4.58e-03,-3.27e-03,-7.45e-08,8.81e-03,4.37e-03,8.77e-03,-7.12e-08
1.70e+00,1.02e-18,-4.54e-19,2.04e-18,8.17e-01,1.52e-18,-9.09e-19,-7.85e-19,8.12e-01,5.52e+00,-4.97e-03,5.39e-03,-4.35e-03,-1.00e-07,7.91e-03,5.08e-03,7.83e-03,-9.51e-08
1.80e+00,-6.81e-19,-1.36e-18,3.52e-18,8.05e-01,2.01e-18,6.81e-19,-3.37e-19,7.98e-01,6.07e+00,-6.40e-03,6.23e-03,-5.46e-03,-1.40e-07,6.35e-03,5.80e-03,6.22e-03,-1.32e-07
1.90e+00,-2.50e-18,1.59e-18,4.20e-18,7.94e-01,2.68e-18,2.27e-18,1.42e-20,7.87e-01,6.58e+00,-7.92e-03,7.11e-03,-6.58e-03,-2.05e-07,4.13e-03,6.53e-03,3.93e-03,-1.94e-07
2.00e+00,-2.27e-18,-6.81e-19,2.27e-18,7.86e-01,3.29e-18,5.00e-18,-5.22e-19,7.78e-01,7.08e+00,-9.52e-03,8.02e-03,-7.69e-03,-3.18e-07,1.26e-03,7.25e-03,9.81e-04,-3.02e-07
