F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-4.88e-20,-5.55e-20,-1.42e-19,9.88e-01,1.83e-20,1.13e-19,-3.46e-20,9.88e-01,3.42e-01,2.02e-04,1.47e-03,1.95e-04,5.99e-11,-1.17e-03,1.42e-03,-1.17e-03,2.99e-11
1.04e+00,1.66e-19,-1.90e-19,-2.27e-19,9.76e-01,3.05e-21,1.13e-19,1.95e-20,9.77e-01,6.69e-01,4.03e-04,3.02e-03,3.75e-04,-6.95e-12,-2.29e-03,2.82e-03,-2.29e-03,3.32e-12
1.07e+00,2.13e-20,-1.80e-19,-2.84e-20,9.65e-01,-1.68e-20,-1.13e-19,5.32e-21,9.67e-01,9.80e-01,6.00e-04,4.64e-03,5.39e-04,2.01e-11,-3.36e-03,4.17e-03,-3.37e-03,1.35e-11
1.09e+00,4.26e-19,-1.58e-19,-4.54e-19,9.54e-01,-3.27e-20,2.27e-19,-7.10e-20,9.57e-01,1.27e+00,7.91e-04,6.31e-03,6.87e-04,-2.08e-10,-4.40e-03,5.49e-03,-4.41e-03,-2.03e-10
1.12e+00,4.97e-20,-2.00e-19,-5.96e-19,9.44e-01,-4.17e-20,3.40e-19,-4.26e-20,9.47e-01,1.56e+00,9.74e-04,8.02e-03,8.18e-04,-7.57e-11,-5.40e-03,6.76e-03,-5.42e-03,-8.65e-11
1.14e+00,-1.66e-19,-2.26e-19,-2.13e-19,9.34e-01,-6.03e-20,2.27e-19,-9.59e-20,9.38e-01,1.83e+00,1.14e-03,9.77e-03,9.31e-04,-8.84e-11,-6.38e-03,7.97e-03,-6.41e-03,-9.25e-11
1.17e+00,2.13e-19,-2.10e-19,3.83e-19,9.24e-01,-2.88e-20,2.27e-19,-1.13e-19,9.29e-01,2.10e+00,1.30e-03,1.15e-02,1.02e-03,-9.61e-11,-7.33e-03,9.13e-03,-7.37e-03,-1.01e-10
1.19e+00,7.03e-19,-1.04e-19,5.39e-19,9.15e-01,-7.28e-20,2.27e-19,-4.61e-20,9.20e-01,2.35e+00,1.44e-03,1.33e-02,1.09e-03,-1.99e-10,-8.27e-03,1.02e-02,-8.32e-03,-1.62e-10
1.22e+00,6.96e-19,-2.90e-19,9.94e-19,9.06e-01,-8.81e-20,4.54e-19,0.00e+00,9.12e-01,2.60e+00,1.55e-03,1.51e-02,1.15e-03,-7.09e-12,-9.20e-03,1.12e-02,-9.26e-03,-1.27e-11
1.24e+00,-5.68e-20,-1.67e-19,3.12e-19,8.97e-01,-4.59e-20,2.27e-19,-1.42e-20,9.03e-01,2.84e+00,1.64e-03,1.69e-02,1.18e-03,2.35e-10,-1.01e-02,1.22e-02,-1.01e-02,1.85e-10
