F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-4.83e-18,-4.39e-18,1.93e-18,9.55e-01,-8.64e-19,-3.26e-19,9.76e-21,9.59e-01,1.31e+00,-1.27e-03,-2.50e-03,-1.27e-03,-5.30e-11,1.88e-03,-2.49e-03,1.88e-03,-5.48e-11
1.20e+00,-3.97e-18,-1.27e-17,-4.54e-19,9.18e-01,-1.97e-18,-4.83e-18,3.87e-18,9.26e-01,2.38e+00,-1.72e-03,-4.38e-03,-1.73e-03,-6.37e-10,3.58e-03,-4.35e-03,3.56e-03,-5.68e-10
1.30e+00,7.95e-19,-2.84e-17,1.81e-17,8.88e-01,-1.49e-18,-1.97e-17,2.05e-18,8.99e-01,3.30e+00,-1.69e-03,-5.92e-03,-1.71e-03,-1.51e-09,4.86e-03,-5.84e-03,4.80e-03,-1.23e-09
1.40e+00,2.18e-17,-4.04e-17,1.29e-17,8.62e-01,-3.18e-18,-8.63e-18,5.27e-18,8.78e-01,4.12e+00,-1.38e-03,-7.26e-03,-1.43e-03,-2.06e-09,5.49e-03,-7.10e-03,5.39e-03,-1.93e-09
1.50e+00,4.31e-18,-2.13e-17,5.45e-18,8.41e-01,-7.21e-19,-2.72e-18,8.86e-18,8.61e-01,4.88e+00,-9.48e-04,-8.47e-03,-1.04e-03,-3.02e-09,5.29e-03,-8.20e-03,5.15e-03,-3.52e-09
1.60e+00,1.68e-17,-1.62e-17,1.81e-17,8.23e-01,6.40e-18,-1.31e-17,9.99e-18,8.48e-01,5.58e+00,-4.45e-04,-9.57e-03,-6.00e-04,-5.65e-09,4.11e-03,-9.16e-03,3.91e-03,-7.50e-09
1.70e+00,2.31e-17,-1.34e-17,2.77e-17,8.08e-01,7.76e-18,-3.63e-17,1.31e-17,8.40e-01,6.26e+00,1.40e-04,-1.05e-02,-9.08e-05,-1.30e-08,1.78e-03,-9.99e-03,1.52e-03,-1.69e-08
1.80e+00,1.81e-17,9.54e-18,1.90e-17,7.97e-01,6.99e-18,-5.45e-17,1.06e-17,8.35e-01,6.91e+00,8.78e-04,-1.15e-02,5.51e-04,-3.35e-08,-1.82e-03,-1.07e-02,-2.15e-03,-4.06e-08
1.90e+00,1.27e-17,1.11e-17,6.36e-18,7.88e-01,1.06e-17,-6.09e-17,2.52e-17,8.33e-01,7.53e+00,1.87e-03,-1.23e-02,1.42e-03,-9.18e-08,-6.87e-03,-1.12e-02,-7.25e-03,-1.05e-07
2.00e+00,7.18e-17,1.68e-17,1.81e-18,7.83e-01,1.15e-17,-3.95e-17,2.53e-17,8.35e-01,8.13e+00,3.22e-03,-1.31e-02,2.62e-03,-2.88e-07,-1.34e-02,-1.17e-02,-1.38e-02,-3.25e-07
