index,name,seed,status,box_size,model1.intensity,model1.radius,model2.intensity,model2.min_r1,model2.max_r1,model3.intensity,model3.radius,n_points,n_final,n_removed_floaters,n_closed_voxels,n_filled_voxels,filler_fraction,phr,spheres_npz,voxel_npz
0,phr_25.90_id1,1000,generated,3.0,250.0,0.1,2.5,0.25,0.5,1.8,0.4,6787,909,52,5134,0,0.11691402016420913,25.902893634767487,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_25.90_id1_voxel.npz
1,phr_31.04_id2,1001,generated,3.0,250.0,0.1,2.5,0.25,0.5,1.8,0.4,6703,1070,52,5945,0,0.13693425635980436,31.042229560591675,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_31.04_id2_voxel.npz
2,phr_17.36_id3,1002,generated,3.0,250.0,0.1,2.5,0.25,0.5,1.8,0.4,6643,615,72,3247,0,0.0814966786244186,17.359765575676295,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_17.36_id3_voxel.npz
3,phr_28.12_id4,1003,generated,3.0,250.0,0.1,2.5,0.25,0.5,1.8,0.4,6773,978,37,5768,0,0.12566437509748168,28.120217764188233,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_28.12_id4_voxel.npz
4,phr_36.02_id5,1004,generated,3.0,250.0,0.1,2.5,0.25,0.5,1.8,0.4,6811,1189,63,7246,0,0.15547077149495894,36.0179297485915,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_36.02_id5_voxel.npz
5,phr_24.38_id6,1005,generated,3.0,250.0,0.1,2.5,0.25,0.5,1.8,0.4,6788,879,53,4498,0,0.11079117125980316,24.377326007956334,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_24.38_id6_voxel.npz
6,phr_31.15_id7,1006,generated,3.0,250.0,0.1,2.5,0.25,0.5,1.8,0.4,6810,1064,57,6187,0,0.13733818042208065,31.14837465971195,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_31.15_id7_voxel.npz
7,phr_28.87_id8,1007,generated,3.0,250.0,0.1,2.5,0.25,0.5,1.8,0.4,6761,952,50,6157,0,0.12856782924810137,28.86578684141057,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_28.87_id8_voxel.npz
8,phr_31.28_id9,1008,generated,3.0,250.0,0.1,2.5,0.25,0.5,1.8,0.4,6777,1071,58,6091,0,0.13783808643974932,31.27988007332258,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_31.28_id9_voxel.npz
9,phr_38.12_id10,1009,generated,3.0,250.0,0.1,2.5,0.25,0.5,1.8,0.4,6777,1228,52,7680,0,0.16306934296352285,38.12128422007888,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_38.12_id10_voxel.npz
10,phr_26.34_id11,1010,generated,3.0,250.0,0.1,2.75,0.25,0.5,1.8,0.4,6725,929,68,5064,0,0.11864969385755478,26.33920970533569,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_26.34_id11_voxel.npz
11,phr_32.83_id12,1011,generated,3.0,250.0,0.1,2.75,0.25,0.5,1.8,0.4,6787,1116,72,6366,0,0.14370098421496758,32.83363572399634,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_32.83_id12_voxel.npz
12,phr_36.58_id13,1012,generated,3.0,250.0,0.1,2.75,0.25,0.5,1.8,0.4,6688,1190,70,7286,0,0.15751838654332986,36.58099389496366,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_36.58_id13_voxel.npz
13,phr_29.33_id14,1013,generated,3.0,250.0,0.1,2.75,0.25,0.5,1.8,0.4,6763,1007,49,5768,0,0.13037948865613264,29.333519686446888,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_29.33_id14_voxel.npz
14,phr_31.76_id15,1014,generated,3.0,250.0,0.1,2.75,0.25,0.5,1.8,0.4,6682,1051,44,6437,0,0.13966974208848737,31.763021721243803,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_31.76_id15_voxel.npz
15,phr_37.84_id16,1015,generated,3.0,250.0,0.1,2.75,0.25,0.5,1.8,0.4,6780,1243,82,7399,0,0.1620615324319028,37.84011876194737,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_37.84_id16_voxel.npz
16,phr_31.57_id17,1016,generated,3.0,250.0,0.1,2.75,0.25,0.5,1.8,0.4,6842,1077,48,6000,0,0.13894587817490311,31.57184018067881,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_31.57_id17_voxel.npz
17,phr_27.19_id18,1017,generated,3.0,250.0,0.1,2.75,0.25,0.5,1.8,0.4,6634,954,76,5034,0,0.1220330577851364,27.1946834179035,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_27.19_id18_voxel.npz
18,phr_25.11_id19,1018,generated,3.0,250.0,0.1,2.75,0.25,0.5,1.8,0.4,6609,898,69,4928,0,0.11373861713997768,25.109079704553356,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_25.11_id19_voxel.npz
19,phr_39.76_id20,1019,generated,3.0,250.0,0.1,2.75,0.25,0.5,1.8,0.4,6708,1312,48,7862,0,0.16890024675361032,39.76141290225666,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_39.76_id20_voxel.npz
20,phr_31.19_id21,1020,generated,3.0,250.0,0.1,3,0.25,0.5,1.8,0.4,6815,1039,70,6195,0,0.13750614884401732,31.192543473422425,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v3\voxel_structures\phr_31.19_id21_voxel.npz
