F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,4.40e-19,-3.96e-19,-2.62e-19,9.58e-01,4.58e-19,3.33e-19,2.03e-19,9.57e-01,1.09e+00,3.01e-04,-7.10e-04,3.01e-04,-3.97e-09,-5.37e-04,-7.09e-04,-5.37e-04,-3.82e-09
1.20e+00,3.40e-19,-1.43e-19,-1.05e-18,9.23e-01,2.08e-19,8.82e-19,7.81e-20,9.22e-01,2.00e+00,6.50e-04,-1.44e-03,6.45e-04,-9.15e-09,-1.02e-03,-1.43e-03,-1.01e-03,-8.90e-09
1.30e+00,9.94e-19,-3.09e-19,-6.81e-19,8.93e-01,-2.14e-19,1.32e-18,5.61e-19,8.91e-01,2.78e+00,1.03e-03,-2.20e-03,1.01e-03,-1.64e-08,-1.52e-03,-2.16e-03,-1.51e-03,-1.61e-08
1.40e+00,1.53e-18,-4.04e-19,-3.97e-19,8.68e-01,-6.62e-19,1.95e-18,5.37e-19,8.65e-01,3.47e+00,1.44e-03,-2.98e-03,1.39e-03,-2.39e-08,-2.09e-03,-2.89e-03,-2.08e-03,-2.36e-08
1.50e+00,2.38e-18,-1.05e-18,-1.13e-18,8.45e-01,-5.32e-19,2.48e-18,7.69e-19,8.42e-01,4.09e+00,1.87e-03,-3.78e-03,1.78e-03,-3.21e-08,-2.78e-03,-3.60e-03,-2.74e-03,-3.16e-08
1.60e+00,2.44e-18,-2.84e-19,-1.13e-18,8.26e-01,-5.94e-19,1.74e-18,-2.57e-20,8.22e-01,4.67e+00,2.31e-03,-4.60e-03,2.16e-03,-4.24e-08,-3.58e-03,-4.30e-03,-3.53e-03,-4.18e-08
1.70e+00,4.43e-18,-3.26e-19,-1.02e-18,8.10e-01,-2.53e-19,9.51e-19,4.17e-19,8.05e-01,5.21e+00,2.77e-03,-5.44e-03,2.55e-03,-5.68e-08,-4.50e-03,-4.99e-03,-4.42e-03,-5.61e-08
1.80e+00,6.59e-18,2.55e-19,-4.54e-19,7.95e-01,-6.85e-19,2.35e-18,5.15e-20,7.90e-01,5.72e+00,3.25e-03,-6.28e-03,2.93e-03,-7.79e-08,-5.54e-03,-5.64e-03,-5.42e-03,-7.72e-08
1.90e+00,3.86e-18,8.52e-19,2.04e-18,7.83e-01,-1.28e-18,1.67e-18,-8.52e-19,7.77e-01,6.20e+00,3.75e-03,-7.13e-03,3.32e-03,-1.10e-07,-6.66e-03,-6.27e-03,-6.51e-03,-1.09e-07
2.00e+00,6.59e-18,1.30e-18,4.43e-18,7.73e-01,-1.33e-18,2.07e-18,-6.28e-19,7.66e-01,6.66e+00,4.28e-03,-7.98e-03,3.72e-03,-1.60e-07,-7.86e-03,-6.87e-03,-7.67e-03,-1.60e-07
