index,name,seed,status,box_size,model1.intensity,model1.radius,model2.intensity,model2.min_r1,model2.max_r1,model3.intensity,model3.radius,n_points,n_final,n_removed_floaters,n_closed_voxels,n_filled_voxels,filler_fraction,phr,spheres_npz,voxel_npz
0,phr_33.90_id1,1000,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6245,928,70,1397,0,0.14766204558423685,33.89547546642557,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_33.90_id1_voxel.npz
1,phr_25.37_id2,1001,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6165,747,66,1030,0,0.11476620455842368,25.365341369964188,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_25.37_id2_voxel.npz
2,phr_22.14_id3,1002,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6107,677,77,801,0,0.10167500251753886,22.144474806913113,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_22.14_id3_voxel.npz
3,phr_26.93_id4,1003,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6232,785,49,1082,0,0.12097613373166392,26.92673596756439,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_26.93_id4_voxel.npz
4,phr_16.93_id5,1004,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6269,540,59,563,0,0.07965492934107617,16.93349656049501,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_16.93_id5_voxel.npz
5,phr_15.65_id6,1005,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6246,499,67,547,0,0.07408277667752006,15.65415994149097,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_15.65_id6_voxel.npz
6,phr_30.48_id7,1006,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6268,881,53,1193,0,0.13480581383639353,30.484544342765567,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_30.48_id7_voxel.npz
7,phr_22.65_id8,1007,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6221,677,46,919,0,0.10375616797019234,22.650219833903275,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_22.65_id8_voxel.npz
8,phr_22.36_id9,1008,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6236,702,37,735,0,0.10258131650498473,22.364430277847795,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_22.36_id9_voxel.npz
9,phr_15.69_id10,1009,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6236,526,54,514,0,0.07425061260112115,15.692469222801849,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_15.69_id10_voxel.npz
10,phr_29.96_id11,1010,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6186,876,50,1179,0,0.1327917827531805,29.959357460808977,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_29.96_id11_voxel.npz
11,phr_11.69_id12,1011,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6246,426,51,324,0,0.05639287032996543,11.692776926253535,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_11.69_id12_voxel.npz
12,phr_22.47_id13,1012,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6151,670,40,836,0,0.10301768990634755,22.47049329163724,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_22.47_id13_voxel.npz
13,phr_26.65_id14,1013,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6223,727,54,1071,0,0.11986841663589674,26.646602328126555,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_26.65_id14_voxel.npz
14,phr_22.14_id15,1014,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6145,693,62,814,0,0.10167500251753886,22.144474806913113,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_22.14_id15_voxel.npz
15,phr_18.71_id16,1015,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6239,592,58,661,0,0.08727468027256555,18.708236261039062,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_18.71_id16_voxel.npz
16,phr_28.30_id17,1016,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6298,795,59,1175,0,0.12634688328689872,28.295031413866194,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_28.30_id17_voxel.npz
17,phr_11.97_id18,1017,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6098,400,61,390,0,0.057634856164613474,11.966046256632316,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_11.97_id18_voxel.npz
18,phr_14.80_id19,1018,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6075,490,57,485,0,0.0703232519888557,14.799657147162986,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_14.80_id19_voxel.npz
19,phr_20.49_id20,1019,generated,3.0,230.0,0.1,2,0.25,0.5,1.8,0.4,6169,637,62,759,0,0.09479372964989426,20.488809994824592,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_20.49_id20_voxel.npz
20,phr_21.83_id21,1020,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6272,676,63,780,0,0.10036588231345037,21.8275437483676,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_21.83_id21_voxel.npz
21,phr_25.29_id22,1021,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6257,743,78,928,0,0.11446409989594172,25.289940223777652,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_25.29_id22_voxel.npz
22,phr_30.40_id23,1022,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6169,868,50,1229,0,0.13447014198919136,30.3968434630852,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_30.40_id23_voxel.npz
23,phr_42.38_id24,1023,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6340,1140,55,1623,0,0.1780403477560337,42.37918611650192,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_42.38_id24_voxel.npz
24,phr_23.84_id25,1024,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6214,750,82,857,0,0.10862340975462388,23.842230645174496,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_23.84_id25_voxel.npz
25,phr_29.81_id26,1025,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6233,830,39,1188,0,0.1322211406129368,29.81099771945994,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_29.81_id26_voxel.npz
26,phr_35.98_id27,1026,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6176,925,52,1542,0,0.15531536370044643,35.97530633824718,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_35.98_id27_voxel.npz
27,phr_27.10_id28,1027,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6097,776,67,1127,0,0.12164747742606828,27.096857807959246,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_27.10_id28_voxel.npz
28,phr_34.75_id29,1028,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6262,949,59,1474,0,0.1508173609479373,34.74840767615244,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_34.75_id29_voxel.npz
29,phr_37.19_id30,1029,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6008,1001,72,1511,0,0.15971266489879493,37.187434325820355,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_37.19_id30_voxel.npz
30,phr_36.68_id31,1030,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6200,985,90,1535,0,0.15786646973918297,36.676983972937,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_36.68_id31_voxel.npz
31,phr_28.14_id32,1031,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6170,837,63,1037,0,0.1257426739619348,28.140258916423917,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_28.14_id32_voxel.npz
32,phr_34.90_id33,1032,generated,3.0,230.0,0.1,2.5,0.25,0.5,1.8,0.4,6194,977,57,1410,0,0.15138800308818098,34.90333864751497,,/home/jovyan/mixed-fft-rubber/microstructure_generation/3D_samples/smaller_structures_v2/voxel_structures/phr_34.90_id33_voxel.npz
