F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-2.61e-19,4.20e-20,-1.42e-19,9.88e-01,-5.55e-21,-2.69e-19,1.42e-20,9.88e-01,4.03e-01,-1.51e-04,7.52e-04,-1.46e-04,7.29e-11,-4.43e-04,7.26e-04,-4.43e-04,7.20e-11
1.04e+00,-3.83e-19,4.47e-20,2.84e-19,9.77e-01,5.60e-20,-1.05e-18,-4.26e-20,9.77e-01,7.88e-01,-3.18e-04,1.32e-03,-2.96e-04,7.14e-12,-8.90e-04,1.23e-03,-8.90e-04,2.14e-12
1.07e+00,-2.84e-20,-4.24e-20,7.95e-19,9.66e-01,1.48e-20,-1.25e-18,2.84e-20,9.66e-01,1.15e+00,-5.06e-04,1.71e-03,-4.55e-04,-1.96e-10,-1.33e-03,1.54e-03,-1.33e-03,-2.07e-10
1.09e+00,-3.19e-19,-1.72e-19,7.95e-19,9.56e-01,-2.68e-20,-1.25e-18,4.79e-20,9.56e-01,1.50e+00,-7.20e-04,1.91e-03,-6.26e-04,-2.15e-10,-1.77e-03,1.66e-03,-1.77e-03,-2.39e-10
1.12e+00,-6.39e-19,-1.98e-19,5.68e-19,9.46e-01,-4.83e-20,-1.07e-18,3.19e-20,9.46e-01,1.84e+00,-9.66e-04,1.92e-03,-8.13e-04,-5.98e-11,-2.20e-03,1.61e-03,-2.20e-03,-8.69e-11
1.14e+00,-7.81e-19,-2.85e-19,2.27e-19,9.37e-01,-3.08e-20,-1.16e-18,-2.48e-20,9.37e-01,2.17e+00,-1.24e-03,1.74e-03,-1.01e-03,-2.91e-10,-2.62e-03,1.41e-03,-2.61e-03,-2.99e-10
1.17e+00,-1.02e-18,-2.96e-19,-1.13e-19,9.27e-01,2.08e-20,-1.42e-18,-3.55e-21,9.27e-01,2.48e+00,-1.57e-03,1.36e-03,-1.24e-03,-2.12e-10,-3.01e-03,1.08e-03,-3.01e-03,-2.33e-10
1.19e+00,-1.12e-18,-3.88e-19,0.00e+00,9.18e-01,-8.65e-21,-1.50e-18,-1.77e-20,9.18e-01,2.78e+00,-1.94e-03,8.10e-04,-1.48e-03,-1.98e-11,-3.39e-03,6.20e-04,-3.39e-03,-1.84e-11
1.22e+00,-9.37e-19,-3.71e-19,-6.81e-19,9.10e-01,1.11e-21,-1.67e-18,-5.68e-20,9.10e-01,3.08e+00,-2.36e-03,6.62e-05,-1.75e-03,2.60e-10,-3.74e-03,4.91e-05,-3.74e-03,2.69e-10
1.24e+00,-8.24e-19,-4.09e-19,0.00e+00,9.01e-01,8.88e-22,-6.25e-19,-1.63e-19,9.01e-01,3.36e+00,-2.83e-03,-8.58e-04,-2.04e-03,-5.36e-11,-4.06e-03,-6.19e-04,-4.06e-03,-3.26e-11
1.27e+00,-8.52e-19,-6.74e-19,4.54e-19,8.93e-01,5.59e-20,4.83e-19,-1.84e-19,8.93e-01,3.63e+00,-3.35e-03,-1.95e-03,-2.35e-03,-3.99e-10,-4.36e-03,-1.37e-03,-4.36e-03,-4.10e-10
1.29e+00,-7.95e-19,-7.76e-19,1.36e-18,8.85e-01,-1.59e-20,5.39e-19,-3.48e-19,8.85e-01,3.90e+00,-3.93e-03,-3.22e-03,-2.68e-03,-9.62e-12,-4.63e-03,-2.19e-03,-4.63e-03,-4.76e-12
1.32e+00,-7.38e-19,-7.71e-19,2.27e-19,8.77e-01,1.15e-20,-2.84e-19,-3.26e-19,8.78e-01,4.16e+00,-4.57e-03,-4.65e-03,-3.03e-03,-5.01e-11,-4.87e-03,-3.08e-03,-4.88e-03,-4.99e-11
1.34e+00,-4.54e-19,-1.00e-18,-4.54e-19,8.70e-01,3.06e-20,0.00e+00,-2.84e-19,8.70e-01,4.41e+00,-5.27e-03,-6.24e-03,-3.39e-03,-1.69e-09,-5.09e-03,-4.02e-03,-5.09e-03,-1.18e-09
1.37e+00,-7.38e-19,-9.00e-19,0.00e+00,8.62e-01,9.05e-20,-5.68e-19,-2.48e-19,8.63e-01,4.66e+00,-6.02e-03,-7.97e-03,-3.77e-03,-2.98e-09,-5.28e-03,-5.01e-03,-5.28e-03,-2.03e-09
1.39e+00,-9.94e-19,-6.15e-19,0.00e+00,8.55e-01,9.81e-20,-1.93e-18,-2.98e-19,8.56e-01,4.90e+00,-6.83e-03,-9.85e-03,-4.18e-03,-6.74e-11,-5.44e-03,-6.02e-03,-5.44e-03,-7.69e-11
1.42e+00,-1.81e-18,-1.04e-18,0.00e+00,8.48e-01,4.31e-19,-1.81e-18,-1.42e-20,8.49e-01,5.13e+00,-7.73e-03,-1.18e-02,-4.60e-03,-3.43e-09,-5.59e-03,-7.07e-03,-5.60e-03,-4.75e-09
1.44e+00,-2.78e-18,-2.20e-18,-1.81e-18,8.42e-01,-1.47e-19,-1.81e-18,9.94e-19,8.43e-01,5.36e+00,-8.59e-03,-1.40e-02,-4.98e-03,2.09e-10,-5.72e-03,-8.15e-03,-5.72e-03,2.46e-10
1.47e+00,-1.59e-18,-1.88e-18,0.00e+00,8.35e-01,1.09e-18,-3.06e-18,2.06e-18,8.36e-01,5.58e+00,-9.40e-03,-1.63e-02,-5.32e-03,8.80e-12,-5.79e-03,-9.25e-03,-5.80e-03,1.04e-11
1.49e+00,-1.70e-18,-1.76e-18,-1.36e-18,8.29e-01,1.08e-18,-1.81e-18,2.17e-18,8.30e-01,5.80e+00,-1.02e-02,-1.87e-02,-5.65e-03,-4.34e-11,-5.84e-03,-1.03e-02,-5.85e-03,-1.04e-10
1.52e+00,-1.47e-18,-1.61e-18,-4.54e-19,8.23e-01,1.40e-18,-2.15e-18,2.45e-18,8.24e-01,6.02e+00,-1.10e-02,-2.12e-02,-5.95e-03,3.55e-11,-5.97e-03,-1.15e-02,-5.98e-03,1.07e-11
