F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,1.13e-19,8.90e-20,-3.09e-19,9.88e-01,-3.16e-20,-1.42e-19,7.41e-20,9.88e-01,3.89e-01,1.51e-03,5.54e-04,1.46e-03,-3.55e-11,-2.23e-03,5.34e-04,-2.23e-03,1.73e-11
1.04e+00,-6.03e-20,1.73e-19,-3.69e-19,9.77e-01,-2.36e-20,-3.69e-19,1.55e-19,9.77e-01,7.60e-01,2.70e-03,1.03e-03,2.52e-03,3.21e-10,-4.45e-03,9.67e-04,-4.45e-03,4.12e-10
1.07e+00,4.97e-20,1.39e-19,-4.54e-19,9.67e-01,-4.03e-20,-5.68e-20,1.18e-19,9.66e-01,1.11e+00,3.56e-03,1.45e-03,3.20e-03,-5.70e-11,-6.65e-03,1.31e-03,-6.65e-03,-5.36e-11
1.09e+00,-1.27e-19,-1.11e-20,-1.70e-19,9.57e-01,-7.71e-21,-8.52e-20,1.52e-19,9.55e-01,1.45e+00,4.07e-03,1.81e-03,3.54e-03,-9.97e-11,-8.83e-03,1.57e-03,-8.82e-03,-9.78e-11
1.12e+00,-1.70e-19,1.11e-19,-3.69e-19,9.47e-01,2.79e-20,-1.70e-19,2.89e-19,9.45e-01,1.77e+00,4.25e-03,2.12e-03,3.58e-03,-4.01e-11,-1.09e-02,1.78e-03,-1.09e-02,-7.49e-12
1.14e+00,-2.27e-19,1.60e-19,-9.09e-19,9.37e-01,2.44e-20,-3.40e-19,4.54e-19,9.35e-01,2.08e+00,4.10e-03,2.37e-03,3.34e-03,-1.29e-10,-1.31e-02,1.93e-03,-1.30e-02,-1.58e-10
1.17e+00,-3.26e-19,2.10e-19,-9.66e-19,9.28e-01,2.96e-20,-3.97e-19,4.79e-19,9.26e-01,2.38e+00,3.62e-03,2.58e-03,2.86e-03,1.13e-10,-1.51e-02,2.04e-03,-1.51e-02,1.31e-10
1.19e+00,-2.84e-19,3.30e-19,-1.07e-18,9.19e-01,6.57e-20,-7.95e-19,6.07e-19,9.17e-01,2.67e+00,2.84e-03,2.76e-03,2.18e-03,1.44e-10,-1.72e-02,2.11e-03,-1.71e-02,1.67e-10
1.22e+00,-7.67e-19,4.58e-19,-1.13e-19,9.11e-01,3.07e-20,-1.13e-18,7.06e-19,9.08e-01,2.95e+00,1.76e-03,2.91e-03,1.31e-03,-7.05e-12,-1.91e-02,2.16e-03,-1.91e-02,-1.06e-11
1.24e+00,5.68e-20,2.89e-19,1.13e-19,9.02e-01,-8.65e-21,-1.42e-18,7.06e-19,8.99e-01,3.22e+00,3.98e-04,3.03e-03,2.87e-04,-9.80e-12,-2.10e-02,2.18e-03,-2.10e-02,-6.97e-12
1.27e+00,6.81e-19,3.69e-19,1.13e-19,8.94e-01,2.68e-20,-7.67e-19,5.96e-19,8.91e-01,3.48e+00,-1.23e-03,3.14e-03,-8.66e-04,4.67e-11,-2.29e-02,2.20e-03,-2.28e-02,3.89e-11
1.29e+00,-8.52e-20,2.41e-19,-6.81e-19,8.87e-01,1.48e-20,-5.11e-19,5.96e-19,8.83e-01,3.74e+00,-3.12e-03,3.23e-03,-2.13e-03,6.77e-11,-2.47e-02,2.20e-03,-2.46e-02,1.66e-10
